Variable,Node purity increase,MSE_increase,P_value,Top
Material_Main,9.585129331590837,27.039832350322975,2.7749146331384585e-06,True
Period (d),9.162623517676886,25.208699016282843,7.101937233174455e-07,True
Turning times,16.979356335009623,49.732334991142736,5.3312126075249286e-17,True
V2_Ventilation Interval (min),1.745642236302565,2.5106406166789483,9.728342634280073e-06,False
M1_is Enclosed,1.3392639981593655,2.353718403045008,6.731291745229851e-06,False
 Composting Method,0.31985222159456395,0.2459338311401762,3.4789663344445285e-07,False
Additive_3,0.04568672619721671,-0.0022204302256767505,2.6832075802193075e-07,False
Additive_2,1.277180141974678,6.730276337233832,0.0021484780850460246,False
Additive_1,8.939608718766962,22.72841940334473,1.7306649004708838e-05,True
Material_3,2.335429981314789,4.933671632748359,0.00020276887664637044,False
Additive_4,0.0,0.0,2.6281205862445033e-07,False
Material_2,9.23344928769517,23.70754991076656,6.174031415397305e-05,True
Compost volume (m3),7.301902481495456,22.01985142141257,0.001543861422357254,False
V1_Ventilation Type,2.4032453608811912,1.966615552571655,9.967449987203547e-06,False
V4_Ventilation Day,2.9987735546311947,7.288882147164784,0.001781714948071038,False
Application Rate (%DW),5.693940757229936,18.319091945023615,0.05102532686713865,False
V3_Ventilation Duration (min),3.123820049436539,4.805660170689819,0.00010943465292173896,False
Initial C/N (%),5.287544678254981,16.022519271062833,0.30879995583174463,False
V5_Ventilation rate (L/min/kg iniDW),4.695005512627312,17.523499113259586,0.22974647748178095,False
Initial Moisture Content (%),7.532545109160753,25.380023335839752,2.0175423235580105e-06,False
