Variable,Node purity increase,MSE_increase,P_value,Top
Material_Main,15291.749674767256,22.414416617548866,2.0801518827568873e-16,True
Turning times,13018.254848480225,10.068353063930841,0.00015990682872087287,True
V2_Ventilation Interval (min),553.8028030395508,0.207675427984503,1.8366956806231604e-06,False
M1_is Enclosed,21.904799461364746,0.031915200657822496,8.559551349413155e-07,False
 Composting Method,408.466703414917,0.3324160383030268,4.077668041901495e-06,False
Additive_4,0.0,0.0,6.964640680406437e-07,False
Additive_2,598.6884307861328,1.5131415541221482,6.656092855281274e-05,False
Additive_1,7362.203773021698,4.9358541500843796,0.19373115085642711,False
Material_3,0.0,0.0,6.964640680406437e-07,False
Material_2,8296.68803358078,9.947915707555302,0.006040480087032099,False
Additive_3,0.0,0.0,6.964640680406437e-07,False
Period (d),1964.490110874176,1.239160856091937,0.00011677567779685164,False
V1_Ventilation Type,3061.090964317322,3.041838446913035,0.010348748776494655,False
V4_Ventilation Day,14990.286981105804,20.84999554303949,1.7520564593815554e-12,True
V3_Ventilation Duration (min),264.7454261779785,0.49236307087291564,5.233229689457554e-06,False
Application Rate (%DW),9646.07533788681,12.01839401895907,2.970209841341845e-05,False
Compost volume (m3),12647.952085494995,9.303467003565261,0.00025026946490655483,True
V5_Ventilation rate (L/min/kg iniDW),9296.893753290176,11.197639616927274,5.2661992615332576e-05,False
Initial Moisture Content (%),14268.326424121857,8.897416912289069,0.0017063752151185677,True
Initial TN (%),7778.585406303406,5.977624856626724,0.9039051138754689,False
Initial C/N (%),6079.706943035126,5.136364926847373,0.26707157639446644,False
Initial pH,10208.822461605072,9.419483985960705,0.027317159510300414,True
