M1_is Enclosed,Additive_1,Initial GI (%),Additive_3,V2_Ventilation Interval (min),Additive_2,Initial Moisture Content (%),Material_2,Period (d),V3_Ventilation Duration (min),Additive_4,V4_Ventilation Day,Turning times, Composting Method,Initial pH,V5_Ventilation rate (L/min/kg iniDW),Material_Main,Initial C/N (%),Application Rate (%DW),V1_Ventilation Type,Compost volume (m3),Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
1.0,4.0,27.32884658064516,4.0,0.0,12.0,61.0,0.0,45.0,0.0,1.0,28.0,6.0,2.0,9.823978969582077,0.23826672913630165,1,20.0,7.366136649058387,0.0,0.0996875,9.0,2.754411318174137,43.032914733870804,88.41396100000001,4.3744966024261185,0.3333795964717865,0.20928304065539666,1000000.0
0.0,4.0,27.32884658064516,4.0,657.0,3.0,73.13881219611343,2.0,47.0,45.91313455759946,1.0,3.0,6.0,2.0,8.6381167951783,1.6180316186481727,1,12.0,7.454556461648267,1.0,0.0996875,4.0,2.754411318174137,19.08543034313395,90.99717300000003,4.818338462501911,0.2556454837322235,0.15883760937831268,1000000.0
0.0,8.0,27.32884658064516,4.0,193.0,12.0,72.71985171657417,0.0,82.0,23.33307237966016,1.0,40.0,13.0,2.0,5.0,1.0794346162237767,1,20.0,2.4280402983918306,1.0,0.0996875,3.0,2.754411318174137,30.321222529627512,88.94825200000002,6.451711477023329,0.371555358171463,0.16264589675102828,1000000.0
1.0,4.0,27.32884658064516,4.0,118.0,10.0,74.62213359320128,2.0,103.0,3.286575300441943,1.0,21.0,12.0,0.0,9.624301022096812,1.1145145934215328,1,34.0,3.955616552606548,1.0,0.0996875,5.0,2.754411318174137,66.81622419887759,91.54662100000004,5.950924326550336,0.22658593952655792,0.19384484125786522,1000000.0
1.0,4.0,27.32884658064516,4.0,0.0,15.0,60.0,0.0,36.0,0.0,1.0,14.0,3.0,2.0,8.104636870903033,1.5567321849901783,1,39.0,9.610633847174777,0.0,0.0996875,0.0,2.754411318174137,84.97852987644706,87.86657500000003,4.3744966024261185,0.2875860631465912,0.19959661840539356,1000000.0
1.0,4.0,27.32884658064516,4.0,72.0,7.0,64.0,0.0,89.0,58.84662532766656,1.0,64.0,20.0,0.0,9.882356566262056,1.1957390718326275,1,21.0,9.002347841908147,1.0,0.0996875,9.0,2.754411318174137,56.15548806849254,93.12716400000004,5.950924326550336,0.2386440485715866,0.18448677739217856,1000000.0
1.0,8.0,27.32884658064516,4.0,542.0,0.0,76.15692533268864,2.0,58.0,14.932859427349701,1.0,49.0,19.0,1.0,7.0,1.1538631802726749,1,11.0,5.6793090416384535,1.0,0.0996875,9.0,2.754411318174137,30.85807111634819,90.39803400000002,6.980036407924739,0.3238275945186615,0.15627944568114044,1000000.0
1.0,4.0,27.32884658064516,4.0,0.0,1.0,55.0,4.0,109.0,0.0,1.0,36.0,2.0,0.0,6.0,1.742549199278747,1,39.0,7.264061162885563,0.0,0.0996875,4.0,2.754411318174137,41.93312984395925,90.10327600000001,6.035407397375954,0.3048005998134613,0.17150773244872078,1000000.0
1.0,4.0,27.328846580645163,4.0,0.0,1.0,74.10614428029182,0.0,32.0,0.0,1.0,8.0,9.0,0.0,8.171952219469063,1.9678041635794994,1,14.999999999999998,4.2594985974178154,0.0,0.0996875,0.0,2.754411318174137,90.36098334932545,90.91665600000002,6.035407397375954,0.27173393964767456,0.20565281945752392,1000000.0
1.0,2.0,27.32884658064516,4.0,0.0,7.0,59.0,3.0,59.0,0.0,1.0,54.0,30.0,0.0,9.430021371487882,0.2765649349555803,1,28.0,8.085107019091069,0.0,0.0996875,5.0,2.754411318174137,57.80343814121163,89.98919400000001,7.951130285555708,0.15579669177532196,0.17926336880204125,1000000.0
