Additive_2,Additive_3,Material_3,Initial Moisture Content (%),Additive_4,Turning times,Initial GI (%),V2_Ventilation Interval (min), Composting Method,Material_2,V3_Ventilation Duration (min),Additive_1,M1_is Enclosed,Material_Main,V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V1_Ventilation Type,Application Rate (%DW),Compost volume (m3),Initial pH,Initial C/N (%),Period (d),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
6.0,4.0,0.0,74.47338448962161,1.0,12.0,27.32884658064516,0.0,2.0,0.0,0.0,8.0,0.0,5,0.0,0.0,2.0,3.4549132928505024,0.314,7.214047934553915,31.000000000000004,133.0,1.4280600332415827,30.573719132326552,108.63059400000006,6.642142840338956,0.5910784006118774,0.14092251646105874,1000000.0
7.0,4.0,0.0,73.34116824394721,1.0,1.0,27.32884658064516,0.0,2.0,13.0,0.0,10.0,1.0,5,0.0,0.0,2.0,3.8927186463570944,0.314,7.0,40.952363008413116,118.0,1.4280600332415827,58.4824328791158,111.533875,6.642142840338956,0.5910784006118774,0.19699935578240946,14.942995078544929
12.0,4.0,5.0,76.88731464988552,1.0,8.0,27.32884658064516,0.0,2.0,8.0,0.0,37.0,1.0,5,22.0,1.9601787915250177,0.0,3.0592240317627297,0.314,5.0,40.662922222763754,76.0,1.4280600332415827,58.0690940611399,105.499977,6.903753976580179,0.5401265621185303,0.2077538676515034,22.012975874073145
3.0,4.0,2.0,65.0,1.0,27.0,27.32884658064516,0.0,1.0,12.0,0.0,10.0,1.0,5,34.0,0.1802991043788882,0.0,2.6270192658792433,0.314,5.0,43.64287135429185,63.0,1.4280600332415827,62.324640316968136,110.10356400000005,6.487782698217015,0.6063764095306396,0.22609763125037363,25.49394226608633
5.0,4.0,2.0,68.0,1.0,30.0,27.32884658064516,1298.0,2.0,8.0,8.39417441998152,10.0,1.0,5,1.0,0.11660931098953387,1.0,3.399338291224751,0.314,8.105067753343587,37.0,67.0,1.4280600332415827,12.151787627301191,106.91076599999997,9.953013629595242,0.6648716926574707,0.12313869039902549,1000000.0
0.0,4.0,4.0,69.0,1.0,22.0,27.32884658064516,0.0,1.0,8.0,0.0,34.0,1.0,5,0.0,0.0,2.0,2.100408117523087,0.314,6.0,31.0,133.0,1.4280600332415827,46.860415865340705,109.16936100000002,6.683555807408292,0.47968438267707825,0.2272337357230145,1000000.0
11.0,4.0,0.0,58.79235388302549,1.0,4.0,27.32884658064516,0.0,0.0,14.0,0.0,17.0,1.0,5,0.0,0.0,2.0,2.65668008291167,0.314,8.249465061903663,44.402284833954944,81.0,1.4280600332415827,63.40912835597993,105.036795,6.6905328275954306,0.6020774245262146,0.2322707394753576,1000000.0
8.0,4.0,5.0,62.0,1.0,25.0,27.32884658064516,0.0,1.0,2.0,0.0,28.0,0.0,5,0.0,0.0,2.0,4.844807232570757,0.314,5.0,38.0,15.0,1.4280600332415827,26.396256074406278,108.93312600000004,5.730278896983255,0.6664850115776062,0.18308620857793342,1000000.0
11.0,4.0,9.0,56.0,1.0,23.0,27.32884658064516,0.0,0.0,6.0,0.0,14.0,1.0,5,44.0,0.10091725997748635,0.0,3.1856034703238025,0.314,6.0,30.0,51.0,1.4280600332415827,48.97176330780995,105.21525600000002,5.1128538434931405,0.6761401891708374,0.23484035066027917,1000000.0
0.0,4.0,9.0,57.0,1.0,8.0,27.32884658064516,902.0,2.0,8.0,30.07028628546801,37.0,0.0,5,13.0,0.05541361239884157,1.0,3.8027058200328163,0.314,5.0,35.0,122.0,1.4280600332415827,51.24254178189122,107.48381800000001,8.925303261507526,0.5901351571083069,0.13405266539986255,1000000.0
