Additive_3,Additive_4,Material_3,V4_Ventilation Day,Initial GI (%),Material_Main,V3_Ventilation Duration (min), Composting Method,Compost volume (m3),M1_is Enclosed,Turning times,Period (d),Initial Moisture Content (%),Application Rate (%DW),Initial pH,V1_Ventilation Type,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Material_2,V2_Ventilation Interval (min),Additive_1,Initial C/N (%),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.0,1.0,5.0,0.0,27.32884658064516,8,0.0,1.0,4.210797122302158,0.0,12.0,132.0,64.0,3.5566122641580544,7.0,2.0,0.0,5.0,2.0,0.0,38.0,32.0,2.1457865217391303,74.51270968270991,105.88010600000003,10.029683952339951,1.3185993432998657,0.2145779417405073,1000000.0
4.0,1.0,0.0,0.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,9.0,102.0,52.0,8.900772891024664,9.964295158047893,2.0,0.0,3.0,12.0,0.0,35.0,37.0,2.1457865217391303,48.88839862850378,108.28861000000005,9.99671023082281,0.978345513343811,0.19392106532653705,1000000.0
4.0,1.0,4.0,16.0,27.32884658064516,8,0.0,2.0,4.210797122302158,0.0,22.0,52.0,58.0,7.756023576948998,8.0,0.0,1.9454614609189573,0.0,4.0,0.0,35.0,10.0,2.1457865217391303,54.77881611479556,109.85145400000003,8.102734999343468,0.11433077603578568,0.20390572326896753,1000000.0
4.0,1.0,2.0,0.0,27.32884658064516,8,0.0,1.0,4.210797122302158,1.0,0.0,83.0,68.0,7.294292496374992,8.0,2.0,0.0,2.0,5.0,0.0,36.0,39.0,2.1457865217391303,47.57581784822303,108.52827800000004,7.00784413095851,0.6500722765922546,0.21021407219585245,1000000.0
4.0,1.0,4.0,0.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,25.0,89.0,70.0,6.197678470586504,7.0,2.0,0.0,5.0,2.0,0.0,35.0,39.0,2.1457865217391303,11.409833835961468,106.23800600000004,10.029683952339951,0.667863667011261,0.24380714329123115,1000000.0
4.0,1.0,9.0,0.0,27.32884658064516,8,0.0,2.0,4.210797122302158,0.0,3.0,50.0,61.0,7.978277171401429,8.0,2.0,0.0,0.0,8.0,0.0,35.0,15.0,2.1457865217391303,12.648895419354819,108.49548500000004,5.975265872549655,0.29403236508369446,0.2012458814957393,1000000.0
4.0,1.0,9.0,39.0,27.32884658064516,8,0.0,1.0,4.210797122302158,1.0,4.0,80.0,73.63521015318341,5.619280250160307,6.0,0.0,1.1317599721453602,12.0,12.0,0.0,36.0,31.0,2.1457865217391303,14.862853342056777,103.87055099999999,8.100499920892176,1.0078260898590088,0.17971208904671007,1000000.0
4.0,1.0,4.0,61.0,27.32884658064516,8,0.0,1.0,4.210797122302158,0.0,5.0,96.0,58.0,5.331107373076952,7.0,0.0,1.532267980013435,2.0,8.0,0.0,31.0,35.0,2.1457865217391303,39.594937791753,106.83187100000005,9.527929206185764,0.8452456593513489,0.16067430242643768,1000000.0
4.0,1.0,2.0,0.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,7.0,51.0,60.0,6.3778302562999,8.0,2.0,0.0,0.0,8.0,0.0,34.0,41.64306229437522,2.1457865217391303,89.35712179521333,108.49548500000004,9.395306762575643,0.19762371480464935,0.23512071146251373,28.72327898368651
4.0,1.0,0.0,29.0,27.32884658064516,8,0.0,2.0,4.210797122302158,0.0,0.0,46.0,52.0,8.901407009820003,9.920546203982166,0.0,1.1632644552007885,2.0,3.0,0.0,33.0,29.0,2.1457865217391303,41.10081097519635,109.74512600000004,6.898668482045947,1.0236037969589233,0.16759742003256214,1000000.0
4.0,1.0,2.0,13.0,27.32884658064516,8,0.0,1.0,4.210797122302158,1.0,25.0,127.0,57.0,2.3326679925688776,5.0,0.0,0.8157455609434716,0.0,3.0,0.0,38.0,45.02766848083317,2.1457865217391303,96.61976413150968,108.74680400000003,8.42133871289731,0.3891906142234802,0.2436954811038235,24.676250263674017
4.0,1.0,3.0,40.0,27.32884658064516,8,0.0,1.0,4.210797122302158,0.0,20.0,97.0,63.0,2.9348640380529325,6.0,0.0,1.1493946865023246,3.0,12.0,0.0,36.0,39.0,2.1457865217391303,80.54341817997937,109.84372600000002,9.365321225355608,0.2915612757205963,0.19316408001105045,1000000.0
4.0,1.0,9.0,26.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,24.0,132.0,57.0,4.7617841040780835,8.0,0.0,0.914681046135819,2.0,12.0,0.0,34.0,23.0,2.1457865217391303,70.3552699657219,109.01220600000002,10.148849448142297,0.15295857191085815,0.22699240410398555,1000000.0
4.0,1.0,2.0,0.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,14.0,17.0,51.0,5.507408942179216,9.768784408611044,2.0,0.0,2.0,6.0,0.0,38.0,29.0,2.1457865217391303,31.327026111712904,108.17037800000006,10.665356161836144,0.18773862719535828,0.21816943992523713,1000000.0
4.0,1.0,9.0,0.0,27.32884658064516,8,0.0,2.0,4.210797122302158,0.0,7.0,57.0,50.0,6.552254331340935,8.0,2.0,0.0,2.0,12.0,0.0,34.0,11.0,2.1457865217391303,70.50585359161748,108.52251800000005,9.414558247380985,0.8383657932281494,0.18223686831255528,1000000.0
4.0,1.0,0.0,38.0,27.32884658064516,8,0.0,1.0,4.210797122302158,1.0,27.0,61.0,81.80532411327627,5.719003230653131,8.749598846419024,0.0,0.7394619971247107,0.0,13.0,0.0,34.0,18.0,2.1457865217391303,23.202236802039174,109.05070400000004,8.429372343563946,0.10322500020265579,0.21448330190183937,1000000.0
4.0,1.0,5.0,0.0,27.32884658064516,8,0.0,2.0,4.210797122302158,1.0,8.0,126.0,52.0,4.104234300438943,7.0,2.0,0.0,0.0,4.0,0.0,37.0,16.0,2.1457865217391303,19.912363100212126,108.49548500000004,9.44442999016234,0.16985392570495605,0.23065479610808803,1000000.0
4.0,1.0,4.0,0.0,27.328846580645163,8,0.0,0.0,4.210797122302158,1.0,5.0,99.0,80.00359175594863,4.0967684406798694,11.457578509197027,2.0,0.0,0.0,5.0,0.0,33.0,21.0,2.1457865217391303,11.88033209679254,108.49548500000004,9.478563533823023,0.2044801265001297,0.2201610989965927,1000000.0
4.0,1.0,4.0,16.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,30.0,82.0,61.0,4.53006440415913,11.42452156604837,0.0,0.4496672751050115,1.0,3.0,0.0,33.0,39.0,2.1457865217391303,83.72860863274785,107.40237000000005,10.095396050816984,0.38624924421310425,0.2382243497100121,1000000.0
4.0,1.0,5.0,0.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,0.0,128.0,67.34588562949502,9.468775543468478,4.38033209123871,2.0,0.0,2.0,3.0,0.0,33.0,19.0,2.1457865217391303,41.1858874277293,108.52827800000004,9.116682578016432,0.8504465818405151,0.21744816249473947,1000000.0
4.0,1.0,9.0,0.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,19.0,14.0,54.0,9.642377775552049,8.0,2.0,0.0,2.0,12.0,0.0,35.0,32.0,2.1457865217391303,37.1037952563721,108.52251800000005,10.029683952339951,0.2512461245059967,0.21450623511810657,1000000.0
4.0,1.0,5.0,0.0,27.32884658064516,8,0.0,2.0,4.210797122302158,0.0,22.0,89.0,69.0,6.633439574280325,11.22916756336129,2.0,0.0,2.0,6.0,0.0,36.0,40.0,2.1457865217391303,65.311609829285,108.52827800000004,10.029683952339951,0.18733884394168854,0.19998327591177903,1000000.0
4.0,1.0,3.0,0.0,27.328846580645163,8,0.0,1.0,4.210797122302158,0.0,6.0,92.0,80.44087829395431,8.973677351842682,7.0,2.0,0.0,8.0,6.0,0.0,36.0,21.0,2.1457865217391303,85.21436018177984,101.935784,9.712107013885893,0.9312559962272644,0.21562680958445574,1000000.0
4.0,1.0,3.0,0.0,27.32884658064516,8,0.0,1.0,4.210797122302158,0.0,2.0,104.0,79.29304683706118,8.06981693379834,8.0,2.0,0.0,3.0,6.0,0.0,31.0,35.0,2.1457865217391303,12.560338190480516,107.46938700000005,7.00784413095851,0.9317488074302673,0.21663256881736553,1000000.0
4.0,1.0,0.0,14.0,27.32884658064516,8,0.0,1.0,4.210797122302158,1.0,11.0,19.0,72.41740254349475,5.895026922445611,8.0,0.0,1.0876681879282233,2.0,14.0,0.0,33.0,44.181214198151906,2.1457865217391303,94.80345394046385,109.77978600000002,9.439956032912603,0.8491272926330566,0.23532608534279265,30.746513639093358
4.0,1.0,9.0,13.0,27.32884658064516,8,0.0,1.0,4.210797122302158,0.0,24.0,122.0,62.0,5.6474377414463275,8.866184937821547,0.0,1.588424706503946,0.0,3.0,0.0,37.0,16.0,2.1457865217391303,84.56943382553065,109.95379400000002,8.034649351559723,0.3998880088329315,0.19696709218231473,1000000.0
4.0,1.0,4.0,0.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,16.0,83.0,78.7646757291044,7.045874128835413,7.0,2.0,0.0,2.0,2.0,0.0,37.0,20.0,2.1457865217391303,65.05861097516191,108.52827800000004,9.816280622679717,0.5097139477729797,0.26354292447425165,1000000.0
4.0,1.0,4.0,0.0,27.32884658064516,8,0.0,1.0,4.210797122302158,1.0,27.0,45.0,70.0,4.482049198736041,5.0,2.0,0.0,0.0,8.0,0.0,37.0,43.30792658240416,2.1457865217391303,92.92956514499063,108.49548500000004,9.50291529164978,0.14354635775089264,0.2199884222449035,30.51212452886226
4.0,1.0,3.0,7.0,27.32884658064516,8,0.0,2.0,4.210797122302158,0.0,25.0,71.0,79.1844448935583,6.3556532092729725,10.707006774042895,0.0,1.419412490276013,5.0,12.0,0.0,36.0,28.0,2.1457865217391303,49.19955685720306,108.16903000000003,9.748334416826998,0.2915612757205963,0.1778817297615682,1000000.0
4.0,1.0,4.0,3.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,16.0,101.0,67.0,7.540240805899627,9.514689690129238,0.0,0.6275711281829144,3.0,6.0,0.0,38.0,17.0,2.1457865217391303,62.32801564445424,108.70741600000005,11.573344997165076,0.27661824226379395,0.19260527411896572,1000000.0
4.0,1.0,9.0,0.0,27.32884658064516,8,0.0,1.0,4.210797122302158,1.0,11.0,94.0,68.0,5.164122412253621,5.0,2.0,0.0,3.0,14.0,0.0,35.0,26.0,2.1457865217391303,41.88062418382671,108.56659000000005,10.574745223469154,0.976248562335968,0.2211737356269145,1000000.0
4.0,1.0,3.0,19.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,7.0,88.0,72.54638459656327,7.541060612334058,7.0,0.0,1.9911657622420906,1.0,5.0,0.0,36.0,41.140932478425704,2.1457865217391303,88.27965840398551,108.86498000000003,9.633423942141578,0.8375338912010193,0.20648739918045353,21.565978849930406
4.0,1.0,3.0,19.0,27.32884658064516,8,0.0,2.0,4.210797122302158,1.0,30.0,120.0,73.08961734344462,5.413848912056277,11.55672328936905,0.0,1.5320674270163064,1.0,13.0,0.0,38.0,39.0,2.1457865217391303,74.21846067724833,107.86766000000003,9.569103970980633,0.13702082633972168,0.18652215104237307,1000000.0
4.0,1.0,9.0,0.0,27.328846580645163,8,0.0,2.0,4.210797122302158,0.0,14.0,27.0,53.0,3.031423386658348,5.0,2.0,0.0,1.0,6.0,0.0,37.0,13.0,2.1457865217391303,68.72408600739229,107.19588200000004,9.289540016551182,0.2042313814163208,0.1600662068215329,1000000.0
4.0,1.0,2.0,60.0,27.32884658064516,8,10.79027538212377,0.0,4.210797122302158,1.0,6.0,71.0,52.0,9.070912103572365,11.258390112955404,1.0,1.5057275278056133,5.0,12.0,918.0,31.0,34.0,2.1457865217391303,52.85926178880942,104.11304299999998,15.031252681030157,0.8358082175254822,0.1329876432086093,1000000.0
4.0,1.0,2.0,50.0,27.32884658064516,8,34.142962459558056,1.0,4.210797122302158,0.0,11.0,82.0,59.0,7.7184878074972145,11.19914564981612,1.0,1.6956707355405305,5.0,13.0,1201.0,30.0,19.0,2.1457865217391303,12.227435385109052,103.14730600000001,17.758448688641877,0.8385961055755615,0.14878787827557552,1000000.0
4.0,1.0,3.0,4.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,12.0,33.0,54.0,5.59875438744386,11.028945610555503,0.0,0.9674096942353425,5.0,8.0,0.0,31.0,36.0,2.1457865217391303,11.36904173195518,106.42977800000006,9.365321225355608,1.0014325380325317,0.2104325369723525,1000000.0
4.0,1.0,4.0,32.0,27.32884658064516,8,0.0,1.0,4.210797122302158,1.0,4.0,57.0,72.44803490072125,3.627250610197474,6.0,0.0,0.6534740420047276,3.0,4.0,0.0,37.0,10.0,2.1457865217391303,22.642006521271277,109.00301600000004,8.551369938395728,1.0090758800506592,0.16377056679942886,1000000.0
4.0,1.0,4.0,41.0,27.32884658064516,8,0.0,1.0,4.210797122302158,0.0,30.0,83.0,53.0,7.459000461214244,5.0,0.0,1.156672620009253,2.0,3.0,0.0,36.0,30.0,2.1457865217391303,66.67093460279287,109.74512600000004,9.989954682928378,0.38428154587745667,0.19516451751022806,1000000.0
4.0,1.0,9.0,0.0,27.32884658064516,8,0.0,2.0,4.210797122302158,1.0,3.0,133.0,60.0,8.197901835646785,6.0,2.0,0.0,0.0,8.0,0.0,38.0,17.0,2.1457865217391303,80.93942943244684,108.13758500000003,6.731958057054141,0.29403236508369446,0.18709453117036226,1000000.0
4.0,1.0,5.0,41.0,27.32884658064516,8,0.0,2.0,4.210797122302158,0.0,21.0,71.0,70.0,5.943636351708622,10.62306845732611,0.0,0.39698243831010305,3.0,3.0,0.0,30.0,37.0,2.1457865217391303,27.10625415375878,106.18947900000005,10.284286659576566,0.54008549451828,0.1965954482242778,1000000.0
4.0,1.0,4.0,28.0,27.32884658064516,8,0.0,1.0,4.210797122302158,1.0,28.0,110.0,61.0,8.392228628723885,7.0,0.0,1.287302940206792,5.0,3.0,0.0,35.0,10.0,2.1457865217391303,63.72414164603772,107.24649000000004,9.155375618962557,0.5415041446685791,0.23095360691440214,1000000.0
4.0,1.0,0.0,21.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,4.0,118.0,60.0,2.322633660173696,6.0,0.0,0.9739219188105426,0.0,13.0,0.0,30.0,18.0,2.1457865217391303,69.2192441542944,106.47856600000004,7.014668710724384,0.2386062890291214,0.1716346839287659,1000000.0
4.0,1.0,0.0,2.0,27.32884658064516,8,10.170494937324563,0.0,4.210797122302158,1.0,23.0,111.0,83.76005374945363,3.2090579016839476,5.0,1.0,0.19872153192340236,5.0,4.0,757.0,31.0,35.0,2.1457865217391303,29.891314618517683,104.328966,16.2089393372108,0.8245951533317566,0.14473029557406122,1000000.0
4.0,1.0,3.0,0.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,23.0,124.0,70.08323278204242,3.2690203218592293,8.556514033995562,2.0,0.0,10.0,14.0,0.0,34.0,24.0,2.1457865217391303,53.816418778118205,102.83957600000002,10.414143245286938,0.38827693462371826,0.2021586801832544,1000000.0
4.0,1.0,3.0,1.0,27.32884658064516,8,0.0,1.0,4.210797122302158,0.0,13.0,81.0,83.1333975978983,3.143508847097367,7.0,0.0,0.7272537772662235,3.0,14.0,0.0,35.0,33.0,2.1457865217391303,67.66960807679426,109.55190600000003,9.891613305191958,1.0005192756652832,0.19317641995442653,1000000.0
4.0,1.0,3.0,0.0,27.32884658064516,8,0.0,0.0,4.210797122302158,1.0,16.0,79.0,66.0,5.0540882454986695,6.0,2.0,0.0,1.0,2.0,0.0,36.0,34.0,2.1457865217391303,23.480671014856807,107.19588200000004,10.233466697964976,0.5097139477729797,0.24877495436013736,1000000.0
4.0,1.0,2.0,57.0,27.32884658064516,8,0.0,2.0,4.210797122302158,0.0,10.0,59.0,55.0,7.326315778294453,5.0,0.0,1.2782750335502473,1.0,13.0,0.0,37.0,21.0,2.1457865217391303,39.26457744213633,106.14229000000003,9.48091091110084,0.8417602777481079,0.15670261658843535,1000000.0
