Initial GI (%),V4_Ventilation Day,V2_Ventilation Interval (min), Composting Method,Material_3,Additive_3,Compost volume (m3),Turning times,Initial Moisture Content (%),Initial pH,Period (d),V5_Ventilation rate (L/min/kg iniDW),M1_is Enclosed,Initial C/N (%),Application Rate (%DW),Additive_4,Material_Main,Additive_2,Material_2,V1_Ventilation Type,V3_Ventilation Duration (min),Additive_1,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
27.32884658064516,1.0,945.0,1.0,3.0,4.0,0.6292491869918699,5.0,81.51412627951655,8.0,24.0,1.9157118063620369,0.0,11.0,2.724163360714778,1.0,7,0.0,14.0,1.0,49.6866005439657,11.0,2.4967368849582217,46.48025544548232,104.49516100000004,4.351256436007075,-0.054413601756095886,0.1494395910033434,1000000.0
27.32884658064516,33.0,907.0,2.0,4.0,4.0,0.6292491869918699,17.0,51.0,6.0,99.0,1.6149476071947897,0.0,11.0,2.395306428041235,1.0,7,3.0,12.0,1.0,37.72367525689108,19.0,2.4967368849582217,71.93990177496119,103.77494200000005,11.066779114998834,0.3344297707080841,0.12326294705660662,1000000.0
27.32884658064516,12.0,593.0,1.0,9.0,4.0,0.6292491869918699,9.0,76.32811924529602,8.0,19.0,1.7477883526795026,1.0,24.0,9.442761676927432,1.0,7,2.0,14.0,1.0,26.581602469078597,36.0,2.4967368849582217,86.9084679167737,100.3486866666667,9.305688202192492,0.21864962577819824,0.20971681095596634,1000000.0
27.328846580645163,16.0,482.0,0.0,5.0,4.0,0.6292491869918699,10.0,73.51964021310533,6.0,48.0,1.8451432294328607,1.0,30.0,4.571092159910325,1.0,7,2.0,2.0,1.0,38.560262441438766,35.0,2.4967368849582217,40.09884171056013,102.85512500000003,9.267218717711508,0.5094867944717407,0.16925407326722244,1000000.0
27.328846580645163,8.0,569.0,2.0,2.0,4.0,0.6292491869918699,27.0,59.0,5.0,80.0,0.4757155881074071,1.0,21.0,6.526359923896038,1.0,7,3.0,14.0,1.0,49.99582262290369,12.0,2.4967368849582217,33.643667829523714,103.26033200000003,9.144330392603198,0.2768523693084717,0.14126996534283845,1000000.0
27.32884658064516,26.0,1100.0,0.0,5.0,4.0,0.6292491869918699,4.0,52.0,6.0,120.0,1.7780805733338945,1.0,42.097493083153516,7.064546335841584,1.0,7,9.0,13.0,1.0,44.641551380787185,16.0,2.4967368849582217,105.10636374498299,99.69489200000004,9.047238211276783,0.3053663969039917,0.15507061874971056,18.52599838519679
27.32884658064516,12.0,290.0,1.0,3.0,4.0,0.6292491869918699,7.0,50.0,10.567802838780374,87.0,1.9994901434154988,0.0,40.10076439819662,7.015933412289068,1.0,7,5.0,8.0,1.0,55.65982608905843,34.0,2.4967368849582217,100.12105758799697,102.70377300000001,8.763933582510539,0.3323020339012146,0.1581567395892252,23.10397886116
27.328846580645163,19.0,70.0,1.0,2.0,4.0,0.6292491869918699,2.0,71.79068491331105,9.928613925248296,49.0,0.8749481737385165,1.0,21.0,2.826965564709813,1.0,7,1.0,5.0,1.0,57.38523658694819,36.0,2.4967368849582217,95.94438594338175,105.28440200000004,9.351999730088806,0.23187267780303955,0.18689763827462372,1000000.0
27.328846580645163,59.0,1234.0,1.0,3.0,4.0,0.6292491869918699,0.0,59.0,6.0,122.0,1.077359555420629,0.0,22.06915661976623,6.771796795585235,1.0,7,0.0,8.0,1.0,54.40230195977125,23.0,2.4967368849582217,20.61773645306593,103.48310800000007,11.47280537065087,0.8181488513946533,0.13151432280155353,1000000.0
27.32884658064516,0.0,0.0,2.0,9.0,4.0,0.6292491869918699,1.0,66.0,10.17065272907734,42.0,0.0,0.0,11.0,2.9185472767084155,1.0,7,2.0,12.0,2.0,0.0,17.0,2.4967368849582217,40.83131928091348,97.60785900000002,8.051359796569068,0.04313495010137558,0.155056751185024,1000000.0
27.32884658064516,16.0,1071.0,2.0,3.0,4.0,0.6292491869918699,27.0,83.508453543002,6.0,117.0,0.24657243393962802,1.0,40.64369163687865,5.753753909017523,1.0,7,5.0,3.0,1.0,32.946499823746706,30.0,2.4967368849582217,101.47660405066293,102.58199799999998,10.112833792916655,0.4478677213191986,0.1460576570440755,19.213334368178845
