Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),N2O-N loss (%)
17,10,1,3,7,3,47.339024391014604,39.07220035642637,21.124209872328784,163.1953200230078,28.694258032066738,1.3645561609305827,9.426537386412953,16.62475318160276,2.8557616996884967,1.4126656527157486,27.13375156739233,0,4.425835747937591,52.18432914665292,0,1.993142256414538,0.8447345951585664,1156.9506893650098,927.0985298128152,3.8579255075780927,[1.71088954]
20,1,3,1,7,1,13.200562840274495,14.300727063751005,7.190711101948137,75.1021368785998,20.7576464510399,3.252785530102846,0.08282162081577685,80.02348558576497,-0.5885914104894971,0.9503487493591272,25.437527160249505,1,3.566541833287346,0.9681491397868347,3,6.246175323299929,0.8300133610597884,3282.9305782911724,64.7712863709773,0.9529693439216093,[1.66973909]
20,4,2,4,6,1,81.74522030613267,54.88771526651937,-0.08251113197663285,143.41475448330579,15.417562221503385,5.258896946097739,1.2614137790648718,80.53172657317387,5.627073736399605,0.012360545105784852,14.384014324335974,0,10.149950451403337,25.7476645117209,2,4.616859908178545,0.007683660029146382,3605.8234897808084,772.8954485015194,1.1872924422902182,[1.82080918]
10,9,3,4,0,0,26.56805738041031,15.143797220667897,26.99717090145311,153.83904437916175,30.364858293922246,13.504163920232099,1.8819100924278183,25.889203649835533,0.09377323636336121,0.8878050249590947,1.4113741336561019,2,2.4162357671784944,39.74140083701012,4,11.739079363567642,0.5755900916107246,1270.344182290964,445.4244320134881,4.764725149137862,[1.79909481]
19,6,3,7,3,0,107.9747607988877,17.665633999273414,22.007678208638996,23.599984871708514,1.4713511721674342,23.220879247680667,0.09618801878301345,33.669127176848086,2.6185925954349973,2.5717719423770173,4.348040171065028,1,2.9484268214715494,33.74265294080226,0,2.572380913534008,0.6850554544397264,963.1907819456011,26.97930080287403,2.6887221966693624,[1.83456888]
22,1,0,7,2,0,48.96573224695935,21.169267955486742,26.6782082954606,145.05278194617466,4.455932345498688,1.9021289246704767,8.056745753137289,34.834689061152005,0.8001536834882312,3.341015504190716,20.666101878605197,0,7.718030860808058,29.93005981803273,1,7.322718021805099,0.9759745324745694,249.861768202773,54.95851554393727,1.662941211938597,[1.73310391]
8,0,1,1,2,0,13.056430949916907,75.60510218268539,10.097674228100873,122.7282046670047,3.2527717064941295,28.02689053620487,10.553223479317483,24.838808990545246,3.9394413570031004,1.7757681374290275,26.684462736618414,2,0.8773791690133041,0.8868712796355847,3,8.179127970585265,1.4288976008691208,2468.7409353430526,705.7361130101788,0.7537087204597362,[1.60600139]
16,5,2,7,1,3,67.42473460631862,38.668098271381155,25.598707358704253,196.212704626014,1.804633503185189,1.3919515126816653,0.20833183718255155,82.3590787063521,1.5445050796395647,1.2715133166994292,3.347375569783271,2,5.757347428600466,39.91232562220553,2,8.217320588961138,0.6392021290270644,1381.0466715810076,6.6527324455608605,5.973915384990343,[1.74567911]
0,3,2,2,1,1,73.09380215172132,71.81186684002853,16.545616097957794,20.505917158173908,3.1316766044685096,6.9859541722125496,6.021876528575933,46.94540087077791,3.6388880249681677,3.770425510445999,22.176081807316564,1,5.117179473571177,12.701324206285832,2,2.896585522929959,0.8654327734324768,637.5353443065208,805.4023776509382,5.774724526728217,[1.59803591]
1,6,0,4,6,3,109.1995194403556,36.18791338646922,19.87732894177644,162.3105539788619,27.426246168576245,24.12685767000904,1.3964393999960487,60.42206241346338,6.23300523819068,0.49883945396478724,4.4639934392174725,0,4.0236714404661145,44.18293769103665,4,5.256684213121287,0.04085252078377425,1318.7547807433045,344.1952946409951,4.184522832508805,[1.64256187]
20,1,0,5,6,3,102.60770172320834,11.801175618194707,3.943192661229252,175.15922495903246,8.773677167111755,1.5058087008237802,0.08356202869878732,79.97261890039576,5.475515675507495,0.1244154693503837,25.007713065022987,0,1.0533868184630737,23.61024403219986,1,4.928919833896984,1.3436122016339436,3597.5294109128085,137.31904914261239,4.809332709935083,[2.18286487]
8,1,2,2,7,3,15.732073075035778,12.087402577174252,24.07569442171779,152.1073461180182,29.34174628996983,14.831704097441364,11.154577270751089,37.01618025284434,0.8058315557112468,1.1296581241047263,9.673953980266127,0,4.906083748011029,39.32319508281926,0,9.938122688474948,0.12991216766166355,398.38408136183625,902.3368208055182,5.83927853650576,[1.78562145]
11,0,0,2,4,2,14.388426646685257,16.432563345183738,15.374267467174795,68.96804857482647,20.584986338638544,12.805732465746768,2.957755747629776,71.64453975456009,4.285312900580112,0.10739382627838556,11.40926938460278,0,4.444916917788204,27.950302513379043,3,8.64427526541024,1.3193803533095114,1159.2799765862605,274.38470477574106,1.0338367292232975,[1.77594168]
1,8,2,1,2,2,110.47327139803409,6.476355071437822,29.17095124308485,15.75730656790369,17.030552803461646,6.86345041957088,7.258632866872669,33.17272311953527,2.700788988992414,1.6543542022221698,31.25361679146021,0,4.2086356036526205,37.61377915358654,3,2.174944326880899,1.276819180478504,274.8260647773113,558.5868113864757,1.683388186136326,[1.7505288]
6,6,1,3,1,3,74.22823184795156,1.2790020475346195,19.378894165458693,193.7128599117934,34.389428772628,27.75616157798458,5.175548927449338,67.95464372929727,6.479052510882075,1.6533162859484891,11.429165456194125,2,4.718153528792737,10.891330378857331,3,4.768434141899464,0.02213676235913995,709.4152791182491,300.0164913702051,2.142893151069826,[1.88624823]
0,4,1,5,4,2,39.91900432328116,74.87759036444896,15.525530685276449,141.32753618298915,23.826005624117492,18.26916863288368,8.058101594997035,83.57660520768495,3.4553959330924613,0.4335645460999868,5.74937591121522,0,6.049811221359131,29.797116421077053,0,5.968523350868082,0.07396060390649628,2365.017794521359,201.21323701336678,5.623177801258691,[1.82337762]
10,5,2,2,6,2,76.07019499673272,2.8017199081047197,24.348553793602065,191.4638317048382,32.657758711542456,12.049155702582901,7.484838080237581,72.84208029385553,5.649535121374789,0.748207140400766,8.174021561763052,0,3.022559744367659,46.13815634748319,3,4.645774235916323,0.5127610714390459,1200.2206868856053,306.42707496997264,8.468458058759662,[1.74087932]
3,4,3,1,1,2,66.73479222408739,26.410695824898024,23.741924402467866,69.07695394180772,0.33057211792523655,3.093106230953337,2.42701363128676,33.115862574287206,4.833461288385574,1.5550104365059483,6.624854296703974,1,4.001538670740295,52.61202133039226,4,1.984882244666478,0.7475232801693823,1585.881056473566,425.50161691973767,1.1303062156094597,[1.74991193]
16,8,2,1,1,3,92.46763317615336,34.48744635133946,4.0403449125643585,186.7574390033622,28.363817539075406,9.917399236531669,5.417193753698549,53.44299341299393,-0.6382327137235813,1.5915379628564326,18.091270554437955,1,0.7270489260633556,12.488321619307719,3,8.181524933348589,0.4585372947184671,902.7744639426412,716.9726862696449,4.210808006640739,[1.81437827]
23,10,1,6,0,2,63.534429234393755,33.4484459959175,20.694208367089598,156.2131424559915,17.840704822464996,2.9097183308881664,0.5712986794555281,35.66821862448464,3.819412695352784,0.42271422484410187,8.743141433540396,0,6.9994220179286675,14.872855370157723,2,6.420433394552456,0.29677363080815955,1215.1041515124843,469.58435795548024,8.805050069504208,[1.78647051]
7,10,0,5,3,0,96.62777848055572,67.44686864313022,27.817487680197356,156.35703989314808,7.970787238190989,2.1825174761366015,0.2603228259519752,8.496883800023358,4.11717288899901,2.4867278029041016,7.511507328263541,0,10.403748154622699,40.657208598733824,1,9.928316587406881,0.8303196084608181,2257.320390083205,530.0793328543166,6.632623013090212,[1.63014982]
16,5,2,2,1,3,96.86035115758433,38.95734307332561,16.445263347347616,118.3169515483248,20.49865894130319,9.77281878964915,4.872201269631007,16.87396034204133,5.671993831942715,0.7050145384623121,14.889667367107126,2,1.4685833476931833,14.939189623601953,1,4.807581982113744,0.17638927942325716,3244.595613297585,287.0229836000514,3.110139234230618,[1.62733995]
16,3,1,1,0,2,105.9811289544367,36.70943923082052,7.591036169791604,74.3631401010445,0.580477580121844,2.008778595790885,6.826210287424012,51.55994797369704,4.482208620156912,3.1391501129039847,6.401426473906837,1,0.07583633362353603,12.388051782014431,2,10.979157316430339,1.4026514738661435,1800.7978295143835,49.42920484953306,6.126412869106052,[1.81396429]
3,7,1,3,3,0,36.78607002509909,1.52471333839655,6.899006428980881,14.550068020502522,33.16631215766103,10.70692858024749,0.0517644920090983,82.85612258330566,0.8433286781968827,0.20528123240912377,22.653100654489013,0,2.906841279544557,31.091173840527755,0,8.25968948086523,0.6725220301371702,1526.4967946914578,304.19302716983697,7.707812417254304,[1.73131648]
12,0,0,6,7,2,14.026604787948296,24.614370846935447,7.357820149316277,169.15198452025328,17.79875791231095,2.455575261194472,0.13871721728101652,77.90388712849384,2.395801710159117,1.8368877802412975,17.446271762744576,0,0.855234294895958,15.985405206828208,4,6.650763991496467,1.4285370830107895,3042.605461032123,912.0949748377561,5.73300366899281,[1.76550078]
9,1,2,3,6,2,93.2458049224687,57.376833524342906,12.524880208157883,6.156160787347617,22.093995770051787,27.2957935692373,0.060466459985097504,80.3805090111129,-0.686252712235442,1.8103951758627783,1.2785332631661124,0,8.28424434812603,3.6003521465765207,0,12.031833361722722,0.052321362572180646,3872.562722311411,757.6536300182337,5.187468246710131,[1.94334635]
14,9,1,1,3,2,11.606210676056227,38.50813400322232,28.382575426499944,210.94208642333754,29.082592083179474,31.01447531769553,1.127380581630199,10.966403370822386,3.254385880413728,0.9764519507930624,3.536152469211074,2,2.6759040213813887,44.429350984520845,1,6.956731198794341,1.1586953931234554,1383.9140742818165,517.1524023411938,9.361168466133767,[1.78234892]
10,3,1,4,0,0,40.92521537123014,42.425340111843255,7.714496047342568,170.46711768413402,32.18455531908766,7.044267371997115,9.051298954471534,59.91808734778711,0.8926354002407122,0.06191742155624254,12.622299679361907,1,0.23322762655075574,32.31008382018925,3,11.00500033131237,1.381284576275168,515.5727720538921,566.8137106666167,1.6458788646308942,[1.61370869]
8,0,1,3,7,0,28.555936800809036,30.98902556307766,5.604163421315008,166.2581869404446,29.831844520771092,12.41516263251399,3.911598642796895,44.6849399320241,5.653502700899995,0.6919433274353617,23.733950838325885,2,2.387832733379284,24.088158258010694,0,11.018785952699146,0.061738083394218636,133.47644955494678,689.5921529228239,9.159949162160428,[1.83249557]
23,7,3,7,5,1,73.27439442239968,38.72267557004201,13.873867827854822,-0.4696419957466006,0.7651290595813091,2.1668669516459045,10.320712777758805,59.605011755009336,2.4600077143177423,1.5202801232749628,16.441413503785967,0,2.2852881596065924,30.964952083625356,2,9.630574529205646,0.5858044030591596,1234.9373407143685,351.6926585787927,7.4913533490848465,[1.82180303]
15,6,0,4,0,0,85.87369286855014,19.02919490613355,19.784068280249873,169.9735119554973,21.229692332699674,4.926549619293438,3.424844895556498,11.114027170451413,0.6142412429568753,0.4725405916166089,2.9239409520690645,1,0.7726253379666047,17.30361850094015,3,4.660011210048909,0.5210976661666689,741.2279256166192,613.3813898797524,1.34298151277365,[1.77683377]
13,2,3,2,6,1,24.044584105540174,31.992402087472193,14.749286422342076,166.9453319686911,35.14983210499774,30.972883847433888,11.242217366392834,7.033800604230346,2.3750107222025796,1.2559492733209394,9.121744942043147,2,3.2210003085672514,34.65434324070358,1,8.139962554106146,0.9472575835161019,1189.9393348476747,371.26433291623493,0.3386381933945497,[1.7994713]
20,2,3,1,4,2,38.289676220143654,27.72158574387932,8.542643053967238,127.10096164385507,9.028521270839844,30.183586977665822,0.15535826995779461,0.11415562450843339,4.194381305640379,1.3488603321263568,7.780538868972999,1,0.12753692449963513,8.465711372850627,0,3.178408864355482,0.7234875299021557,95.89802051529362,336.05543848656714,5.9517095335923065,[1.84373046]
9,3,0,4,0,1,61.776109359915644,1.5636875245504318,13.212720161151879,50.329471761178645,0.7742821841109057,5.434895296023088,6.494847842039571,63.15976559281087,4.4887405752707785,2.4000813308330926,2.2886327102877226,1,5.3092828038049396,29.107314512732362,0,2.0656940051489694,0.42289190820511713,424.37856766621854,592.7004771324479,7.369904099588621,[1.97821981]
9,0,1,1,2,2,53.684883977470975,1.307624251413027,15.25228200683679,1.5462907835618998,1.9379942412735347,22.159885202727413,1.925685111104523,70.26441235035819,3.5885652053302817,2.859599192454936,16.188083078750378,0,8.351649341632863,11.532035557563178,0,11.65858168867739,0.034016238805403734,3549.531545049386,252.4548569917544,4.168985540090244,[1.76204307]
12,0,2,5,0,0,44.12727476818443,51.46163040677202,11.697266979558746,217.4899783192647,11.236258431999218,0.6450088981877355,7.019910635122984,4.480646714585571,5.47348337364479,0.9145498294418264,13.83978774013201,0,3.050903215634952,30.133144622225036,4,6.958829289263653,0.06315148559125491,679.847700216747,462.8628062282779,3.5048152737033456,[1.8026381]
10,5,1,4,1,0,92.29383748637089,41.335479593022605,5.393330145783499,233.91871445182994,17.506644315159456,2.5700863897989064,0.23892656568326828,22.408125516565377,5.879427387827657,0.782791650357296,9.032878953500184,1,6.682989746670372,34.30778593340676,4,1.0885347713643108,1.0177068222251138,2169.232967884742,618.4435478310576,5.888712110352151,[1.80323496]
7,0,1,0,2,0,47.4978029081605,6.803724391495606,1.622059074807936,227.9067189253776,6.301464654558484,24.15304997000479,0.0014466340407981448,21.61768656436862,0.6723697665105197,2.138304349113406,8.443840983847018,2,6.332554114277198,19.682032480526182,4,6.76655431198055,0.8266910076198106,1356.5929819427733,883.6759614000023,4.351147082723595,[1.69294358]
19,0,2,2,1,0,99.68058368097454,35.9035691214328,28.963394492800152,123.05497324190429,16.47942007642839,8.102163482638117,0.6906182116467385,18.026400283969526,4.019565610384117,0.37806906333127066,16.613850484580453,2,1.600765854267882,14.174022034882382,3,5.708920112024546,0.4178847919200428,463.62388772036354,741.45011339492,7.947651292960667,[1.71276261]
19,2,3,4,5,1,12.476326728630617,36.12987112464645,0.9187266062332405,231.49726178964215,32.82073677469678,17.241294478082345,3.3931119280686084,18.865253508871437,5.782803051601356,0.6521053614729708,27.881708002547978,0,4.267528754447038,21.112065878953565,0,3.8680865593968665,0.04944892587861353,1417.069998644588,575.1878990964153,9.060967177189001,[1.8041736]
17,5,0,2,5,3,48.531005752683164,11.613791880964921,0.11807684372719618,23.614846605045393,32.31786165868818,1.3916038664844739,6.275182308367537,54.27901505449767,1.3279848720111622,1.888251855182504,3.5609326931329597,1,1.3057098927900044,36.870141970828314,1,4.016281883652675,0.6849911094086041,249.7298698468112,95.39552477979652,4.80787484698825,[2.06397869]
16,1,1,1,2,2,32.741037605046344,42.43801902597198,1.7484129678175426,178.46804258713686,25.77029314251468,21.638084080128372,3.948379081192124,41.720649806444825,2.636810980572743,1.1735746284484745,11.249680862568196,1,6.4895394786657485,51.027267641829226,4,8.170549346580358,1.3605152030215548,909.7088560774507,31.334784719105222,1.4358998510774228,[1.71631831]
