Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),NH3-N loss (%)
35,9,4,9,1,4,103.36026661668305,60.29859484112984,26.476131962456257,116.69660193490252,30.95832954507015,13.553516094379127,8.035779758359842,77.21193812841139,1.5945810087666819,3.174793717252,9.301777512446364,1,7.215218635260731,51.85066136283604,1,3.1216793547157793,1.9060688673288928,2891.718446557361,59.64925277016394,5.1639945123470925,[32.005642]
5,3,1,0,11,4,18.511838973007137,62.73754724178967,8.775463087346509,66.55695015284043,24.77759973857339,9.0172090782912,0.4031514220931065,71.17944401150295,12.096898682000218,2.1851915669299493,12.545193798093834,1,8.747954417872233,3.7537494707276036,1,3.7079530494939825,0.17708628067331622,1771.2484007071666,559.3220874415844,0.4676915188680243,[28.225368]
22,10,3,1,12,4,62.92535402764893,57.05251452642491,57.434978000702586,163.4938841584965,21.7591703111398,13.83983570413687,0.9141633959509333,78.43339591926747,3.090464961004418,1.4152800173277047,15.612424806494404,2,0.8117417049664466,1.3661474749275,1,6.762813351644753,1.385511731746815,35.61593470923309,187.24706327453313,3.9597630350293067,[26.627945]
34,4,4,7,0,4,94.81121269461588,61.42248645802504,30.805130244955954,76.65631344781637,26.216844879040416,35.929875757060465,4.925972045541504,63.55275634987561,14.927540013082346,2.199545692541348,37.71113263890742,0,9.069289345192612,17.584221168211737,2,5.877065673204011,2.032664967660688,3004.6118114888886,194.85026173222153,2.445387200539421,[30.67935]
16,5,1,5,2,4,67.6626379147713,49.84062788144967,10.021405232939541,81.9064685317561,31.099587013713865,28.415067374806835,9.861012341056142,77.34313342274693,3.628019303442316,4.1593013365955525,19.422167055497614,2,9.141963661591257,28.707277531438947,2,2.634995280587469,1.627747089162635,3183.5902106402727,320.92578879942454,1.8280401578586467,[30.223059]
34,6,1,4,0,4,91.10313530675164,14.882891266001195,24.520292563142807,86.65211891869184,36.55501293502582,35.275291703689255,11.220241383961323,48.25629630723437,2.3852250531994517,3.3137551131208047,0.5627333265626092,0,9.043304812008904,44.3674955831844,0,1.1136761062099614,1.114565403590738,1350.8195893212676,332.5882380843358,1.9851706168498433,[29.764872]
34,2,5,9,4,4,72.21993686213342,62.04478924163953,16.46253343348326,127.21611044503902,13.001595137609572,24.323147086157974,1.0580148910833027,59.57669793230392,-0.48335807484300297,3.9174709127900553,17.263826358584073,0,9.103705062782907,54.3702593035755,1,5.5825119362423266,1.3818916684281848,597.0309295523884,664.7068210333293,6.969181496672651,[32.50543]
18,7,1,6,5,4,98.20423405468189,30.07060087491585,1.4626250555143754,150.0710028052087,22.10280809638147,18.642998088309945,7.4600775135457145,51.48218974250552,9.70180432264732,1.837651636019518,34.649356514670146,2,9.012008545724264,2.786030584963402,0,1.9348464257637594,0.4283364234127611,2466.7580806084993,681.143144315333,5.616082695147453,[29.74632]
15,15,5,5,12,4,32.4208178844319,35.27149801801535,0.07873407333826732,16.64533180409683,28.547795615035376,0.28341476374554525,1.049842539619922,70.42663693396058,6.078801503197125,4.281503363479251,9.454674246532173,0,9.08216439603926,3.9357516509713943,0,2.336580658403202,1.685108874542257,256.7908493988683,298.03304549558163,3.66965091368163,[30.9556]
37,9,3,1,5,4,40.89329214126916,22.839565205952635,31.228682242552743,3.577554741521187,7.013630297573528,30.250210450958686,9.342236632564447,63.87746494717947,16.082558670058116,1.3911724037312458,16.842197050489116,2,8.900423026259485,33.64287219655036,1,6.066582728126531,1.6271172096747166,2084.144455629676,235.52959777631443,4.1841145166813005,[30.511349]
28,8,4,8,3,4,90.26796436805887,7.291420814366527,7.8183609477430975,103.68738680958707,3.5013537412129585,19.867427827053145,4.963969792010756,71.85244537026459,0.025229182568151653,1.8431486360472888,35.29263392055654,2,8.877677085317398,17.059981739977516,2,0.026064154465384837,1.304478000196605,3467.212113919432,418.08118709015207,7.433116874594911,[32.77831]
22,3,3,5,9,4,98.06983573677283,12.550651683003325,28.748870180294634,175.53529776883227,16.367816042159443,30.57841621090883,9.596084866716975,75.17575084493917,10.35050302374011,1.6678233769680708,4.9870654318886425,1,5.221828119404993,10.899249887510122,0,8.99604911863602,0.302145302202678,1817.6755903933506,604.7298546266585,6.543610759849669,[27.453318]
40,9,3,4,13,4,18.253920648658895,64.30605380042664,30.892369886458,163.67205526708148,14.989431914680889,26.51703776965155,1.0491021177142923,80.79502788746416,3.3920624050344044,1.6942276877432496,18.539585016888765,1,4.551354032087086,10.046919820766359,0,2.274582322161936,1.1687545090486915,2200.733489549982,222.35991381894357,8.706649088425527,[26.560293]
32,3,4,2,10,4,90.91214613966075,39.388994392901914,44.2124921894257,118.14667304436811,24.740963174355368,15.620428793966283,8.336070191747108,80.30670347827322,1.163799726072456,0.4596435044490774,26.521666543817183,2,8.861826229124302,4.338757564371542,1,12.632727492265495,1.567281270139865,3721.8387244262144,357.2683746823216,7.960241071234178,[29.229763]
13,14,3,3,6,4,34.60959714686631,29.213250665587026,-0.7083728295128108,203.84581435006626,13.251109038708702,8.668858340029614,3.3970038624487775,80.5011560362486,3.9292024831161356,1.95525091612028,14.398488813703672,1,3.590673255538298,49.794512643624195,1,10.752970959697159,1.5269145505356412,386.9786840109566,326.7440252438991,0.33358261678864176,[25.695595]
40,14,1,2,6,4,39.74271600946775,28.31853878615912,27.180415411207154,225.1837018749405,18.50633250320286,28.723748780342266,0.6558354747833206,61.332253385638126,12.021900965335396,2.0731412689344086,29.28168583946925,1,4.106138573758992,35.69693455023554,1,8.696129971561772,0.08613406044845835,1080.5555448270313,221.32277786502328,5.38593199979964,[25.368189]
9,4,4,4,8,4,96.32548087400977,29.86093821015679,37.28865789292761,172.39830454425862,3.733718812001648,27.74472619826051,6.772881907521126,80.6911127927127,1.6291520099189127,0.127607843424899,7.2245871960613,0,4.479615176923811,23.421188637478007,2,3.9853946349017497,1.1640183482350475,3847.442150041512,535.2908194332844,7.0412788879243955,[29.475098]
30,11,4,8,1,4,3.9968389107493962,8.077080299124953,59.3670392813881,110.837143696261,8.63319034609824,7.470508454328685,9.218698002973712,60.78131577698766,-0.23694302325706396,2.1429350284837843,24.09532151765304,2,1.556915575102752,13.629191188554655,1,5.646315784195022,0.7157158967674652,490.1702676086458,243.91187137171414,9.286921374814614,[27.248672]
20,11,0,8,0,4,81.67116807133007,27.26688896211841,-0.8406780464250436,226.90171507196587,16.721369256527748,25.270863451202423,8.964432600616364,68.85992710438923,1.6587142151741523,3.5960471708347423,23.222075203258424,1,9.071590939466846,17.813957030837503,0,1.9738635024274298,0.8980860706648184,2041.6695145608023,184.02337975046856,5.948670644726707,[31.466684]
4,7,1,7,9,4,57.59833752987791,60.60876024705668,9.7758651361536,152.5045067756667,0.0485381677593949,33.2943358092096,5.959727676828463,74.88540383813452,16.031147840302882,2.4986456219409967,20.494961079954386,2,8.583937395885508,9.361468780081088,0,10.36534465505734,0.31451797444365126,807.4303575762159,419.5166093372793,1.229058587244904,[26.283428]
32,11,1,5,3,4,44.85526530352904,65.44461866934766,43.478717465812196,48.52239511748629,29.81099436813948,11.92515246788943,2.7529727087801397,50.02111932584412,8.255128620743935,2.100112771272354,15.734450860292933,2,9.091602257640329,5.128449270114014,1,1.905889964675779,1.6251793902933298,3428.5833412964084,400.1918839176376,0.5605902207519237,[28.5181]
31,5,4,9,4,4,104.68520748781403,37.978582520160444,52.43539299566966,71.30967278374752,16.949127237500715,31.522482218693423,0.8567530820034073,80.7899289485133,4.217528948406392,3.6089722604946197,8.056316363334219,1,5.011239202188685,30.82675599516821,0,2.2397042961881684,1.2862682592046406,306.7256386345601,438.3261216790213,5.49043277003865,[30.520721]
10,6,0,1,0,4,62.9131646674433,51.79798121482179,49.24360845931741,175.98086290557822,19.034574810444962,27.62673569793731,8.704088078656524,54.08075722374483,14.956800083563383,4.261844252068206,17.92089794558872,2,9.183989046503664,17.02810591468704,1,14.508477231980965,2.124731878644677,2182.2505668734666,490.3635290876569,8.013466204155977,[27.892136]
12,8,5,6,4,4,88.50272928672545,8.792617751896143,32.50262178364712,11.184686264789233,14.278836497272586,26.416378888851117,7.816754785041307,79.26948660580344,0.5333548503874495,0.9046412672848145,22.13416703376677,1,8.601786703911284,16.188756979543466,4,1.783158056600318,0.5044858727312377,2922.8210909562604,461.23117919561474,4.927032597987848,[30.93812]
29,9,3,0,1,4,98.56539458250593,4.314509051760607,57.60633054644496,54.45151121168655,29.999036584566966,14.447769909167421,0.8810380076401202,78.64433227262963,-0.7251564099115334,1.5357381292156471,5.667129889190259,0,2.9495036883280434,38.89646269828813,2,4.310030819994529,1.7041309750642153,2162.214103232095,601.9877035842849,0.20225786472928645,[27.989777]
31,3,5,3,8,4,65.3352929206107,62.32739774617921,12.09889263211455,217.17452958847855,27.837095454794763,16.383570179411922,8.4473999832766,77.00462418761697,17.245096436938024,3.8844838133103012,11.111552878864329,2,0.25901113458284947,25.17961105363361,1,9.99984168814547,1.7800998192893913,407.86208377805497,639.3172459855015,0.6042238516997475,[25.249075]
38,1,0,4,11,4,106.84566571302514,35.11859321980318,22.938170668132077,112.22444453658699,7.768569804194346,15.484761010691983,8.896132251603328,69.17687378743476,15.370779433796795,2.7626505179935497,15.323581271739494,1,8.995653326692336,13.150157309619352,4,7.12239841385815,0.23437305890033122,2950.332417960767,498.66376312367674,2.321098275805619,[31.799202]
12,3,1,9,4,4,85.9072293657816,67.4396692821238,29.380834082061064,46.04732808080896,35.378544713698304,16.20595235179567,1.2056178806573168,78.08499213542106,15.965721781940932,3.5715190468564595,6.190471937498576,0,9.060722187382073,52.287021759843434,3,12.74845665900216,0.7723119629393832,2421.622586752318,558.4943364292458,8.109931879503167,[30.061817]
6,6,5,3,11,4,110.9983360192361,29.852238745228515,36.01381524809061,80.17099192288175,4.5047143373346055,35.72122843765299,3.4889240844151397,80.7962764291421,13.002008651673854,4.153363459902932,26.74465000299306,0,7.820854187426494,17.282672651554442,2,8.039011176277498,1.2949680557438872,2878.2127524138787,671.1879722328064,3.8285864839295454,[28.702263]
18,7,5,4,0,4,71.60291166388483,49.82863799924559,40.30793240531303,153.41508201150714,4.602520769502603,37.33648704020699,7.655053341034755,17.30609568487593,1.1149276190582507,1.952392731191613,32.39493144462747,1,8.964745561991524,51.40494345244244,0,3.2383391462282334,0.5290735427828286,3157.5644757765644,628.0100068385324,3.696092166052975,[27.672224]
10,5,5,9,7,4,43.838190165078004,3.5084609908916953,54.34879564196161,141.59874235006484,18.735538184812,3.393953195696751,8.464347238477913,63.918251272821486,11.35038119598065,3.551998645123003,40.59823967330124,1,8.86262410636677,36.18107529028419,0,7.6350425879539685,2.095837153041504,1978.640592995874,4.2283124765517455,3.6622812963108338,[26.119362]
36,11,1,7,1,4,104.75281083595341,21.254447544395,50.23856101951434,7.966571894499088,30.601110381723228,28.86744901372573,6.01590037817617,74.47386733060456,7.1881316689886265,0.9113449522348066,26.864238507407777,2,2.8698660090202672,3.44357543997156,2,13.672075055208746,0.1322326083401495,3521.3053412610147,680.5460906697025,7.662815866021646,[26.715363]
4,16,0,3,8,4,4.863886540280811,24.51518861466141,57.734326069231535,65.05635481796679,12.792444320506865,37.439466567426415,3.3403768396884423,56.689230342794225,9.834022556778871,2.557141841488865,11.66092770248317,1,8.523689642492874,48.75577231885636,3,2.1360817499537634,0.45805192242261605,246.66886637561726,92.5415091901149,6.688356425752726,[27.498451]
21,1,5,1,1,4,67.26375848440962,0.0900015208180861,40.687780962095964,9.317962411384553,36.77445360193243,35.05032656495921,0.14383923581579292,66.40320469429828,17.41902071646525,0.6901495283320042,18.405630225366075,0,6.226735880416146,55.02055388041305,4,2.1870500532345343,0.6938675402096661,1275.1470845311233,32.41351796291259,2.771978216154532,[26.133337]
36,1,2,9,4,4,9.084400704006425,65.51050951500795,18.727182525425157,87.1580114051041,32.561676237738205,16.6956570231792,3.1745533547583813,61.48125438725268,13.04986441997243,4.11779711654696,12.298066302998917,2,9.000991551500366,52.33556430799693,1,2.3431286032153675,0.3144762307633189,1739.7523677741153,261.5925728629626,2.186656690844632,[32.126225]
21,13,4,3,6,4,81.69534797095979,29.053035660700832,57.81184819736298,9.509699089807926,33.989184763094265,28.145150062275917,1.6565381230519987,77.69024146730848,1.2316300336715762,3.082828207903042,28.480956737942527,2,1.541737811529444,11.144351812910928,2,2.0465398758224342,0.281237645816246,335.5189005178862,518.8597958792718,2.540498537643508,[27.973696]
15,14,5,4,9,4,10.488597853615413,38.46912219289062,16.80351172217393,10.515654987234862,6.552526055497209,4.030371023403633,0.2593408612163468,71.97117605867193,16.025939018845563,3.902849296500307,40.77168298455416,0,9.016501175344443,31.7602210620843,3,7.632414805938396,0.8144885831992261,3811.029973081838,578.9711656756997,1.3936381779836577,[31.290682]
8,3,4,6,6,4,6.277119081591627,15.214717514767614,5.936653209877317,162.9275791088779,7.897773022307803,16.67135126658381,5.585330622247357,3.7995595147614822,2.649868224836138,4.088344227487097,29.568676817107697,0,9.109858239303623,13.243429896048099,2,1.1582355654916294,0.03861390346637561,3349.2413374139774,579.7843342212193,2.5002339696529257,[27.037014]
17,3,4,9,0,4,44.864831691076425,26.726346867483375,10.076225143567756,28.625035969037963,17.723042491576358,16.075630105594357,2.271395085257653,68.22377280781663,0.41179003285331883,3.309005970744341,15.410226655419285,2,0.9201092286740922,12.107303162273066,2,1.9250309628723061,1.9407173909849105,353.6616722489256,301.65153973506403,3.560646537441859,[27.804245]
29,15,0,3,5,4,91.8355284495702,11.696149493932321,18.062503251800592,115.99154387983045,25.036227013711024,29.62961896988276,5.289434916951278,36.647348391746874,13.121673590034472,1.1909688427133318,24.530123722661582,1,8.924313738966253,26.335195172959285,2,6.80617089983961,0.2999733248467561,3156.7390258548994,40.33336279605221,0.9874170593669881,[27.770979]
27,3,4,7,8,4,59.09231958635358,21.597169533421276,35.30043139709347,192.9804594846152,31.13090942997,27.099494593272258,3.6698461861608904,64.1381086880783,2.512362921721667,1.4470130398075773,19.319518494578382,1,8.918881503475154,44.07824807278753,4,12.933301509334015,0.3139320322819864,682.7095408918068,487.23677944545375,3.4474679000071524,[30.578096]
42,4,1,6,9,4,106.61760914167405,66.30595972392555,10.177590602636629,175.8692952043414,3.1337166416544457,0.6615286735407773,4.299170609736993,74.42094439301945,1.6534195662057,3.572640429685682,22.12280125411137,2,6.406556613532059,55.20466501864745,2,6.654378791738232,0.048603216669912123,1970.507617680785,385.9594446186987,7.335266621743358,[32.73952]
15,6,1,8,5,4,95.58645666240466,1.2543764729461593,0.42049060160826635,123.0174166068181,8.926601076224856,20.93737530882415,4.2929059661838895,69.23553941672968,8.696814274371283,1.228067796042915,41.09408522411563,2,8.459106529406334,4.8615355294070595,2,5.641750752840256,0.8732601031322194,640.1510968377119,403.1805171620849,7.636380730319629,[25.908356]
9,7,2,7,10,4,41.547333709732875,54.67480246139166,57.25964669504544,71.11692070742173,6.908969149407317,6.799915830319409,2.01740344964528,59.510420812834376,7.58689517154316,2.404313423931614,15.602983590108126,2,8.86491182744653,44.11877169872575,4,8.1243997897732,1.1021514081831347,2842.613904766317,117.69091169831509,2.53736606201305,[27.817854]
18,7,1,4,5,4,88.62352534420762,16.73954887844268,24.222214207069403,96.58553320064087,35.66090148059962,23.34890355925223,10.268446868959808,76.05229289709358,8.812430250287422,0.9624861692244543,20.4630519386142,0,5.727054671325573,12.394725502858178,2,5.030455656122906,1.5381439208199748,1201.8212399728152,210.66914645517994,6.090526308025146,[27.465034]
15,0,2,9,12,4,41.65005164555824,61.14368251094089,45.127958410820064,178.77522431071978,7.135681825349479,10.318416596893092,4.895272170831683,62.61361445643512,15.784872143933317,3.6103152516021755,37.32302084718081,1,2.0674156614909425,49.694382971776214,3,5.654031501566864,0.2762856879788951,848.7788354370566,488.8055679787258,6.14852353309034,[24.85359]
14,7,3,2,6,4,69.44521004068358,15.914741524544667,4.214347232648395,-0.2967934554242023,27.3103073718745,7.438239589928104,0.023295164361022275,69.40520217321452,7.53628096150535,2.39197552569623,20.5887237704883,2,3.02219348355258,44.390221411322834,2,6.891538745414361,0.8620735683447407,577.1863266810888,313.5550893701721,5.440767998650742,[26.596554]
18,13,1,9,11,4,56.09309235592309,63.37445407307392,40.982151864516666,82.50609228486196,14.06601931732128,18.06855791237135,0.0029123680856171785,32.608342261145665,13.95976753994698,2.1570717319122323,24.330154958046386,1,8.931888539547819,23.315317187090756,4,0.538684010462412,1.903166114506496,2451.996080055734,580.3763324438816,4.683904011945594,[25.850874]
0,13,4,7,0,4,24.22729147443402,66.34009126375608,42.10753783091306,63.55993111494488,7.3814695566078115,12.475875054250826,6.215605416650944,55.78499740680369,1.2037970643148586,2.083698832051555,13.554408658202304,2,9.087339671991387,42.553500817804675,3,11.026357181615898,0.7371065946539663,1527.0272024697413,39.72763476675052,8.914134514688957,[29.484442]
16,4,3,0,12,4,110.0718316882576,1.7717662731505976,53.532754730393755,198.64445301983773,17.791115097944445,33.13647604570705,0.833362578087975,80.35945491567288,1.7811284661346063,0.22203458338523535,18.608799800237488,0,7.718428708850886,42.95986852420021,1,3.204263803939439,1.1023138910515877,3081.49668406077,586.2404505923026,9.077633104571632,[29.661713]
22,0,0,2,0,4,76.23109529011658,57.657799052883746,3.5239819373757255,76.80062661753554,34.44376369139975,8.573410786434614,8.800854312942668,30.006094678012786,4.597683248684386,2.1680194298173623,29.38299383163295,0,9.163448965625875,4.246870520043606,0,2.148368614426926,0.9776632319622827,2688.9449354700023,509.1647407400247,8.31012939422101,[25.668636]
10,14,3,0,13,4,107.64942958957029,20.17013535776364,44.96949680916792,121.46424269763715,12.977552679626976,15.001010033135822,7.0975073146587615,72.33245129052027,3.3331057088731653,3.2339059445235296,18.966305354880923,2,5.574733698999488,53.281533274694674,3,3.4371908403463087,0.32536626068037977,3606.71102470963,195.27860787920542,2.7917976554354356,[31.367678]
42,7,4,4,3,4,16.37600546219093,58.91307780913791,47.680816805507696,144.61768452640288,22.119282438176487,3.6731850729141096,5.7066504632185815,68.70116352104733,10.619651361198576,3.5642438085792802,23.380772063843363,1,4.964412767798864,44.45627191817201,4,4.00965486369639,0.09727070089785682,1130.051651678267,383.92258617316037,8.479755477809523,[26.861383]
22,2,1,7,1,4,22.817267850173977,59.18259321848403,41.30416501344483,233.41437002077822,13.344111183504031,30.267257354645455,4.307809247142995,59.48103636372834,1.6666740241754119,2.2153706745267945,31.898890518231788,0,2.2424338911008834,3.567711935357866,1,2.744439549567258,0.8426345524265664,2287.780750196628,200.89491369386147,3.1759440737345974,[26.513174]
0,16,5,6,4,4,41.827622943572656,50.36936834254724,46.39843450990542,70.44111640594049,25.125666706910156,7.745598037597692,4.216284563249495,61.03394964851135,13.29177157948211,0.01030885188887714,30.12710018559971,1,0.9612253558295697,44.023307559375205,1,7.413333208657931,0.22268740488921532,3083.54289197183,357.6357131924982,4.798355524782286,[26.563473]
36,5,5,0,10,4,20.568613171322802,33.76324792635808,48.201227952856925,222.9202529622179,20.875143008030435,3.25147390603068,6.112084392949822,57.52032155086849,1.6683509225844602,2.0162113129588897,35.56234492439911,1,3.3286288581191803,44.95144389423285,3,2.984876722767609,0.1013477477121229,3417.3970518665365,603.90439812141,1.686883943314321,[26.438986]
39,15,3,3,12,4,67.05529213991736,45.65600451233718,46.843980836647646,146.04453682352477,24.954012475814,30.122952675985886,0.4072596852114517,67.60800120268883,5.451348751166005,3.9404339640866377,3.8442947832858128,2,8.122477313219065,18.78280319449837,3,1.998393306235589,0.8765888457467751,1134.1593721750323,234.39217047119018,0.4889206289888598,[25.701134]
