Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),NH3-N loss (%)
25,0,2,0,11,4,97.51206580167526,61.48750507356218,33.704831033006954,150.42555234777893,35.11082047755852,18.949833043139375,10.474103077148136,76.0072038264418,12.076201893267005,2.0962671752001474,15.035124709443833,2,8.835768225469213,0.7194632820159619,0,9.427024107482925,1.015499939558862,3211.2784795080115,626.6003325769267,4.609898957836848,[30.667696]
8,4,0,8,10,4,103.90782856530231,23.59004427631422,11.837231585587457,223.1847225227403,35.62938089974283,35.1308502799499,11.158960144444258,62.15797867782287,5.427378103834604,1.1688063222855145,32.3386159142941,0,6.482337141424143,50.44582572402678,0,11.523124496268583,1.7915211417028405,3781.8628756185203,668.2150362736675,8.52564485786397,[25.571415]
16,11,2,8,1,4,21.790381269345048,22.557378118873206,19.260625584506744,213.7279697846638,1.1188817498382786,8.542967916733229,2.660353362104215,56.05853226310461,6.8788223490521645,1.5500535085859124,43.8250047965798,1,9.10092247307495,49.25187615757732,4,12.97613706247661,0.22298012090010644,2933.5216444285734,404.06649211517964,5.59794192321318,[30.944277]
36,2,3,9,11,4,99.40879706037208,29.037323433055935,24.492482515975563,120.4754397295284,34.56245512383336,6.592408952074294,8.376463425984811,3.6842063065310526,9.098240850125586,3.9930223722630225,31.61733724703688,1,9.161750795291834,32.49594126595857,0,11.216243983812372,1.2149821072294669,20.990655976887787,628.2163597780886,8.71877053496358,[27.309912]
3,16,1,1,6,4,104.82662534896924,28.774101096709913,41.02751628635565,194.25827879151603,9.234536624760272,29.66564245299729,6.892500596796691,57.10640095804443,13.648035794751335,1.0139069511757641,37.77545448093203,2,3.93013599665034,52.025564795068355,4,7.829917907078523,1.8276423215762174,3802.1837647379784,256.30787618431253,2.7262050141315797,[26.073196]
33,16,2,6,6,4,111.13703862601645,56.79654436062686,35.11925580033302,60.365526268423366,20.616781320803568,32.491508759837245,10.27748527077795,67.93779540028183,5.411611348230608,4.2736285564075605,34.639152209261695,0,7.397539183218587,21.499827649572484,3,13.869341356276443,0.14585049584394702,2963.376881961235,419.96105042416036,6.995833970658409,[26.376894]
33,9,2,3,13,4,59.61980076133587,40.065448725974555,33.889838942750835,200.88597503815654,31.732286500006193,8.74670059591837,2.5163724713104534,66.74416494279214,11.039240251993125,2.3644316857775016,2.365701341621908,2,9.029315877506377,49.265681805644334,0,13.393792941569208,2.023353187201347,3299.5533436019587,704.4168148035433,3.0472400292695454,[29.37349]
20,10,0,8,4,4,108.52748600590294,64.71051708922359,41.79486795134196,56.399953986779664,23.509650119725425,0.878923785015338,5.475057174091152,76.62881990231277,9.714527291429699,2.9275099331309273,5.568570263079516,1,4.272351733011894,50.36769112864392,1,10.440161426993898,1.5871691832255057,801.4622467593244,449.461725261672,0.2976262206546188,[28.651834]
34,9,5,0,13,4,102.8539859494991,-0.08303247975654604,14.935617109261324,170.87948894472055,17.948751330264066,5.893231166969436,5.3941666375010495,69.50219831550073,0.9050499869131023,0.5742111888214129,33.07325851836259,0,2.710629101018812,54.37219907983796,3,7.371952968848095,1.4059798746075372,3784.7071785102576,4.913803507136931,4.109716917266301,[27.427422]
32,3,4,5,1,4,104.55997132756316,6.32378771262619,59.85925056765014,109.72694077897114,17.408389058002296,35.28036449605787,10.444312949678729,50.959463534974915,17.08959990610766,1.7796237148431366,26.184236866057653,2,4.7582859841347815,51.758111910098066,2,1.604601283840676,0.03897447980195621,3658.5453357082324,475.6426275851058,8.871122500962493,[27.40062]
16,14,1,0,8,4,90.77727845710132,46.81530071612795,1.6118516679015076,5.566328634892595,4.952667671657299,23.174813770929184,0.2090973628767437,74.3781257171646,-0.04678164216555214,2.384874206189958,13.915728238320934,0,8.871202221661507,41.93203683948881,1,1.75301978203459,0.8182361207599665,1783.3032908322132,681.0669236439829,4.173290757055885,[30.642624]
16,10,3,4,8,4,108.03351019430463,40.633047610058675,17.263821336177607,19.914315285073627,8.662928843509341,19.460487787507482,2.5268110512203257,76.70445176868515,8.562704666796987,3.0785156307644828,25.652808564754523,0,0.8259461168546579,48.344094627733924,4,13.592130484201604,1.857245570255032,2259.4582210272392,164.35607582427522,5.746395514104728,[29.401398]
5,9,0,7,13,4,101.08049914782426,62.68098362441458,16.174878904189654,117.502782460491,13.347330026713243,33.43929646126759,1.3785075214286666,75.74261479584491,7.831434719754755,3.275334417564611,2.398859286146911,1,3.7296070957884866,0.47462046258712176,3,11.944562164703195,0.6257735732498171,3817.0265784661997,41.93382539226054,7.114948526344673,[27.18682]
27,10,3,0,5,4,95.59742923425074,26.671453782679006,58.060122219548326,13.282770032527937,12.622291902988467,18.052024530842893,9.751911759594627,48.29438724170643,10.213802223845233,1.9082611403871013,21.078629949784826,1,1.7038666887475051,20.44980841577408,3,9.460259498361951,0.925217855492506,1043.0098162731347,11.342685228213941,0.17754842842970395,[24.668364]
10,13,4,6,9,4,45.706817061893666,60.3518198265449,37.68748492397959,74.84473312887522,1.953911735206415,11.770029350260355,3.9478560046874223,71.34374277480758,1.008404950968131,1.414159927153389,9.979274878104595,0,2.5824933593798147,38.494362121802126,4,4.3321928409786175,1.6607942707972143,100.79809522668903,379.09727085111774,6.452830532062613,[25.497265]
39,2,1,2,9,4,91.4003471979846,31.705995382163124,39.584468609394115,134.9915099226219,10.536176128867599,19.17565610164466,9.767251723241591,66.66003517219984,8.744976826967484,1.1769707511965597,31.128020941779237,2,8.531126313453335,49.729409969049,2,8.906272707228291,1.7684206925573696,2862.0517774006526,388.55242124036965,8.369429360592996,[26.692108]
42,13,0,1,5,4,3.4504522611493975,55.627109944926715,47.15591289936742,82.10601041321416,18.715063992519212,27.227502651810898,11.079801499886276,67.65535008836929,17.003956790275968,1.4746762908351838,8.681602766487845,0,8.969441663907336,4.828491640148108,1,7.14505262519682,1.2367330226228521,781.1140391896686,491.0763022479204,8.227436282193409,[29.140951]
34,11,3,1,10,4,102.1657771548997,56.478857083337786,19.631814197356743,30.899587462942876,24.677874795229346,36.78444975721478,4.753989638589727,71.77163275521796,1.1532613432792966,1.6839889445906773,0.6692607959670267,2,7.8394324092691,49.43720599347999,0,6.18198657476909,0.01802528040007241,2385.5583186678277,490.4276489061536,7.531673493698038,[31.635622]
36,8,0,3,4,4,89.49582526374365,20.010429253218653,50.69765533751127,76.93225438976364,12.1455475528309,28.29931473953362,6.6835464119778925,79.812367821876,13.247302007302206,3.3452861201327737,32.39911499228522,0,7.86779510303882,13.631146804479629,3,14.223334345739401,1.715717609212167,3766.0375140878486,582.1265169607135,2.022017518188919,[26.703074]
6,15,1,4,2,4,111.68850134468843,33.75810658661066,26.662888656252747,192.41464593030003,23.887049627061458,8.824618108387694,10.94214954762616,52.8841469414673,7.744934267299477,2.181479577583941,21.500578903176635,2,9.006769258382478,7.652027587146778,2,3.833959709215411,0.24613035549800144,558.2960648474761,212.1867724823797,4.722482212499231,[32.036854]
19,15,2,6,1,4,40.08956990299033,35.75124457932936,52.73735424609821,82.72829854501,32.183573469443395,32.141788851302195,7.176938227532838,60.84650258599836,3.10453106487446,2.161382984511497,2.0727909701050975,2,2.2483569351498653,36.27089500434662,0,2.1276282631960077,0.27186167321495214,3601.816724212822,261.30983118718115,6.113528621035404,[23.352945]
8,0,5,2,5,4,34.8041745452309,61.73633925020463,38.77798165011889,181.0013298706415,36.50793004249589,18.508809697312074,1.4298806782104843,50.76369098954973,5.122852880490084,1.5403852636214554,33.187652913288254,0,0.07388302439140605,54.3703627686056,0,11.020922938814174,2.071570779129888,1462.9408981902247,418.49120972247164,0.5221651167825593,[23.736422]
11,6,3,6,0,4,88.33676280881495,53.92337914545875,54.13256931063084,23.96258137977936,32.39464975043428,15.266634233237472,1.1632965570192542,70.29607634908902,7.678755023507726,2.3394408139075127,0.002918218863632549,0,2.02813924888114,13.336820884910745,0,3.118383771451571,1.8990149893877566,11.953118792628349,110.33081476122383,5.67759423032129,[26.877602]
