Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),NH3-N (g)
36,5,2,8,7,1,20.261096655627693,7.811025067540388,14.736016805371193,89.30693483281388,13.375111417524579,26.877717767519744,5.754917850958535,4.788816030859893,6.908885314978786,2.7801235972067024,39.01797090025379,2,2.307222552728923,11.394861346282418,3,0.23951923153449925,0.4383892150641182,3942.6895303083797,656.2269336465992,1.4318612261109465,[15065.82322966]
5,9,0,4,3,5,26.733902299260023,63.23518332046661,22.759889472135537,157.19267771100328,11.663400061833347,35.48489721606519,1.310226697396971,15.32467111373939,4.604662276193879,3.4166675932573165,17.445764863073897,2,0.528490808637983,11.203979712881281,2,13.426832817412087,1.3943665487829005,3704.8092905953977,561.6495166056278,8.93527028618122,[13128.15115493]
5,0,0,5,6,4,43.91347747164862,4.755172901162018,42.01743206154634,120.26247151021865,4.195835430545881,4.664791573066765,4.558711262340871,4.149900779202432,-0.14256918862967533,0.541236180832276,19.871375605066817,2,3.1848540249562785,23.992329157719627,3,8.678438293440276,0.9253169911945399,3343.300953203967,654.7123384636362,8.72636778626849,[12896.23759006]
21,6,0,1,5,1,40.38873116887228,56.30081488926566,23.45603267142882,29.586136790241294,18.672021579709202,8.959273443412954,2.079581915109211,26.70171483910011,9.698323413499356,4.050962223161541,34.11030133828547,1,5.063259722672208,3.5909851369786883,4,1.3609555023358826,2.062245106627911,3892.3837541945304,634.3192845865627,5.553656649455971,[14177.17541175]
45,9,0,1,0,3,73.88218862034802,61.457097130577424,31.54714439565866,321.70513400758784,4.914758131524521,4.70318133396263,5.113036606242267,18.598496993143304,-0.753652057893677,2.4895862264496103,1.4579427593683936,1,3.422259735939605,37.24554613682887,0,6.6953540963069464,1.369346022665854,3847.055613170113,700.6421698467269,10.519069731468383,[12830.44688909]
0,10,2,5,1,0,36.444175275235715,47.657481328865806,25.335181807648073,258.75052911473654,17.853303293331702,0.7166591414529104,3.521434041844711,42.643540665139625,16.253336385845436,4.124732918906672,20.697949643231134,2,6.354278657582761,3.73629866714493,4,7.5766288141077265,0.8062035955549541,3566.6559609752007,698.8900200956166,3.1448947563390846,[12652.62790556]
28,6,0,4,3,6,36.91624119150977,35.90728745909019,10.500068871137564,120.01914129226363,11.213191578035337,1.7685333461749888,2.486520438657534,18.434464157998423,1.6059819375141078,2.861450379147945,38.8041997346575,1,3.0902560152944787,1.8545553389621194,0,4.545977493036889,0.22150793376085023,3859.4356227173707,399.2458535914417,2.404935565194775,[12267.62153623]
29,4,3,7,4,6,34.721649093684285,59.89631086556883,8.974413933928053,424.6064407705807,0.3790770930099914,10.820785194909789,6.752829477842881,35.04096450074781,12.115074869455563,3.203013232457968,32.54957905381446,1,7.413099058586881,32.58267653296308,3,3.9072418270396976,1.3495891698517672,3880.0718839931897,545.3184582626367,2.1220254321593877,[11147.78979947]
11,4,3,6,2,3,27.10955310254875,34.684160199122026,23.704989424623495,69.81932434190307,1.140612231285516,33.664417271810294,3.6826844591566177,51.50478000330864,4.453594049466199,2.374304410069086,37.55734540612649,0,0.3500966746162976,1.2173460810629373,3,2.2625322665003,2.0599421257936275,3708.4155809123226,617.8693422957076,10.293469234514754,[13018.25972521]
12,1,0,4,2,2,38.289876212485886,37.668553271112344,22.916258181355552,442.5621614172025,4.4922199744579325,31.5199999575267,10.125059411486868,8.274910878750205,-0.3491164268000423,0.42511723780782595,4.709459493118381,0,2.4819115072939213,44.6869845149796,2,12.103711822455141,1.9616468524060775,3850.932452495328,672.6456722234717,6.775716511091645,[12894.88179091]
