Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),TC loss (%)
10,5,0,3,1,1,69.18404457856985,4.617454675655044,21.135953750782758,12.757961098863845,22.408164382574718,12.994430625575918,17.56509153548591,18.03078411693239,11.58533330570649,2.331200395610438,28.91781016320476,2,6.286379902830072,13.844563711830457,4,0.06281670486682911,0.19231358892582948,7186.060130928386,137.97717653351944,0.9515966804652986,[62.82639]
0,5,0,5,0,0,30.623573028806483,4.369829429510154,25.571389445529213,24.585233010301867,35.15377997565125,12.470481203598109,19.02053243585956,16.07084727739448,2.1872391608947996,0.6681928088538591,30.47292669481313,1,7.253987289536638,25.748627439745473,2,3.5130494758138275,0.2898382806304091,19929.522044502515,16.758332760968077,0.5736357238401897,[69.111145]
12,2,0,6,1,0,57.64684674909072,32.21938318270559,7.095844118586861,50.99271978404472,25.120334509858683,19.435228953213162,10.836891075698588,65.28944824552735,7.281855923865971,0.3786397810941173,24.025701048575225,1,6.743915684629903,21.853024533197654,3,5.0396391461368175,0.7420003090015521,5323.424681656834,142.52880761483846,1.5566059420357015,[57.5201]
9,3,0,6,0,0,88.62466704730767,18.55281887846011,23.97425259441591,53.270975621710036,42.35320370428048,3.3830223523770178,3.676914246183058,71.40827195896928,16.104504270172864,0.8341033726931177,25.381977229066717,0,2.8251151364865894,25.39968234848423,4,4.596110837366585,0.060546944573089,12549.60580334326,62.76921077689985,0.14672454907413202,[62.53689]
0,0,0,0,0,0,20.55654663034011,15.890711802566916,20.630299007580643,0.9902501831287789,32.216928416253374,10.44603174054613,15.412635618144785,6.916605193911225,2.1666386351297877,3.0548466058956354,25.298030737676175,2,2.292104254806002,37.666722324856885,4,1.9549068472822664,0.5550372938724434,4815.19812609597,26.00287794238684,0.23621224100199403,[58.91007]
5,3,0,7,1,0,9.68973809826953,10.51941708939555,20.939875381293383,13.657857578703894,22.581902659540162,6.080599427109085,18.680407825957783,19.193505230178438,6.529617695639304,1.2921366697445882,38.15638105143833,1,8.107917425535874,18.908696639351685,4,0.31705059610478165,0.2048273883926742,2807.7699921003996,127.60325946002352,1.5886095478953481,[62.07932]
10,5,0,7,0,0,35.13052772110965,27.504622924548567,13.88002790392109,0.3897494718314731,27.013602049512095,36.10859667008548,14.934138348293443,3.514856253207435,17.168161035678338,2.8074591663159016,32.82614751275718,1,7.912245140105309,9.444899390659682,4,3.682210166836117,0.1402942537507896,8968.361247792294,31.297699049531843,1.7460596006024391,[57.029152]
2,5,0,6,1,0,81.04803667629673,34.19972947325507,3.6103854152676025,53.627181014498795,30.337154753559613,5.7812272278762205,5.590915788021829,61.10531359899975,9.478568576469977,0.2917933078123592,23.445294714514638,0,8.34320599119126,31.954085345888792,3,2.4454085067634583,0.13257241997518268,5567.444571402207,113.18415985068316,1.0192739642471076,[63.751144]
0,3,0,8,1,1,51.80237041763146,14.368208304613807,23.603505557802496,20.392068416564793,28.54574293533053,9.168647531663002,4.709461663345611,35.66211443839314,5.378860171579835,1.1807664853353323,41.79692726645959,1,7.787253225203414,52.22102649864418,0,8.397285973031224,0.5759973130662436,15083.635784590215,139.858855194748,0.46497888990657577,[57.58016]
4,7,0,1,0,1,95.205159974941,2.0689078814954627,29.869164971237936,35.37894082393059,35.4386992163782,4.543245184579648,9.845820568478704,10.69191123298026,16.020139528719803,3.0772783805284103,43.02221632232016,0,10.52368077689932,42.03461559788881,0,0.2232613174281565,0.10776934958378079,10937.552889979397,8.657304476730525,0.9782454298164929,[63.60088]
9,6,1,4,0,0,91.50662828656915,33.45443229300662,23.055225124058378,51.77917821209913,23.16624304724728,11.59764319845944,5.2249771345522475,17.938303420983445,11.476658001724163,1.0279647778202832,39.28624174752982,2,3.8603970833944636,47.253618067290084,3,4.75128616282957,0.27909902632601424,7046.324995187101,120.82268112349833,0.9322879184797932,[59.189434]
1,2,0,0,1,0,71.37017872611138,5.023246145143758,26.256679601974955,1.2863022901794374,40.42064721219717,3.516490655318115,11.214682613465474,30.560345858232957,7.450741290500877,2.3512783540928703,27.71709302933569,1,2.6852871758839534,20.836641633909856,2,5.020700976779574,0.12804791027956128,4625.198881178439,84.9980513307502,2.2779394076872235,[60.85154]
9,6,0,4,0,1,46.69414803937744,6.723715115599875,1.14432846724485,19.820835175639402,30.530883993058005,7.559648376195813,21.884461493054037,24.565960619798187,8.745877866542283,0.9685839408710778,18.60591156349467,0,9.637190786658566,13.401541950453812,4,3.640534150022991,0.2520121723770207,8438.256475452084,17.861231790349397,2.313027023346986,[60.976376]
6,2,0,4,0,1,40.65066737358638,11.95710238059001,19.47128511610132,25.372658403854953,23.55998402630189,5.520495982255017,3.4304670275843265,33.440581280866404,-0.3479247674349285,0.6242903825342928,21.29213609823068,2,6.654986329265727,19.32114281695408,1,5.114222967844582,0.09451314207081549,6967.514706982609,107.12058194146037,2.6858097314204405,[64.48836]
9,2,0,6,0,1,54.65867963328568,20.498279874940422,4.786157989232564,8.786932078707533,29.77949832901733,7.005277317792428,7.178283892160783,49.64221313027596,0.9511421679662326,0.8786118212415561,18.36118011497163,1,8.138039559331952,20.60659936060826,4,4.05034282197338,0.04730867108252484,9902.587575918107,98.89117056319317,1.4456059691060643,[65.90805]
10,1,0,3,0,1,37.46983072833909,2.569142790667962,6.536971428908704,10.892598864658408,38.44409011009631,28.405315680221843,9.219218214838312,51.207870221469506,4.7618016857194165,2.7784968852370486,23.407070664554574,0,8.888198987872649,19.656594093325392,2,5.186168464162189,0.11219602512213968,2451.1317353150685,30.160547649277767,2.0152524987876923,[56.305412]
4,3,1,7,1,1,22.688023774329835,22.160413341907887,18.915423523354008,33.364276849593395,22.154303897707667,6.1431808860777615,2.6251823759232913,14.630443655728653,5.64068487331383,1.2241250285423795,27.437214109681094,0,7.6815948203516,54.20234887841987,4,8.666814356353125,0.09642507753087752,4474.954392272052,107.08395116783007,0.10763709666173761,[59.99348]
3,2,0,8,1,0,8.415914461643837,32.71266013209736,5.5661217100648335,31.382738903446196,38.44831189870686,21.440209139630703,16.783853641816002,4.792406071628903,13.76417268727843,2.8183482095359342,24.009997244708824,1,8.817600488293055,14.558973560056963,2,4.048253300408129,0.5076586528167445,4771.621418566723,114.01824355025974,1.8720091569511375,[58.950676]
1,1,0,6,0,1,50.72725594455948,6.028959747753655,22.76667014481051,37.2489425689067,40.27008843174323,11.23548586438562,11.438314041087569,21.090850188485966,13.125755636677177,1.039219418272344,27.037798677317202,0,5.012537551847104,30.214688822461852,4,3.7886704428380784,0.7659260733793736,3665.677656391153,28.122656468034066,0.9316667310117502,[62.811386]
0,5,0,7,0,1,17.02276078220074,27.4925203781407,6.870615433416866,44.34858240307233,42.72844657474515,0.8208125745344668,10.610726068557668,28.638569108260963,3.361900618608259,3.3131005565197804,20.137180199688142,0,9.799357453913608,28.728987110778036,0,9.4955645799321,0.3016489343953751,10009.535310205427,134.75393321916,0.3646664221684237,[59.957443]
5,7,0,1,1,0,92.97446674276189,13.03984131342474,11.16409583453551,29.68597349048069,33.480504775243425,6.224698081730403,12.272524986172996,36.91504774750161,3.100221523412581,3.203371386743182,39.471596710785924,0,3.7787225207864696,40.37594810602794,2,6.6280720569721705,0.15688722450245068,1777.2561289607959,113.93927712336179,0.0628747315412474,[63.136875]
10,1,0,2,1,0,67.62270430255921,29.50196847742451,1.6133966444218393,6.833205093990987,21.770707232554688,5.801891535070932,12.065708740952426,20.428674495871373,2.495004463534751,1.5180744240869817,32.44623739866046,2,8.878413967545669,15.852760978283078,0,4.529927747324443,0.18344491469126697,7335.563761946116,117.9400676477111,2.7790136932989387,[65.083565]
9,6,0,0,0,0,16.924081375327724,15.277285199675937,5.24582821178286,31.007586454355412,40.12824290205089,3.249791763242513,4.901503587991223,14.956926369410553,9.630491748892132,0.3946563037446527,28.290224831276344,0,9.99617753269509,37.30966238286989,3,7.000424197809552,0.5557160410924566,10853.36188975291,92.51177994757272,2.5585161514643935,[58.86041]
6,4,1,6,1,1,51.05285972797697,24.24685849576434,21.18995786638467,0.5849864815258043,24.829030655708486,4.819171372852585,13.763201374044336,42.82547996482099,15.618072490107938,2.5966164637596485,32.697457554403826,0,9.26393799588962,40.758391018295534,3,2.986392209438923,0.2848312317391377,13022.304771051064,111.66435453863657,2.153268386127035,[63.656532]
5,1,0,2,0,0,75.16550052009791,5.963947734059206,0.5799329830643463,3.4988332689568167,42.207116673537286,2.1475758024858744,1.062163375988988,48.340733854204856,15.979814890099334,0.8186990952578089,26.242137655811042,1,8.029326178628464,24.508948340399144,0,7.914016744105584,0.4676851021085822,13429.013005553152,13.63754566124255,0.49555653399249117,[62.916145]
6,4,0,6,1,1,75.8120902599287,13.195101140638613,22.046020948674776,46.47354840767908,41.95078920231837,10.411723619120126,21.043949466872423,45.216390632669956,-0.2971117478581946,0.40787077259078747,24.270008106527918,0,7.3261747644829365,53.800420591530184,0,4.754006441309165,0.2240182241023057,2457.3242192773437,20.680385140665205,0.9044342941750437,[58.851513]
0,3,1,7,0,0,4.4663527044767175,4.149909718992642,27.90560145771714,28.507967700062494,40.795573567894515,10.23594980786748,6.91099698374909,19.022071780662234,4.503947083863473,2.5067978899687375,25.569084856907864,1,0.26272262374509314,41.24634646301702,1,4.57222586314461,0.053570743025154764,7424.474243772019,48.50307854923345,0.3739491605338397,[65.49384]
10,2,0,5,1,0,63.52570335938408,12.445736573708759,16.252778423784513,57.72221679593783,36.165005204332616,5.410647401183616,16.49449888161676,68.11432693296332,12.636739720581874,2.2008187634075504,29.87504575939111,1,9.763812653401896,38.69803577441286,4,1.5361658778587426,0.260380757244583,16130.65419822182,104.0594147980194,1.877941003480523,[63.66727]
4,6,0,2,1,0,13.93670851944594,43.070170561118665,27.654310947499866,36.791082225274785,22.71381664105625,6.791121579756146,17.267485878141294,24.864908742054485,1.273279236947225,1.050847516002837,24.96700679320246,1,7.207542935748237,23.985731057819905,3,1.4939392103267184,0.4680457877941946,6105.926760930875,91.39807378869214,2.2768592830046126,[60.00103]
4,0,0,4,0,1,25.197581622185762,24.623779818689957,-0.4606311563534735,19.20489218915659,39.4579747567622,6.873913794159428,6.266901317903515,44.607898009377294,8.241624676614812,1.1701843323841283,29.374362977621313,1,0.6399308443284056,30.08138509124363,2,4.580504469473087,0.005008045949720986,4763.431111384862,37.61239578604058,2.285765154312234,[65.36604]
9,3,0,6,1,1,71.99983613079706,32.17105795266303,3.0170551308079414,22.974924400984605,40.859843879585235,10.826785026313138,11.774007830437926,38.33295119775129,2.1669509918344394,0.5349270142139267,29.325526508428958,2,8.981408824102887,13.235352022368234,4,2.2350024886417357,0.009256220560059258,8294.854229676235,81.34843016457296,0.2846422774554557,[62.483074]
3,0,0,8,0,0,46.439333362909075,23.520768682359716,28.85773061299885,29.55592659481709,37.03224832671923,7.141696757076996,18.315747207664078,74.80868809373423,3.153324575197946,2.774218913408632,26.020567012562996,1,6.000101349341728,5.6178432343689835,2,0.9345064263319129,0.858019266808515,3269.387532817183,59.632927239560956,0.49820546492812384,[60.01448]
7,0,0,5,1,1,21.40139808760425,13.825176918517409,2.7443898513892684,58.4781277394794,30.014336876719106,23.259442325194883,15.493462758828768,49.878356849257706,10.707618221822749,0.34570621548129765,20.7567803163893,0,8.716052641813539,12.392683806279777,4,1.5874806663608727,0.2747333070145296,15680.82816257806,36.680539179207116,2.264617408235847,[60.612587]
3,2,0,7,1,1,54.818001245630896,24.457363885696573,0.542145683282778,53.45288764004977,22.66594926416292,7.245608417989055,20.768987873785036,23.151214515814367,7.765860663427661,0.9767258787043815,27.100157007552617,1,5.0606680186036,2.914146405944675,0,0.2301600826493938,0.7961051087969707,3294.3287427380997,68.94936553510304,0.8289412971559308,[66.08252]
8,6,0,1,1,0,13.175542934698445,17.020923656007884,1.1785663235579196,55.64821450050098,22.534693704538185,7.899876668028324,7.043241054257839,43.67126491338809,17.778153465734263,1.3568314280198268,22.538581769729994,2,3.920169440440115,11.856731341128125,0,4.585647985811041,0.07969826199827774,3444.147182500148,93.74100214031738,0.7749093691925351,[65.17748]
0,2,0,0,1,1,96.03712118969466,36.98218391697798,6.7377696535563025,5.63958140104387,26.90173005156719,0.0685938594564246,20.818696469082436,45.8224163555795,0.4578281222006435,2.0968101351462307,22.84278865333409,2,2.5678720566042386,36.77840368088737,4,1.375603006498685,0.5128318660131769,10515.86373602568,37.99559995451505,0.9381506097231598,[61.496437]
7,8,1,3,0,1,98.76018753930158,23.980067566454334,15.772064462327656,39.028760555141154,23.803703943018903,1.679631976561068,3.504483021237978,53.4083744834961,2.3653643234941715,2.7940039332406514,25.30268635287562,2,8.594288350230071,23.58570443626747,1,2.0807997459427443,0.5490545524221944,6887.445454085945,127.63133366704764,1.6062777205190997,[60.741898]
0,5,0,1,0,0,35.19382892858498,7.636243232060694,14.384654281861879,41.05531381053014,38.6223458030576,3.088190006188522,3.4260977216323867,12.03478925655643,14.589604369379376,0.8991850760953768,39.26909221733784,2,8.817556188046796,12.034729682291946,2,3.2653312177888334,0.8203611493850335,6300.84803958528,28.75668738872359,2.714955321052934,[64.66695]
1,0,1,7,0,1,1.1369119181309228,33.22791630265032,24.80101854430586,31.24977170737283,38.70552455557749,4.295496392727907,17.61201814932487,50.00088464002517,5.8894635594289895,1.100459447516263,21.21541610860143,0,7.052987586660715,40.23413465553578,4,8.515420132541514,0.16247915982337777,2554.8141145003055,61.19496953622597,1.8667373345067801,[63.396847]
4,3,1,3,0,1,21.039382484809753,14.235444493116072,25.62562175358263,25.740913260765616,25.286198221268016,7.203328317057654,20.74592599535172,8.561308498821267,0.0791259232772956,2.480927496085855,29.843286346622985,1,3.5998424779574347,9.163942133489613,2,3.6472231008683362,0.6974331166843116,9824.58277169161,102.9884464122712,0.11658144090907613,[62.747643]
1,0,0,5,1,0,41.64713318604125,58.99954803543648,14.543001644452083,27.698828623010897,34.59530179751598,3.1508535990936526,10.00603703625355,1.4340814396706936,16.089864182820268,1.885492879708707,32.1170931999369,1,0.659619198326282,13.214438329777071,2,0.18496333897943237,0.28985789575987386,1822.3550353663188,136.00710559448717,0.9712848262568966,[62.65833]
4,1,1,6,1,1,39.74989289706634,25.61059346770509,25.48119652975007,53.34987714578273,39.39126342960601,0.27208673928414684,22.131079035946474,38.180992540920705,11.308606854954315,1.033515069869268,35.2749886522784,0,5.513511521422762,5.866502325433576,2,4.443852478811423,0.06420535976729996,12510.549548966745,126.13198871493526,1.2246628985198122,[58.94192]
0,7,0,2,0,1,81.71771347424514,35.73310873266218,26.603581792964558,41.47330541928408,33.0490227563731,0.483022979471203,16.979924549626883,41.47941685573364,0.2939062345405554,1.6757630709474685,34.340110001366064,2,2.3464762748389614,15.172546313299776,2,3.7250506580427922,0.4965485162821512,7730.70641027981,2.1518846921627435,1.29460903215406,[61.129234]
4,8,0,2,0,1,67.97149881150212,24.513750707251113,1.7518946716059283,18.001930820981585,40.28414645351902,7.785508260979111,5.087947588158345,13.998205245534432,7.960063643981613,0.36347745158318434,37.06741564426719,2,7.030032178259485,30.28674879679252,3,1.656963887398356,0.5207590711986053,8231.98501418901,125.8134790995901,0.025426464728868857,[57.658997]
8,1,0,1,0,1,84.64962032253023,12.524778097345667,5.9732921177967215,-0.6336561099746921,39.24673721933053,5.042406701598749,19.152972757200303,14.832764129163314,16.24595835864844,0.29783120111756806,35.171755149282724,1,0.2385672733445239,1.6482645446789077,4,4.5877771123349484,0.025968358699802463,17215.970025690396,112.04036133480366,0.5829336044176588,[63.244495]
2,1,0,2,0,1,51.388659089955304,-0.7101196420045585,15.152926691040438,29.449556306147183,36.98762622059776,11.448383502699938,14.762876562399551,0.24104164713358608,7.3643580164392315,1.0426871978617636,29.493140553646565,0,6.843638050036266,1.908235435219455,0,7.480275259282889,0.22804404728932126,1156.3766066887272,48.200381280670854,0.485654389629572,[60.69125]
0,3,0,8,1,0,23.858801357127334,33.90287353760862,13.961704276481935,59.684646779775456,37.02233678078736,16.974291108142566,14.942273366072177,42.56487614665169,5.474287354712059,0.8494422788622772,25.003422484478147,2,3.1326592140812015,39.99009286943369,2,3.8111498069721534,0.6867109932273253,9422.748942729902,126.76547602897814,2.5600504872475627,[61.412014]
3,6,0,8,1,1,39.42620024353837,0.3005142329494519,20.964999537163283,6.656448860636791,31.504913692797174,8.821166539620302,8.285692673276587,24.1096805011956,2.263345891060649,1.2824785366726472,24.208974711023338,0,3.2642862171574696,11.01442147930047,4,1.4836595361823997,0.5096299078602691,9535.188216901266,42.74046077856099,0.5407517471832815,[63.070885]
7,6,0,7,0,0,99.88763364041287,17.291208819331583,19.623309361916903,18.676308529868326,40.86036531105834,5.432512722773514,16.977438402857725,15.748536554343989,13.835450657489353,0.7392024376520536,27.564144891173697,2,7.312424445005592,50.42019461306373,3,3.6918310422054703,0.36145387761093284,6211.374323607049,18.89079419060909,0.6035528236088463,[61.36803]
9,7,0,4,1,1,33.36733740938793,10.118597804025855,21.877768529782166,8.81245356392767,25.5906935012723,0.3036924816345412,6.333436903736121,33.63183097561862,17.478190072734836,0.12806111912519433,24.92693633336534,1,7.412158183101049,23.832565583998853,3,1.5828543731195874,0.8874350816067426,11344.104697508039,144.25872302373094,1.2552504798918258,[60.606583]
0,0,0,2,1,0,51.541681024703735,14.686979561456521,25.407826960648123,26.839077995400608,28.591176191351767,10.83641866647588,21.917614573035696,17.543495745981694,10.867437532531106,0.0873609848812732,21.204920440036847,2,9.07378413964648,36.83931058963152,0,1.5417902215626775,0.22082668615762283,3642.614950229213,4.766567291158994,2.790138674324444,[63.722637]
10,2,0,1,1,1,22.34804958550822,25.635324785465613,3.7609686442798798,28.055128769833484,41.332842842550924,0.631444492173155,9.239172124281495,45.57666835375439,1.0287900963018757,1.289908834636117,21.996524146752037,0,8.156839614686774,1.2203044357865465,4,12.098328559845521,0.5286866626595096,9.45788008303472,88.47875407201775,0.2071075753760305,[55.42353]
10,2,1,3,1,1,97.25534378912057,2.657442922461577,25.82629746274923,56.7350095775452,40.598344435960165,9.619929822556623,19.204025146439914,31.15884499104461,8.238339089006658,2.1298787851216976,21.313586390222213,1,7.617699880645745,0.698405408192242,0,1.233247112615939,0.05430016262917733,6390.306375026317,88.3189491009206,1.7053881870932637,[61.304646]
1,5,1,8,1,1,22.06327140160614,30.6877082895026,6.080065402260112,25.041464606668963,22.881477955746494,6.984344222453707,0.18734108733450022,25.479840734189732,16.1775207429182,0.20354144538861857,30.08508244083284,1,1.9706521564924495,37.54659124693891,4,2.0412113891602224,0.5734541750010016,9964.595893357795,141.97379768555956,2.284195772772632,[63.432774]
10,0,0,2,1,0,72.23522882645906,25.54381006566425,28.25833097430615,37.48345362073048,28.768762319494293,4.692216273114013,19.458950469755706,29.34794181473594,4.561203424098371,1.580721980368059,29.346606662006664,2,7.938612256288968,39.14864185347558,4,9.073735708235754,0.4888032484720044,894.0971023333689,118.32479732964771,2.6091523253918556,[62.33199]
6,2,0,8,1,0,74.79749597184538,24.18461706240348,5.441616274505552,36.83531483212867,22.654096139022112,6.723156525717345,13.555082902800114,49.52506736618543,-0.9937513361240868,3.4872587092317233,21.76530644704055,2,5.989252382031028,31.798360314067708,0,0.8823835820886539,0.4146514038345122,10197.567769771924,25.153405845050393,0.7614837958772187,[60.247467]
10,0,0,2,1,1,58.291739330954876,37.79065014867948,9.72469126898218,44.087227250004126,32.64503265792332,4.505753810081383,15.918176909267975,28.536616439120998,10.216785448943845,2.3807487580730267,39.56100569331044,0,0.7715312640896513,15.928282386241026,3,3.3317659969129587,0.5888334328937879,10310.470601865989,58.33110295782781,0.2633955499942291,[58.698143]
5,6,0,5,0,1,55.68391749640907,26.596705302581803,25.130130386410777,37.83982827948379,42.97865402598793,5.345563515057697,18.401440947961742,24.443075300123443,15.874875677430587,1.0092910976087153,40.59085451885956,1,3.1765637496326113,42.06231444131757,2,1.7421891510307894,0.46999646200623296,5152.278942163293,112.14201315073228,1.480074896004944,[61.149734]
9,4,0,5,0,0,72.95693753057381,26.660047209953355,0.1923386747839042,19.354668872313333,27.15107452120062,2.0564208516813336,3.8823267145236002,28.582076983884257,14.530443871798534,2.509313578583567,43.76044420038273,1,7.523571899986939,24.686255274530488,2,3.5475834063918725,0.4097162122997919,18219.624638120695,127.8449559429925,0.8778639344289223,[62.61754]
4,3,0,1,1,0,31.82178510114128,30.009463744933154,22.488396966238174,22.715490798527416,22.247262976706057,1.364045883104372,6.533429389343327,63.885968365803414,0.8948298167809887,1.3023815223583266,27.05018680549747,2,3.0548447311569693,20.977739674809637,2,1.86687762554207,0.09658467292187928,13952.292736545027,62.89813408911453,1.3650487510077407,[60.92699]
8,4,1,3,1,0,97.40563668715936,32.86054510329553,22.5680303149327,44.192864283596506,26.347654215698746,11.898444120657791,0.9294217714852457,67.175107590598,6.168939498649443,2.8901140824119644,23.782443433501108,2,7.360453322618249,20.782419951140593,0,0.012834417626368166,0.3001039102800315,4568.592481821816,98.47348089822954,1.6629837644894865,[57.68509]
8,3,0,8,1,1,80.13160192059489,27.024219002270023,13.31547847559434,16.632277866277807,21.47498577447872,8.850546649932964,0.7558953598075514,40.77661615540581,17.48224764819277,0.5176882037908066,27.570975327378775,0,4.206181335944778,38.23357883440473,3,6.143094082363344,0.7615049657290492,13749.78444157684,64.34487978402136,0.9375577169303562,[57.46656]
7,1,0,8,1,1,39.290666425512036,12.533745872787447,16.245881359325363,32.1668554666656,40.22943016490559,6.326315178269783,19.470514404415777,26.651096038569126,4.564165418701399,1.0413410586920753,21.535512891824144,1,7.246797971758586,16.209087411688337,2,4.243484139751502,0.023939408343195245,19684.63087944134,61.80468809791325,1.3205096105016814,[66.533264]
3,5,0,2,0,0,75.37905557795929,21.379994210705554,25.95677330707775,56.411018272403034,41.78492769327643,10.320029408740437,11.106640474315121,51.06862999086092,14.737318322898659,0.05877302009776738,29.577273535885556,2,7.237174453014073,29.61086546366158,4,5.1070046294263705,0.4957976748728522,17105.410330848368,129.828980494819,0.9418151638125475,[66.0967]
