Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),N2O-N (g)
13,1,1,2,1,3,70.8408869595498,9.96814676803877,14.90199087247509,391.38697760630987,18.19397145690697,21.63354208867552,10.69801755406506,20.160350249867786,-0.7048337126526432,3.9215088776444245,33.06365174795298,0,1.3373212262365237,49.019830575845795,1,9.163131546360033,0.6907886661153168,3751.6419144886377,675.961048537707,10.566953906031031,[5814.5986074]
14,2,0,4,2,2,88.3881437037895,18.303976307660317,1.0684115007419077,170.48805298472612,15.561317249601796,9.302882170573776,10.796772310106087,61.49871748451684,5.294921079103053,2.724323584163342,5.5489608829713015,1,2.174831100357861,46.796162923513016,0,12.677320699818281,1.1186288759431875,3890.8886380509675,128.83449864464865,1.3002011634639365,[5824.96502461]
20,1,0,0,4,4,34.2052723708001,33.814963029049665,20.373335646770236,449.93994506000234,17.91439362260661,28.644472163094477,10.842858179708651,11.809827050033329,4.370984361575608,0.5073619483458813,2.668818223370895,2,0.2811353825257108,41.804782503641555,3,10.220950729058705,1.148382737639049,3668.03617509242,703.7149386963896,3.5456422188912677,[5824.27856715]
5,0,1,3,3,3,97.7633413417022,46.808975364832726,28.360320686304455,387.49081877964153,19.350941863968256,19.436253503439772,8.39917702138403,5.411750966122957,0.49593490619032465,2.328248464092548,22.58435180279029,1,2.127400714671361,7.211764218387982,2,8.747366018462168,0.9529805925905495,3505.639212505536,378.92770916595873,6.232966476351057,[5821.24443061]
12,0,0,2,4,0,82.41916471351284,53.86667514519059,17.66760027232451,375.99972908057026,17.990756295429932,11.4407492604413,10.940257086417226,64.93618091365973,3.2274527594644216,3.4590181024772533,13.825992604268038,1,1.7426698220799361,35.883761699240694,0,7.722487002333209,1.2479721544436917,3762.878060042003,916.8497415517248,4.44062878696844,[5837.43880364]
15,0,1,4,2,0,70.63272062301655,73.48433094447056,9.198798500187804,374.6868322925643,15.156718131481115,25.5170403067304,9.063873402733144,74.41477569923288,3.3244691341463017,0.2551550180722296,17.41643542273044,2,3.952848154972519,18.60018094464144,0,11.43608150448943,1.2673856255013114,3590.8864847327136,325.31408829429233,10.669432152333668,[5839.12547342]
14,1,0,0,1,3,106.06137248625255,6.962193623337561,4.654345281950027,124.28659911467777,19.28135721282936,9.504193948293214,6.953937072280178,11.516965403757139,5.8268233495463235,4.056639819718665,21.954948214607505,0,2.8137810882557863,17.57932978823469,4,8.313619528720057,0.9491258103437128,3842.591068987976,167.19080049736934,5.857731316616835,[5818.99237586]
5,1,0,2,4,0,17.82857801044084,3.898116911968377,12.846220349976804,90.48773180121053,15.53083527286807,30.206880671048637,9.858954574842729,22.49798960513603,5.414894154838633,3.947133735264074,28.479282636259157,2,2.6934798588494315,51.123913325714625,1,0.6411587878894024,1.2403537917389638,3775.771137808892,954.0345338226601,2.2988602725014053,[5844.47972968]
19,0,1,1,4,2,87.03956327884315,59.298282278828,4.7491587955045595,358.6100965902873,14.218167202978778,10.285108191778523,7.757082513437014,13.002136019198735,4.336458704835689,2.6083634449415465,33.47962356886672,0,7.884267885315012,46.491465948409186,4,0.6475233040987752,0.3810609777071226,3749.890743400654,115.28021182911641,2.7539945559833936,[5815.6977275]
8,1,0,0,2,0,107.2835728879256,30.303448163853293,13.311449565810717,443.2126059488907,18.976412995818084,7.839943705564073,8.525150190184004,32.46152884577478,2.2181872926739006,0.7184101307721742,1.2849054137132596,0,8.832549005885406,27.18743192292078,2,3.0891410692995827,1.0890502880722528,3945.8263774018455,253.06013561595952,2.4210904224019885,[5815.65724983]
18,1,0,2,3,3,53.226729718281604,20.690222790932033,26.791733005962236,471.2480275035259,12.238713868949342,29.106338552472288,7.223783670302094,29.775060092680114,2.619241899696556,3.117079574955186,10.447598415549066,2,6.93004715355594,24.445573242597323,1,2.2182051681452677,0.6542626053061641,3803.939012474247,973.1381486510778,0.14256827730759417,[4927.50141235]
0,0,1,1,4,2,47.34615895811445,17.452495865706123,16.98945990820261,8.17612147234795,14.702031023705286,29.999750501396523,8.11752026539315,75.6928478721696,4.498457194863886,3.362894493370949,19.255994563505034,1,0.3239086880904253,4.302884368569976,2,9.39717948841074,0.9138163975097456,3803.642898039119,34.659254729651366,4.430094982180387,[5815.80269848]
14,0,0,3,3,4,102.60088054989302,14.736736842189405,15.477766959184567,299.3523368502773,13.841061986856603,5.975002954105963,9.276909208118983,55.21502922284073,-0.19906742209900097,3.6657742833646503,14.05166194818329,2,0.17016525660815174,29.36897820145998,4,12.765388492546592,0.5452484975079841,3543.3416227207686,471.4322366516532,6.1824559197897395,[5820.46265938]
5,0,0,4,0,2,27.551730627921103,37.076617084055876,0.4498338691204715,104.68293408344796,18.993346050739703,29.223687434126102,7.618129601623325,30.324937592125476,4.372613344045273,1.8742248841559028,29.899612754551377,0,3.6270800728942953,12.757406562778986,4,5.813959121619422,0.9792432009899331,3531.9970698183274,547.4953833756629,5.0256460465887525,[5825.64483985]
19,0,1,2,4,0,105.37150415128356,51.101373013935124,25.944436292698285,431.97928710359304,15.495477803792959,16.87524795080329,8.647083473062299,37.629011313140985,4.017487512145071,3.5970017426333216,5.416797389326832,2,4.2721789155528045,48.36301152964264,3,8.956092871903683,0.04905546062566113,3569.080200787621,145.66684206557412,2.6088093560802434,[5833.32804378]
19,0,0,5,4,0,42.32364412427973,71.02474341205814,16.798968194616492,468.8607788094692,14.756283714345706,0.4760143606800862,9.052755387331397,40.921912517645886,2.4857969312251327,1.597128431452393,3.8880643668647763,2,3.073730847478088,44.22890375812714,2,2.120669178443797,0.10574920108821248,3715.4369952461366,982.9728241351702,9.64286655721755,[5824.49817723]
6,2,1,3,0,3,54.00348172626913,68.43989584306165,7.111944649789471,376.2805474636034,13.953264493458224,1.564300554786343,7.383130023747468,55.669281555435205,5.837374407916291,4.827779606276134,11.220595140410511,1,3.2173928513885226,8.717370891041137,3,0.36282298995887724,1.3325242606841765,3942.9716611944846,424.31065791717634,5.077288775098987,[5844.41904024]
6,1,1,2,2,2,45.86861609072419,43.62003592633801,-0.5437588342099644,410.3932112178326,17.752200924146372,1.3582624597047652,10.671835923457309,57.4043139343949,0.37560700194818764,4.923701791529215,29.307761533500646,0,2.276687455533941,41.10128178468316,0,0.18523291596631128,0.0926518843937914,3741.663634682371,278.13417778546636,6.399814781640371,[5817.07014715]
14,2,1,0,2,1,94.61327039855846,3.7063693781206526,29.48691590746551,306.44354766753395,14.446471881737557,16.409499129828248,7.437625454661798,14.506387465121483,0.6523211716930206,1.436977783072412,22.00696422368076,1,8.427054148690317,48.48676787598047,2,1.1730523807356852,1.4157669688233447,3807.711258907013,600.4893821209988,3.8686476761479356,[5834.71480267]
3,2,0,1,2,2,83.08572294773015,23.81247586824437,17.28835727786073,236.94671101118792,14.424820702959998,17.475001110819505,8.782668764478652,71.25794245761718,0.6543093226028335,0.7523463795465035,31.720038994990073,0,6.838950823405832,41.62380358866022,4,5.715550614811452,1.0538614724912165,3919.6751832295195,723.4664615604905,8.148495373654363,[5807.53422956]
1,0,1,0,2,2,75.06268448791533,11.748575468095153,4.757594499358085,70.3577106193364,18.30805132811868,29.607619248269025,11.007324142351377,59.58597999787801,5.880296883421318,2.839836916568089,7.322321456319293,2,5.238913419943517,7.198217731911544,2,7.648034269381108,0.9118005648899167,3738.468954984053,529.5990883147986,9.228630723846898,[5815.21341403]
10,0,1,5,3,3,34.95213504599709,57.899030209948016,26.625171011778075,295.30824757963904,19.627765932425035,29.38935020578269,8.374921610648734,27.077779419863546,4.866461359596052,3.3001696342765516,9.350573593682723,1,1.774396582855665,47.8563380237907,0,11.228647048688444,0.10014762899443115,3505.362650191519,929.5240123509848,0.09005624975401777,[5722.95345462]
2,0,0,2,1,0,54.819118756774486,34.693233213824755,18.523158371311787,402.2533931222552,15.832144690032038,13.781273301781589,6.937221130029613,34.80553557324436,0.6819513943306472,0.4689293651496535,25.609268889005495,0,6.381309631440014,30.970608095812906,2,10.406179444267437,0.5112351924224444,3458.2999144973915,427.3087515012094,0.6899727592676231,[5812.68205857]
2,1,1,0,0,4,105.16181328681087,56.506760404763796,6.138552607307332,153.51171364795402,18.864953678731705,26.206068253033173,10.467727524996592,37.182958389485236,5.409524066388273,4.17539610440159,17.49085857138946,1,5.052063950511052,16.859360821875974,0,0.10051193582154325,0.44048534020406005,3863.820279699851,584.5770792768462,3.225152557698396,[5818.66195154]
