Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),N2O-N (g)
18,1,0,5,3,4,98.91142793781238,30.844063319610665,24.68922361854982,72.60528894037333,14.001992592673385,8.483975950592152,7.430348264761208,66.84243640290968,4.082119548547077,3.0456033628099957,31.97186146909635,1,7.946883462653472,16.225856528817626,4,5.175833694957619,0.08532484286533731,3708.508686439788,198.0738717786614,4.247627945622751,[5828.06695887]
18,0,0,3,3,1,62.5702083483842,42.99603769139905,19.741316936499366,266.57020881671883,13.862700315980144,23.58355675034103,10.933512268263298,34.75435359305197,0.16641139980893022,4.690939162085498,3.9388698681179335,0,4.825419336762597,11.407159592146028,2,0.40566690157840235,1.3013381690333883,3543.6214435838133,291.5069430032252,6.2484027916510465,[5839.26717088]
14,1,0,4,1,1,36.183399608638354,66.94058802475469,25.754870900788063,394.1565656854474,13.623944274744328,0.10978233932337778,10.767895885358865,60.90904489126557,5.720116951209701,2.896857819230661,6.279989777295423,0,8.77570745601464,44.37281768099136,0,10.567072685382334,0.9218857614906383,3906.4675218936472,675.1250260830461,3.705837279929028,[5825.71326377]
17,0,0,0,3,4,99.584937972603,58.0872780532806,25.316009702533258,229.59369112867125,16.908366438877703,27.902851272750045,8.916921797112932,51.15132811480451,1.6296771223485211,1.4554090725956002,9.278688408586142,1,2.49747076218202,15.339148823695018,3,0.18414838825349295,1.2588163029793646,3694.3681717946924,7.6985540853905405,5.175212130882727,[5833.00510242]
3,0,0,3,3,1,36.0759369510897,15.850859994723628,16.645912591134934,453.1531190492302,13.963023952942562,25.519949584971517,8.007318039221206,27.857059426332928,3.437640370586266,1.387082154034558,28.72790056362976,2,3.291285118278297,51.12238518672121,4,5.45549299509649,0.13071724114885513,3743.6384781536913,439.8111313264328,3.1383056376302996,[5825.85720441]
4,0,1,4,4,2,24.653988276061384,54.61308315236151,28.35159716510917,52.55395178877925,17.808926540918346,10.055060720603564,10.047214669329337,59.19465702315485,1.3807907550891731,0.16322247247519403,23.798613920199507,0,7.953524908704132,18.612522264656786,2,4.019176007557169,1.2672127327880944,3821.7938910053754,46.85838634258537,7.321147429699487,[5838.80192541]
4,2,0,2,3,4,48.018372289751156,49.28792549172486,23.2398319930977,402.8567724226403,14.68476670742562,13.147085908465172,7.714747074178272,56.36791926818728,5.936130633094301,4.910350869464972,29.847590210529187,1,1.5671481977980315,51.855852543320424,1,11.773897215644682,0.905270841888027,3570.4284310115463,583.8018474216584,1.036313672391463,[5826.63438882]
0,0,1,1,3,3,58.252769680599904,0.7531630479782161,28.3277601788094,133.4410030981277,19.087487448918267,25.694795729151394,7.94275841625443,31.888863026012906,3.619865830756597,0.01589379592220579,1.287687251327674,0,7.3578010090274875,53.307967466834825,1,6.337675475903324,0.776793191342738,3510.3050372266257,978.0929019382049,5.629927054317593,[5803.52068443]
18,0,0,2,4,4,36.93168410239863,40.003520859754914,21.83416867782391,134.04359090071657,17.680216216475273,17.221356415559637,9.396021996839197,73.92943209858676,1.1000081336159213,2.5255841209095062,19.125637147112947,0,3.868048187815498,1.6927591212591262,4,8.321809949388436,0.9089574825634333,3638.737514927104,827.8975750416542,6.0039957396485,[5813.97508417]
4,0,0,2,1,0,78.1606365107158,45.81176818001155,18.822090937768294,286.4590502461817,13.327708287751019,5.7940263201185305,10.323457808798851,17.332538685962255,4.4448830357739215,4.3539770226840115,23.56830482648982,1,5.56803429471871,4.500064576594289,4,5.889736928018674,0.03729140271796855,3716.891219689501,408.4957927771266,1.2988822407102498,[5033.76594414]
9,2,1,4,3,3,65.66194699716172,47.67289506263405,20.720466852028334,300.7989922636495,15.998110106561894,20.637622928974572,7.076069958476553,32.47843415829303,5.216916348664017,1.2493462606904373,22.369568381326292,1,3.345481149221134,5.6151145230736015,1,3.175128026082841,0.44023042298853077,3736.3013081900785,990.4319570923253,8.114201088879248,[5822.19447354]
0,0,1,1,4,1,77.91976872413755,74.31960070330237,8.517097534332493,304.44750033068124,17.50222067881768,10.024097307420275,10.148528668384179,15.455922527384804,1.8135345517208128,1.2858599697856101,16.59621789050627,2,1.1723446289778077,32.15679162865216,0,11.299510731525283,0.6758215940118152,3728.1047129807043,17.963915442039013,7.410186794634517,[5800.90202663]
13,2,1,2,3,3,70.98193660673107,23.88689813863133,11.613895262372488,22.80855980298532,19.581307629020728,28.275969154417766,7.653526424062299,3.064888487252069,5.585932206519221,3.097103969435456,4.781378903664518,2,1.8414595077245854,4.38484578158363,0,0.3994959840565152,0.05942314605076782,3659.7128200136694,413.7726570650646,8.73153592579708,[5825.2323745]
1,0,1,3,0,0,47.17561859412721,26.90613667144791,6.49763573262803,47.52841165572915,13.640220246615327,27.466023486101886,9.573402219824152,47.06705719673773,-0.3823726096555241,3.8160242891125837,16.49496582506753,2,4.037944161847685,50.3262701812343,1,8.775045190733994,1.1902489742428415,3594.020724116527,328.65080883861424,9.376732966860253,[5818.09850072]
8,1,1,1,2,4,58.43096440267463,67.14984880976117,13.974003099215912,29.05205517650507,12.488851510987054,28.260865536478285,10.130528265384656,34.047343266701745,0.219874637556017,4.230866584383158,34.92619165903068,1,1.0384079150316523,27.14829322714753,1,10.437910931805916,1.2769204427783023,3505.408547080031,719.0600900182551,4.404409204318168,[5042.73327742]
16,2,0,3,3,2,91.01482086503438,61.79319368661681,4.716681318331194,74.14427987169043,18.96652482584736,17.146041910757923,8.313280501056468,25.48676548602551,5.817258150545848,3.8902481398568503,19.55643095216662,1,5.363041916347905,47.878671466095035,1,10.977372947220061,0.8638125309646941,3780.83252467054,8.936561551323052,3.86972043473258,[5823.21613964]
15,1,1,1,4,4,110.3808027999703,52.6809589970265,3.457017106690045,274.72259564146333,17.518258675276083,2.0776702774632816,7.241814793412107,29.935631150514258,4.27698187284242,3.6958300347185844,21.541875746338473,0,8.888905468984193,20.78822739954338,3,7.009344121164388,0.39089932987029075,3611.114753786565,386.959001343826,1.5241412424600347,[5821.19222862]
17,2,1,3,0,2,42.01150882585948,55.50451349284611,7.724976988802002,105.87273944927745,13.945067698043351,10.743162751494404,10.087188878052835,27.199297200554817,0.8888044730563363,3.0234452309996707,15.129074513277423,2,1.1021453460236583,35.20401047176241,0,8.945895901967285,0.13410522833304636,3596.5408870845317,46.70009509557682,10.495629734735937,[5813.14368356]
10,0,1,4,2,4,20.176734825603116,39.11877826316179,21.34459373922579,224.38388516774032,19.72134425401028,6.822070587693888,10.841642971976274,17.9625267766678,-0.9496399067647937,0.26673804589275724,20.14174697206879,0,0.9325994548857919,25.070577657008048,3,3.587446739231802,1.3551551049076096,3884.7231994885633,451.28297040387247,0.6899567343676128,[5838.45749201]
8,2,1,1,2,3,92.7112982129608,53.073870521428326,12.705017751930152,46.16945927594938,17.41756797313508,24.133615706662255,10.055389392374366,58.73361936249556,5.811644391473841,3.592112002387703,31.695262960918015,0,5.5641720969367885,14.982401787304623,0,1.3098312961897514,0.5721594792095039,3748.5408857261923,492.5352215919032,2.266459550194393,[5816.99346238]
16,0,0,2,0,4,53.27175304924717,74.57169733686887,10.553928262201708,455.5828265432564,19.0316458577459,26.34517198160074,10.484724576397234,34.92953320867854,5.22740013083741,4.147215023483094,26.90434063351628,1,5.858212722629269,17.239641855148015,0,5.3455335660282675,1.1982575970452198,3451.994103258639,190.91391677753532,5.132701050930729,[5833.13809596]
7,0,1,0,3,1,72.08635048276945,1.6883656700233458,4.495643653503426,444.7325330996525,14.602639257671022,11.44516022041348,7.098331218427439,71.92696443684522,5.919293951665225,0.07197629954809581,26.717793133661964,2,5.658401135904931,47.24061808840453,4,12.898376192816668,0.13404413815322197,3494.798808239226,787.2662043100365,0.7410340571738563,[5827.8544873]
17,0,0,4,1,2,76.05175551610634,58.931339559386345,27.434594767027832,123.55434457529718,12.310426832030085,4.401751328613159,7.536958750159064,0.5902126355242119,3.6991609009029585,0.6847824400688235,19.546701305319164,1,0.5974219565134568,33.98314704393494,4,7.221768646496684,1.368070877013019,3834.794977600851,977.0744614920992,6.1540391932539285,[5050.54977826]
1,2,0,3,4,2,49.26303084278027,36.97752160640163,19.46082492088548,460.17762831800417,17.98540192148057,27.55568612436384,8.01555913605112,51.732442734820026,4.756966427689268,0.9918709648448701,21.551302391011106,0,3.7604603577088476,4.597110943543756,4,7.995571677422524,1.2037518292359732,3738.784416832267,868.3299813172098,8.842790413218273,[5832.20234209]
5,0,0,4,4,4,56.49793401793538,51.3147780895182,27.34633631893089,179.67326848778893,18.246477823253592,2.1872468074004394,7.618878898554933,17.444476668126782,-0.911728374990268,2.726249345783413,19.86434517082154,0,0.0013840474965733296,36.354148405078966,4,2.146238216228447,1.0580579444596832,3596.8496376800767,977.3246276283659,7.867901427585178,[5814.58639721]
16,0,1,5,1,1,95.3335028082528,53.54800949291714,27.81421535720341,434.93501746755913,12.250388138125821,10.193881116340188,8.20843321534442,41.97087539492123,2.7412632402499795,2.1941705566843135,17.154926026511472,0,0.8320833582684286,26.5580720514574,0,0.18847619710246868,0.2950894569942469,3575.382396775833,19.433520686407356,3.5150956247010674,[5029.09493626]
7,1,0,3,4,3,51.740385809926984,46.57243457813277,13.782913625408078,169.18941601520805,18.02007813425982,22.48840236604005,7.7136675826483625,41.064081890708856,-0.7212001118875833,3.6891553274170352,31.134850196840386,2,0.5040438966027899,2.6261531208562885,3,0.5988122465478145,1.2261341083737591,3708.206143676915,606.9856086858766,6.706553977235825,[5820.85515119]
6,0,1,4,3,0,28.39193000668021,63.11356311350926,4.045102526360135,246.72325567747436,17.141067069633106,24.355094535929577,8.033671860982675,36.141563261151276,5.033957871677459,3.692344424994493,26.29202582395666,1,5.053771549139942,42.521927885995645,2,3.3110524905975205,1.2381687032411381,3551.09719185281,325.5771342545849,10.08462944932325,[5840.65322484]
11,2,0,4,0,0,92.19413553846937,59.34121108551534,18.718994693018843,37.98381008329813,15.803461218025971,9.976526273425675,8.782422128958055,41.41940847135562,4.676249546215116,0.8457064527266351,14.075617505480063,1,8.489044011954736,34.09811124168801,4,7.537805588658849,1.249435895370643,3946.6307749438124,372.2275527283791,6.315146251618831,[5841.00125735]
2,0,1,0,3,3,83.44799206419648,15.28537565838939,14.958661714244723,30.333679614164303,11.128113210765274,27.860017688430283,8.061647934868848,32.56868119009546,5.929380820857089,3.1906211562188638,14.556897235709519,2,2.854239450012748,49.56667656117166,2,2.276356806291954,0.6092456772970212,3607.130600101085,737.4405813629443,7.576862176977672,[4884.32250898]
8,2,1,2,4,3,56.37780466972163,40.18161162822832,19.945677302079613,121.17921560908451,13.996749186366731,19.176793995283035,9.834880162368298,52.678154304402945,4.30122009171956,0.8421179717753402,15.632290215046448,1,7.896895504205171,39.89278347064617,1,0.806518522111091,0.04038824936615637,3705.0093010811615,601.4352899883006,6.039448930050413,[5824.67242003]
19,2,0,5,2,3,23.589523413887775,70.73312771384249,23.006178246299438,370.8164269819512,17.50232656686002,18.94528349142973,7.483604952845071,43.312076781997,5.701084406986439,0.31418915100694406,4.240083133587347,2,8.95933514862064,8.510617034215413,4,3.155318506161723,0.10496494986452011,3741.151332391182,9.707501719133816,7.865153455637851,[5825.0546547]
7,2,1,4,4,0,22.80292166927434,31.646356639727436,5.279264227353301,61.01949005236046,13.046091928198633,5.144394207739958,8.518155661407652,66.02173003482915,2.3517759500147486,3.330496924549682,0.07429208067900864,0,6.100017788873211,42.39985482567558,2,9.780736800694546,1.2797190228757334,3876.6540234836784,451.2237251238911,4.306096125320448,[5050.73408048]
17,2,1,2,4,2,100.4126994208458,3.647876618602069,22.26337610528663,68.44626157215137,17.33001024315898,18.059953728134165,10.551504302085338,17.975195778845215,-0.6003424560261654,2.1334890030108467,15.709936793160523,0,0.36571033198410957,27.837219181541105,4,6.105652602279002,1.029658829495648,3420.8597565472996,84.0278743604908,5.77057266798718,[5819.56533897]
12,2,1,4,2,1,53.688696310802456,31.71583841724624,0.7137884161420724,101.12203970192179,0.4325740320740534,24.749578359768197,6.9302616803994965,37.58040631789538,5.11839486527905,3.3915815389509576,30.386233324356983,1,2.8270621280633494,3.2444535070836826,4,11.551946123593739,0.46050748507670447,3838.7570659857233,187.93179674224868,4.344105276823837,[4843.5314661]
12,2,0,1,1,2,75.75115261992279,32.13024117507757,8.731119610097396,405.93993578911875,16.081510472764016,3.123585466759327,7.79602889155635,47.12565757728684,5.072495886287581,2.9959091248718783,21.653289067201246,0,0.040425271395710845,10.562642108298501,3,11.279499322805137,1.3739493353645271,3707.716719483617,934.6538248866605,3.2254925253520064,[5833.10095353]
4,2,1,4,1,2,55.34410027910087,18.047196449780717,13.516060404700323,47.68296811127193,16.87565726656764,21.81533578786685,9.571922151837265,71.16583124429853,4.49177219225782,4.113412107850217,28.371021536089945,1,2.595593758175189,1.2235852558493767,2,6.937166642259192,1.2721323975616368,3889.9134177537594,654.8993127009574,6.129502360303585,[5840.05707831]
14,0,0,1,0,0,105.48950918180293,14.018210835250766,25.719618633747825,297.971055868948,17.081833502550424,4.5033581311933055,7.481342726963228,28.312634583062945,4.351637222508285,3.5196226117391283,7.154607365841283,2,7.915237298387814,39.23679809004915,4,0.674804298354098,0.8767662233631202,3937.2611103259055,662.7892080087505,8.201069076650361,[5818.95838495]
8,2,0,2,2,4,74.13817689450497,10.184626622174306,12.577255638682594,430.42334526629224,16.436606856314814,6.255028215848918,8.070713772219003,66.46531791306163,0.5568997818904995,0.8628038989139838,7.0954527954394315,2,2.315675376168711,5.074053714990273,3,5.403092897461293,0.0007169335958201672,3688.881513288112,403.0704412932605,6.207672918426002,[5825.75815407]
0,1,0,4,1,1,106.84857267854028,62.58652274599758,22.514397237292503,124.30353325060835,11.281200937976102,18.14263950565755,9.058481114608087,4.626823033056378,4.36023549684551,4.594961910391522,34.13728813080376,0,1.9626467881981242,14.513655760468119,2,6.656886609681394,0.9118486187328461,3523.220120489372,497.4898215923017,9.460846235061942,[4896.61204537]
19,0,1,1,2,1,24.70404738036891,6.285993666419862,20.489009504203054,345.4391412203842,14.656358617926216,21.904456921864874,8.18758114344824,56.12391897734972,2.3377178262786473,1.5206198361546632,18.922975611850177,2,1.9401312046816699,0.5356580680463637,0,6.820382197447974,1.2407605129438264,3502.707127292701,513.352787035712,7.828386637676609,[5829.98538163]
3,0,0,3,1,1,45.58872892825858,19.051033559785285,7.613627961512922,201.34641432391865,14.755897609824247,23.682754975001785,7.5876771952550435,44.0277466755638,0.404185802701575,0.39709217315986156,31.22620756278227,0,0.8631246897453884,12.333330898502934,3,5.7747484262229305,0.09974671943367015,3797.917662618495,790.5881306761916,9.027475334252369,[5814.94873036]
1,0,0,5,4,4,82.4007854973784,49.271408998404496,23.3937364206648,477.33668008588774,15.051585306308844,10.451555915546766,8.949537814305657,48.73040057662974,-0.607537837043488,0.9535752630699059,4.679722237615788,0,3.4349693273778206,50.802524326819274,0,11.721060459160913,0.8181280944373436,3940.2304632044875,974.3120206232117,9.312204377351993,[5821.92120703]
16,0,1,2,4,1,90.3480395944737,43.8373143733549,1.3207880670160592,43.21880030394558,14.787721692766208,18.227327714468935,9.505379437259018,17.28297667805599,5.100341346084518,2.5042957275229276,10.261956371864953,1,8.68825466053008,11.549279981991742,1,8.968772736070424,0.6645810176871411,3474.4838756726053,211.15382221397837,7.577621094868055,[5820.6014024]
4,0,1,3,0,3,85.23995489406397,35.24746005764774,29.49663205186945,138.47186920097025,19.262937231038798,21.604817016557323,10.98681802216245,68.70887408704431,5.648670901591299,1.7001693001068943,2.4592256843538602,0,0.39288866461969435,40.130875324169494,3,4.624450794609585,1.428516509039203,3892.6690439338345,753.3655428671024,4.790485898694049,[5839.19059064]
16,0,0,0,3,0,106.64758495792115,31.366103501153148,12.186245990234944,23.923485741322008,13.744949751061261,7.602824225078089,7.949103158394928,6.541529626219371,0.533865591467368,3.971822043439938,18.783321581748854,1,1.8858545047331912,37.933729040251826,3,8.889644224599525,0.2955094617937532,3656.0786085251243,595.3581649479244,10.68160920880815,[5809.84762625]
19,1,0,4,1,2,78.2826912170271,52.774884541517196,6.542212010905517,14.386254586427343,15.706268109565867,12.912369458318022,11.173598376590089,3.8154312122111254,-0.11198015033281905,1.163137625480379,17.188781682382253,0,8.559066338496638,16.51748478570902,2,11.806276939936605,1.3121078613517667,3425.9383142975416,87.66649012282957,10.683107441075396,[5837.60134917]
1,0,0,4,4,4,94.63973422196966,44.53297827477521,23.051657931715617,271.87086358993497,15.007637189297727,6.129508446239777,7.387409133767073,35.39723383720175,3.0537750117566866,2.591748698162456,22.55080418490382,2,4.192099075869425,47.16729193736455,1,7.906916445350016,1.3380594117046403,3534.7472285088684,347.00486664410744,5.654057939785534,[5845.56007211]
