Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),TN loss (%)
28,7,3,3,8,4,100.1873827615667,17.390056504537867,13.82924702949993,200.90752923405572,30.289533017351843,13.362324571421512,1.6884618512744805,46.6963076394483,11.695583393801634,2.774102576529175,38.880448725567966,0,8.081114404035779,54.8024607694976,1,9.888351379600756,0.26196050416963196,14140.869739188145,71.3122297030805,2.999339293296249,[50.17673499]
