Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),CH4-C (g)
10,0,0,1,2,3,28.605725200045896,39.44573033727804,7.969793866078957,78.27316106157495,12.658013829314772,20.565073665653653,8.605860355865207,54.40140624866041,5.535628015058501,4.452198276819216,23.02195346393728,0,3.1650058457491936,25.863375292686253,1,6.45917576224908,1.382746049938068,661.9908312355163,737.6830002455998,6.228659254829626,[30015.11497176]
