Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),CO2-C loss (%)
0,1,0,2,2,0,38.155209994970576,34.021264783074905,4.37759061798927,16.904854692078892,5.149744007417699,6.603282856917517,0.09321999747876754,61.976391831670796,-0.6280966715102821,4.304155642660511,16.137303136305853,2,6.379208197920153,28.101516081960252,0,3.3522548496784,0.3445707830349325,7.31373521409018,126.24904819366131,0.8236206325791399,[39.563366]
3,4,2,2,2,0,38.89728601673315,48.66449870944197,10.92539339806189,16.837446281142686,2.6132110492570453,12.082530687974316,0.7256860599701395,57.37931703818669,-0.09349270529847153,1.9641178263009555,26.468987585042914,1,9.572652121777534,46.88184077814893,3,0.8464335999781302,0.529736132890726,295.5301581362324,66.5157345423875,0.6954686119783948,[32.23284]
5,3,1,4,2,0,56.69579394232353,35.41984254915245,9.942833949878183,8.726565827713525,7.466959688135923,9.461617636470752,0.10646447873419514,61.90072208420669,1.7602187503119984,1.4001284535549987,26.310764828510752,1,0.9011952203422373,1.999939340573131,2,0.537702759453063,0.47713396526533114,164.5535610859107,75.7924581201481,0.2135333342323572,[36.98452]
0,0,2,1,0,0,47.747382769700664,36.66940336982523,13.074811450764498,29.753862589295935,11.570500194782017,12.134221955469075,1.3187568420041662,61.47481207482818,1.9881319254329095,1.4260857238827667,27.25285937091985,0,1.3215791210225445,24.39935305410149,3,1.0513044484497627,0.29603994974349207,129.4765631335953,110.48290404166313,0.8789399060789992,[36.97325]
0,3,0,2,2,0,63.76753658920634,32.202511579217564,13.706905594454206,15.353185749777776,7.001354509433964,0.7269803308359274,1.0258727132793248,62.46168684509937,0.9660933759843342,1.6255848818336174,27.49089191110874,1,3.1117155065577013,21.447393342927057,0,1.9696230506714836,0.6052904378225782,277.06816605273065,53.83970795085871,0.6310250127168703,[36.803562]
5,2,0,1,2,0,32.67394308348149,58.89391073534274,1.960333184418868,17.11832545444003,1.2437754308228437,9.033002644014628,1.2173714194660423,74.018948535803,-0.06153171915554645,4.24217257301214,11.706408937095244,0,10.260623466457886,22.90007802719548,2,0.7142226672399463,0.6178489078659491,154.4269264787346,49.008204114067524,0.15112084088371208,[34.795185]
0,3,2,5,0,0,30.288170416556063,61.67903967147913,5.902657269349975,28.20846888203048,4.417384748727427,22.806512680754057,0.5962920187981213,68.61062306965431,-0.19704717566668284,1.4003668881853206,20.747046343146295,0,5.283688295351615,23.35443515251357,0,0.9289246571609812,0.10803506600115619,86.78521119717986,133.9385958759191,0.6901139885859267,[40.01152]
6,2,0,4,1,0,35.429999392141546,30.284034192780044,24.16504257076589,15.422175910914078,5.543170284846356,21.18776704952953,1.2450294710612053,60.6949415273971,0.16472397335133704,4.268314130950023,19.72459735125595,2,8.370181038391287,21.53738742683402,0,11.696730780385867,0.5905560673766372,371.1998982939756,132.53448439094103,0.8277887604067597,[35.9914]
5,0,0,5,3,0,31.20451700053539,54.53606037800674,10.359199015933369,40.66832605175484,7.338622569432114,6.847811384425145,0.9165810078975816,11.38770807076932,0.5013590104090255,0.2789188048248185,17.665262234278817,0,2.3178599215621776,38.31047087754725,2,1.8322739096118126,0.590921653538978,317.3946180147413,41.64026437738296,0.46933878745723967,[33.1076]
2,3,1,0,2,0,59.08079469143644,48.81108116627084,27.843473031421922,40.41142785178454,1.1991194597352381,1.8045739668033605,1.0267257996044272,70.52988059779769,0.601576216952387,2.535285509232175,16.76910598572619,1,2.3587314521552347,50.11565319667466,0,1.3822400806159336,0.2457342135938312,299.9098827769349,107.83731222124447,0.34976930610041074,[37.87543]
2,0,0,2,1,0,32.66054555582705,49.014289213322954,2.4431938906263073,8.387804609289756,5.2080062908533895,2.9258054506825673,0.6877474939545709,75.90595329961924,1.2105379964801095,1.3985697872844098,29.168376575940037,1,2.094331741951926,25.145486731498142,2,2.21846427506322,0.6997404642488546,297.94147539893544,145.27424499987086,0.6861044367941994,[34.65105]
4,0,2,5,0,0,33.07596984625254,53.28137390202453,26.753020871570616,1.4696817958812467,2.1103496160719315,17.48808193613523,0.7693042896946496,55.16044932392094,-0.3567340236696206,1.9267759633172277,24.625326270330078,2,10.639311433396925,10.61753416946237,3,0.8248344236421878,0.7314082722580759,363.68067508233736,53.7757186567166,0.39824081518926063,[32.24403]
1,0,0,4,2,0,42.845779507991246,42.17387009727854,10.686304582058197,-0.01390739013179737,8.56361804941394,5.519119586598401,1.2790759923619859,62.89594573193144,1.7877294992032842,2.058494256698785,20.188418879198306,2,3.442508831894821,19.26507545561503,2,11.6592755183088,0.047478360064081584,72.86520320056,8.839300022353092,0.5600935560002605,[34.35321]
2,2,1,1,2,0,36.88336569129888,61.22454010329885,16.97413471983385,27.10642052229072,1.6931354426629386,11.385845844481878,1.0015781688580532,57.32353707094719,1.5067838993886644,4.176093211363242,18.423522188894797,1,7.686827015365319,13.990692691464652,0,6.602073366976669,0.32573723579885205,0.6403873912222215,127.59291328796574,0.5201496832711887,[31.250889]
0,0,1,4,0,0,30.84258519081898,35.48455093631269,9.932861435983463,37.860756791720966,2.9110164434309107,1.8489829761037635,0.5860203438933126,83.96966315412487,-0.12901922111844843,1.843064504871179,23.145657509020193,0,10.454796367953936,30.70773957258808,0,12.84318765315222,0.709922396633842,304.0526791541203,15.433120407582392,0.31403336842000357,[34.9507]
3,1,0,0,0,0,35.84560382252425,55.127325470321566,20.26380330951964,22.026050126707375,3.211908564224378,0.6861228260906987,0.6408549222394815,61.64266425542671,2.0008328899655385,1.8601211964371633,19.64591399374341,2,1.202662547022746,3.4436355213161884,0,2.2236008907353453,0.38612759449146333,16.170084764157316,98.00814064467798,0.2502022559165217,[45.86444]
3,0,0,2,3,0,45.559081765248386,60.606806202399575,24.25177573535499,0.23471257464227913,4.0826546852038,2.095686750270225,0.9503634878162978,4.948528578766771,-0.4732291809899021,4.22469289354083,26.880148503101648,0,0.5213148018352022,25.911702215236875,2,0.7087883172236469,0.6860434816842467,120.57792655160662,39.32338771552113,0.5572191706989549,[35.4382]
6,1,1,2,3,0,31.469334197091634,63.67369937137171,15.032667211250192,6.84534337500898,0.46501712840055076,9.104721623106915,0.2151941723593816,73.9313936151457,2.3635332055020153,1.1090756163717475,25.835230542627635,0,4.8370860267873725,2.43783561176394,0,0.11065245726904312,0.16940490841521483,106.73673401457289,7.995619983926758,0.42280666106834186,[37.281246]
3,4,0,5,1,0,86.52205625291847,38.02026461231326,15.948504093253558,30.42505753768254,2.0025953062617874,5.842860763358127,1.2245794242444417,72.46889033994226,-0.6809282228422744,3.3691211659329747,21.492485496141647,1,9.558049946771405,8.388130536983692,2,2.020042459995695,0.019130920370469463,16.929010785099237,111.73815561277632,0.7733085610034242,[34.47909]
3,0,2,0,2,0,55.36305643273844,56.94336322891702,23.092605222375212,20.800203729941313,10.739292833704447,1.3999061839909177,0.7575998276568333,77.43272429036945,1.066040307402051,3.1283049196235484,19.954032955343887,1,10.297744135481004,39.651360389437045,0,12.83273027918106,0.10514767680851189,4.232503715769339,31.34128979279516,0.17993610910577398,[33.77501]
2,3,1,4,3,0,52.49115698364464,55.22046297710463,14.742840522373955,31.555178786253187,2.9247547059788817,7.079768959132634,0.6012207125973914,56.348081750615,2.437133909058108,3.353222839231205,29.822842507461434,0,4.424521798390913,16.395393908834627,0,1.2024548680735963,0.1550506117534739,314.50717965324503,97.32317001089982,0.817591712215265,[30.302626]
2,1,0,1,2,0,39.877972990091045,31.24927404170341,13.707556218459873,1.6201651972084958,2.0320224799723676,16.32545774001778,1.3437023248423186,66.72986888872146,1.401179177683325,3.767515317871388,29.948825443606115,0,10.14828865038764,31.147005549295258,0,9.795950710805952,0.5319979427952712,148.27446106164157,59.602696258983826,0.4973053359254881,[31.54298]
0,0,1,1,2,0,47.96261032333681,59.26303071224738,29.379071496673003,16.891531636625817,12.513075031977205,15.672405012702104,0.823971599692592,70.37658878289163,0.7661061802039086,2.092095190160979,29.401491218834856,1,5.013542606231853,37.60597683452489,0,11.794189752067748,0.03124448207890645,285.6580685140317,137.98573446346634,0.40726598497617206,[31.537014]
2,0,0,4,2,0,31.09592022630446,35.37970167238648,15.460301868938142,17.87149699087946,5.91697614401519,13.94491184095322,0.5321595983456082,68.42031094317224,0.6733292567956828,3.569803823854614,28.03403479240557,0,7.510682477904575,24.581666578311214,1,2.164037472259316,0.13458048776386355,8.181477889728074,41.58326324786786,0.06117792371782905,[40.029556]
4,2,1,5,0,0,30.260879621027563,42.15547228556434,25.76516567791345,25.1750364382244,3.2374918572122198,8.145461736538184,0.9198127078733573,62.7597480952627,1.5732910524952075,1.1034084379856317,28.264785121524305,2,0.36140078093416356,49.984112540411466,0,4.80544708402378,0.22688187497723608,43.1893442859429,108.02907254285292,0.6780326238745117,[31.278543]
2,0,1,4,3,0,59.847325340055505,63.871241920413055,-0.10814488131584832,10.802431097528617,6.855379348457398,6.389922218857591,0.5784788048080216,81.56210501111369,-0.699991006343217,1.260412379423052,23.83902449264181,0,8.149542128378153,20.441608216231398,0,0.6738790234378661,0.47584838728831297,169.72090338940703,42.395872895752845,0.5619551594385289,[36.290657]
2,1,0,2,3,0,39.20406582366805,61.186832830155936,-0.2199587026612223,8.310852685371291,1.6094842264485836,6.122243165440843,1.042204195482558,60.91485073190579,1.29718117938747,1.9660759358250903,20.079485277939895,0,4.464141587509615,48.303638588467926,1,1.4784228883624793,0.2350413892793133,61.8550351545596,34.0922373597524,0.8188083993334769,[43.197845]
0,4,1,5,2,0,29.96668137254713,48.85564156501378,16.59784131679461,16.96016735788194,0.2515484899076891,14.89462903858953,0.7742554699764399,27.278607152770977,0.8302977833781613,3.9157028386981145,27.870893457942824,2,8.301004412670837,32.78998119504433,0,0.03881881508540402,0.04144475777463732,380.990322180956,116.35222264876009,0.8045320697850488,[34.403744]
3,0,1,3,2,0,31.974524751270167,41.080636389423,11.687583924321409,20.225315626151648,1.8898050129014967,16.531769452877537,0.8116819134742045,64.9098839384401,-0.6254747795576366,1.814256316242226,24.701236613893588,0,1.2145381932301098,11.309369657192839,1,1.670855732371703,0.11892796209265812,148.4973650321733,139.74168873587854,0.07228499232242158,[35.677708]
0,1,0,4,1,0,50.74453893398584,38.60334403534588,2.7178169263887213,17.666702262888943,2.324322085149916,7.3221124553749055,0.5895472590132962,82.62490556419745,0.7344338340620262,3.068956885935997,14.804676817553494,2,8.631132047631665,52.092754687806476,0,1.3101163482654856,0.621454931772753,201.24323015344277,111.90327610389042,0.21119310923248613,[34.03224]
5,0,0,2,2,0,45.316533562221174,63.9785483159543,21.892927345248232,34.49979448378419,11.555660259146759,16.91226358671424,1.0665167813544603,60.5039541693031,0.09826692271628046,1.2462057243274087,18.784725508764502,1,9.234124434987168,7.932395769551749,2,0.9262806689848632,0.5079184378226054,367.0569005048236,73.97173290361548,0.2973576821978587,[35.98707]
6,2,1,4,0,0,45.92350242065874,43.027296618601454,11.91464573396756,33.96590803537454,4.628428709235218,11.678375470067706,0.9918410449436171,80.42477625293738,-0.22643605386093935,3.56332202987943,18.232187806865937,1,8.473577366681676,18.691472282745817,1,0.3712098737878402,0.12340236078509519,246.21337250542936,115.00067974724858,0.7230303812271526,[36.755257]
1,2,1,1,3,0,28.576840242197882,30.499804651810518,0.825841776176159,28.879415617966355,1.6881904648447188,24.07892842148983,0.8652810377252823,70.71118715402022,-0.05677890026488641,3.835058262745266,16.653448069593637,1,7.9445505507287315,19.355973297005704,0,5.17753927236699,0.21306180170346148,372.3929596066069,89.21577928581655,0.4069308653570367,[30.609276]
3,2,1,4,1,0,50.33914162467049,58.560996881247554,25.768985602199788,35.104030719043344,8.947188254983281,2.380136222134288,1.2671440825067328,76.64481741603939,-0.5628265320585855,3.4581458025620204,25.401266607803546,1,4.3810585918158385,36.15122716683442,3,0.979079859610257,0.30032193927772005,94.83248101910928,73.09999940874987,0.0422575177819841,[36.394394]
1,0,0,3,3,0,73.4939196892595,43.68190916387788,14.434288127668525,28.708178499208167,8.399406729593968,4.2986754071217215,0.06856687727118428,65.2722057829721,1.0336031314277632,3.521361152922531,20.34960633266974,2,4.390921045911743,43.324535495066804,1,1.3449999751257586,0.27438266446504755,145.44206133096833,41.65859460556061,0.408966993309913,[36.875607]
1,0,1,2,3,0,34.81449353507516,50.24154858358284,28.94703139375198,3.5567526227504667,8.11557850731327,1.7542004261918072,0.45680662213424056,58.320394188121746,2.245229609259619,2.967349409779167,29.512072696645742,1,4.679106174672249,18.515070773000083,0,6.754569818449532,0.46615827377464275,53.82074784852345,119.87041569418672,0.9153651056599843,[33.43699]
4,4,1,1,0,0,59.12574091897774,53.546362339768606,6.546244100719074,26.706402746988175,2.1271959089141177,9.663489819856926,0.28062795577397043,76.22362905777952,0.35951782257303444,1.9710882282336153,26.49984828897349,2,8.280366826131804,12.498162365216203,0,2.1873002213574506,0.06506284867877422,193.20741062358903,82.2094589846755,0.4291097732407923,[34.134823]
2,2,2,4,2,0,36.49597708784816,40.924977714705655,14.973985632992308,39.51227778160899,0.033899810592088686,3.096779801854874,1.0197573736804708,41.83831882248222,0.28017791198408215,0.28201234592927865,20.349791428512056,1,9.650778539774008,8.953339654660285,0,0.607001103585556,0.4269801428364099,352.7437093983855,114.2427790197563,0.49947204880116625,[37.146908]
2,3,1,3,2,0,31.618241099215993,49.48918282978714,29.452522626574094,14.174029677655865,5.84053120351278,8.96621784546956,0.2263569278676535,61.7155971814618,-0.15501087340290787,3.359782939081466,16.993270310171432,0,3.278044001889351,25.43308539895898,1,1.2983546474993435,0.07943330075942968,43.612267020586664,5.595850966487598,0.45728447442339554,[40.526913]
3,0,0,3,0,0,76.28785598572557,54.86773448289105,22.65039672535951,10.400339336672054,0.8043876313241585,14.483816355829315,0.8717481925627606,64.43411374597119,0.8112069960285511,0.39042631276967665,19.829212188518728,2,8.376668276780503,7.052376626551209,0,9.182777512330658,0.3355763215037002,88.02793426393826,115.31688772923702,0.6454538427307699,[32.278038]
3,3,2,3,2,0,65.49500949022317,36.64808045562181,13.67118897933237,12.710460212382603,1.9450889578588955,13.39078199054589,0.16283310696329176,66.43028209650042,-0.0785023360037278,2.1701938945446386,24.664416958878228,1,9.606934521788187,53.851622926222255,0,0.014264400424859991,0.7722088739539099,52.3453363719894,139.30993684796837,0.6520778583412581,[33.72951]
0,2,0,2,1,0,32.05431642367486,51.24570934448796,23.048450286022067,36.824988518688656,6.345620567648825,24.62957161794047,1.0273978036721312,52.902150954740655,1.10321330254967,2.2323371861539605,25.132137551382286,1,4.57470587580477,22.2805572285295,0,0.8062017225551242,0.6355932300481764,396.52162173476006,42.66680552546963,0.3659628253479757,[35.958817]
1,3,1,4,3,0,47.681383378232354,31.968505808112766,-0.11253680028102686,34.79817056539399,5.928523052908689,15.422505918110376,0.6645758114055247,62.956226572748626,2.3288487728808502,3.264305414224613,28.124637756235913,2,3.1746171849627385,11.251668034099415,1,2.0704506121865145,0.6649747227056235,330.8459152053202,33.2983108917257,0.9408716781757992,[34.622616]
3,2,2,5,1,0,33.627584064398036,35.31751056337711,20.66747265936051,31.84211476099303,0.1741320207139554,9.329022173533339,0.7949556008401686,23.3761088076953,0.6591210315498257,1.8231784481707791,25.527154207052806,0,3.816944400773727,18.831001217800484,2,1.3641899739064347,0.1603315106402841,322.18517771474075,116.22313559629438,0.08209436129474966,[36.190662]
6,0,1,1,1,0,71.49737015557932,63.93852424481524,8.058312610882998,30.7168717132856,2.695128986373126,14.562044946679627,1.0471851848047484,63.34642801351365,-0.5812822232908896,3.7807834426458657,24.483386442950376,2,9.633166316620505,3.795896220039773,0,0.8062443696208843,0.548666445677202,102.604943183493,122.34592646965226,0.6518287534338091,[36.75044]
5,4,0,2,2,0,76.13116706993583,40.583768920150206,7.718528176970633,22.90069460159335,10.333690779701412,6.267591587188489,0.4842539504533059,65.46647410235623,0.1908464055155279,1.481367592969169,21.088836426749992,2,3.13683607162585,22.424268174629862,1,1.1835840718700485,0.3833253956693026,267.7372945087303,32.40881748470575,0.7670531770459655,[31.703032]
0,3,1,5,0,0,48.964488323222895,55.69969271972901,25.042432939849387,3.1267322430451667,7.819825404262046,22.568492893653406,0.9825745399053465,61.74639980083972,0.6339916313400464,0.03374473910487693,18.507281680672108,1,9.909212563804928,8.78711911231468,1,7.34302749010594,0.3913849531080134,3.5324482319766664,23.02975771872837,0.3284228811221704,[33.381332]
3,0,2,1,0,0,71.6868727470113,49.378518278094575,14.231784009509486,41.089964643458174,5.209695227102565,1.5748562907061032,0.09662925047610738,71.81652555952161,1.6279839523228805,1.9885728920464143,23.542452991228853,2,5.1292594394639845,7.557295165154979,3,2.197945996590932,0.4394541686681802,47.812352824404584,76.15497190945098,0.6970139127875642,[35.820076]
2,0,2,5,3,0,47.95883267451417,52.60288742952823,7.493052840037739,14.789669796287926,3.294908802795505,3.6488702744334827,0.26941298370816263,79.83893492666392,2.387488158198101,0.9597032713463616,27.447228379861343,2,7.3968424428703505,32.36401251288895,0,3.9190254974651504,0.26524415894990433,178.09644246716724,53.08884992128599,0.22021266315115579,[31.151665]
5,1,1,5,2,0,28.327873393306966,56.290223652204034,23.300137040675533,6.883604291650445,3.159007740976349,3.334648098791382,0.9593706799470848,38.776086073540085,0.9116895451533111,3.621610117811305,15.033271308579582,2,5.549672738984486,11.489349985502448,2,0.7661469934812482,0.7286038603096688,131.23385116750282,18.260303182167693,0.1801483238699473,[33.43776]
3,0,1,0,1,0,42.13254183763405,52.168857092003186,27.2833066655408,0.18204802150163335,5.651953241372628,23.447923833521635,1.0354774684183017,77.18017235068542,0.5713977416838432,4.106522878380424,11.154068494684262,0,1.7502295116848556,20.159501107602004,0,0.28750667321081147,0.7671683803279821,408.1673454973447,105.12103783937924,0.7580561615074015,[33.4208]
2,1,2,3,3,0,59.59915705046261,54.55718561451772,27.315480143050713,28.22366626792668,5.330680855240169,23.121964146437346,1.034841836896795,65.7727750858682,0.9343861053790361,3.160485494090505,18.304813048879986,1,0.3730216678633487,0.2943586212193534,1,0.3854463940128585,0.05845363115187965,198.80216508774353,46.79585268245003,0.0725905736790402,[33.36604]
1,4,1,4,0,0,33.7726964890483,49.89402644938736,26.228119191806954,12.984296971684469,6.5108310235461895,12.444541463798808,0.9993892523696275,32.16701419302832,0.556800692354567,0.35034090084016867,24.44852289384731,2,9.15770319555407,36.19359241096697,1,1.0790682473057474,0.6011405610894258,153.85311749237863,5.707780868944141,0.209689805249727,[33.75593]
6,0,1,2,2,0,44.39740130187793,36.10998164010455,18.361641677612646,34.779843491857136,0.9950404370542685,12.901014118886543,1.2540009346597645,28.91707166485977,0.18890053766212933,0.4874482498206798,17.991512456375748,0,7.807904702234556,0.6682520145497293,3,1.0348472660884824,0.716249421194712,91.02296067899627,137.93557387577064,0.04915298138697593,[36.22061]
2,0,0,4,3,0,38.992334642760476,61.814149616482844,18.132384567809993,2.234219475535949,1.061454485980346,0.4331745597017267,0.6278689941836728,69.06968751024081,-0.8536672349682319,4.258756072204558,22.268999676879336,1,9.960744313160262,6.301946914293051,3,10.189921390720258,0.3047519562535243,23.38112281638745,84.95446044919088,0.8373610736765101,[33.673435]
0,1,0,2,1,0,31.113358470880435,35.12645077936734,15.932026310515283,5.472007953029682,5.9075197346044614,7.556346306203531,0.8017042470139093,33.83823276493051,-0.2732110011327784,1.5619610104768693,28.693094908908122,2,7.5462400624953,34.06245249171206,2,0.26376006233054217,0.05249859919806412,429.0253070900247,8.449737423731293,0.9602952152832844,[36.23677]
3,4,2,0,0,0,47.822133627293795,56.97415721236475,23.883291949100983,14.471597765186848,0.18294884170139636,5.841125570314173,0.4563484632038464,45.248628010829606,-0.11914620791023522,0.8910917574647368,20.414665149919955,0,5.541195476816794,45.030804311826635,0,0.5712626904666243,0.6401431392869645,366.6467397016461,57.808943682244724,0.16958138478880963,[35.640224]
1,3,1,5,0,0,28.774392489890666,38.903344166071705,7.9460325990627645,12.117682922085761,0.3369076159247876,2.0197464394586113,0.3597880074311276,69.56431610387327,-0.6737344408311949,0.8792451552867896,29.18884600047887,2,9.878929608094928,23.210877022842855,2,1.8464007274899952,0.7022586815656943,422.59641468152984,75.4827827313808,0.5007247442402138,[37.186405]
5,3,2,3,1,0,39.258851622221314,39.91334445247979,4.6115290504247195,29.013793183571785,1.9353695626706784,16.002800456264545,0.6660278562993193,74.99940943551918,0.9020857280002468,1.6967960466321272,24.089598953597765,0,5.998496113807636,14.015203025239487,1,1.042913517034941,0.35694970203452114,268.35092854368753,133.9117558439252,0.28372675013810883,[30.682459]
0,4,2,0,1,0,89.99116806749049,35.56964999340395,26.627214733677548,36.69062184552043,10.932155863736526,0.9231600484289781,1.0188258186014314,80.68681528168936,0.635728871867737,0.1322055903983799,26.13805131028044,1,2.2161135232949376,33.779301643173916,0,0.5943942579513543,0.2430565461046998,171.45751794045626,127.32661637712492,0.31329299284595186,[35.656357]
5,2,1,3,0,0,45.06749554924324,47.30690047434115,10.334492259623437,24.780559616707055,4.6533128753245006,12.500512572561389,1.3017351736373828,60.55506190187127,-0.9268789721715496,4.328792358987681,21.066822229780506,1,8.986029799027587,19.865378896928156,3,2.187364258194781,0.24608110634134867,43.178697519146766,101.29318602609776,0.11744852963190823,[39.234825]
4,3,2,4,1,0,73.9338517153135,47.224987439603225,25.365298995223,0.2097163386567853,6.966549918222249,9.062499657429083,0.33388848039529,63.496373023630355,-0.36201875545877593,0.2644827655523977,11.371239965788806,1,4.948291232817112,40.66559654200904,0,1.3100846815840486,0.424982456160111,136.79861101369062,131.31434995732673,0.354622985021882,[34.52967]
6,1,2,5,0,0,42.3274835963262,43.802895924043625,21.558733811811923,-0.8699960195239518,3.1762973758776316,3.052992781522218,0.7570683455515668,83.82925177530394,0.003976619028441819,3.789897827595692,18.60867079567689,2,5.057027891722277,40.24246226934786,1,0.6291060947996616,0.5931067558646054,118.63427906538682,121.71310883129277,0.19360015551106802,[36.387627]
3,3,0,4,0,0,38.446110497712155,35.26370679355095,-0.3297082677158715,27.363011366460462,7.4316848316543025,4.425561443886536,0.6777650862523951,1.3759961841238448,0.62971016796381,4.299432639986026,23.369682805606033,2,3.3478574455129766,15.594172738500339,0,1.045327601813265,0.2624861813090132,227.96299260996156,94.3347266788215,0.8431142582410255,[35.84745]
3,3,0,0,2,0,43.05187376962955,44.21544465101541,29.997502059009484,30.593430929342492,0.6400315187077104,0.1263621706216994,0.3579833388543731,67.66438237791644,2.1478880338522757,0.5912235982786661,29.769637606048338,0,10.07960518899097,8.816140846090018,0,7.538526696402534,0.691402330146941,354.74595826195986,131.3911608370734,0.8950214425169253,[31.254955]
3,0,1,5,0,0,73.56667860602603,39.01172546693089,14.61033543189383,13.505480808845281,2.9523945350708622,4.13995611990412,0.7042375890104502,37.68664793991688,0.12171454779423896,1.3493020433612102,23.392708613681567,0,7.14462372895108,42.268283776949524,0,0.16613913993982915,0.5539205340072171,80.08065577781467,67.13690267287927,0.06456904572422906,[33.25084]
3,0,1,1,2,0,80.62866503443315,55.423442400980946,29.623604067745283,23.334138485418897,8.674203250317966,22.366824567229745,0.8781244116288383,66.87149255162193,-0.9129246121328531,1.9344622669163927,11.206201811355099,1,4.90790217338836,44.32118652672581,0,1.082512810219748,0.2697369880763062,35.51050151331986,28.048731216192657,0.24225954016346282,[35.014824]
