Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),CH4-C (g)
9,2,0,1,3,2,72.8430553685146,13.712059516284313,13.33602541601891,328.85666384084163,12.629383627635688,3.7821614857264474,10.565888511635688,58.34180124137801,1.2243217467232523,1.50752617676872,15.702879342577686,0,8.121568558618488,24.50914224060946,4,4.815335923517911,1.242566466777893,1828.8475655760028,319.5996990210068,10.465799272483126,[30283.13965357]
6,0,1,4,0,2,76.98817743202943,52.195380812279076,11.897634933244877,464.6999808698433,9.198499864375261,26.01508660479685,7.9551576646677225,75.7096842037461,-0.9869818424573217,1.4249388989839595,18.679345658369282,1,8.287823494840996,41.581102931529415,3,8.891759983440492,1.28281489293354,928.7421003640128,864.5659054861887,9.88496500470312,[33178.43509731]
12,1,1,5,1,3,58.17768194624161,43.89581680922157,26.087295436630242,202.03769561893446,6.38183344051013,19.911014715571625,4.301633334423258,65.47573270311933,3.0148110464905757,0.1800927831678933,15.614043686195977,2,8.340813729948037,44.86704737424337,3,11.894799250804395,1.3673936473864265,2845.1604211715776,452.6511743716607,9.44712946271159,[32794.98809274]
1,1,0,5,2,0,44.44054547327762,53.92583792457978,5.076826857645881,412.2337397235799,14.188899714587174,4.183058700413515,4.252332147640402,64.81885771994538,4.105641958329963,2.226449478052723,12.017852001743009,2,8.616158036294074,11.383033922171876,0,7.202904992230249,1.4053923846360692,2515.016635185822,973.708577041745,10.095366799270034,[34462.84168543]
1,1,0,2,1,0,95.95506116329862,69.56046027031564,25.32106810880486,455.6533609187614,14.212989003995713,15.51314592725466,9.663692432284904,53.510570278235285,-0.4529829983632263,1.567642959731353,12.99443503353183,2,5.901892891221466,35.33916053991707,1,10.965046603941841,1.2664089436859045,1567.5668384248463,979.0207160550387,5.391092764878639,[30759.89716277]
9,1,0,3,3,1,64.25766954272936,37.23395426336859,20.45474330434527,226.28832266849315,13.794833104418252,20.243734583192108,7.920643920882671,74.6186289325581,2.54608909330264,2.143283955340584,12.08534012728429,0,3.017124623474087,11.823423389774844,2,3.5409458676633774,1.2496950756354306,81.48252391696785,903.0081575872724,5.874204124648532,[30339.06465015]
8,1,0,5,3,3,86.00400615256179,7.324188395535147,5.465763061548717,289.9815797757137,11.388772641329995,26.060420423234905,6.216512473195817,61.027174843696194,4.211047607627639,4.492129370321127,25.486366070186527,2,8.505921591731296,5.99954979091539,3,6.0959359191808895,1.3267581181061028,738.3115163073459,376.87111116571583,6.904591921997233,[33633.69461775]
10,0,1,1,1,2,41.27131484988065,61.98876112095914,27.493228738626858,221.9336469016211,4.554935956627341,0.11149229185153314,7.392447712871276,68.61343015708901,4.113535144292889,1.9878758403658345,6.369166177251381,0,8.499337506628759,30.32274666202189,0,10.501728663636227,1.2886681433319753,3753.0460712466115,378.5973698509144,1.634515186189556,[32997.4678575]
6,1,0,2,2,0,90.67502403605853,1.111753798500895,18.73906782096912,117.9657863911364,11.362193930811733,28.273948389733025,8.381416737772577,70.49368973776035,1.807571028954741,0.3765213387287066,22.631191528634652,1,1.6599440612933811,46.46011214031094,3,1.8088676664587142,1.3340902674029183,2457.1716648845586,681.9635820809544,7.525512965739121,[30415.2420401]
13,1,0,4,0,0,45.393466967102924,41.67185569325795,0.33075521337677527,432.5203143363243,14.10968890608204,4.385639241039421,4.395825154553134,52.31851712104312,0.04920836801375805,3.1543385865895113,8.892590078528468,0,8.538814704022712,46.80195678761727,2,2.0199484594178845,1.4234709572465665,1030.8524047685805,948.1906806478846,3.7644762615941416,[34291.75099787]
5,1,1,1,3,3,45.55440941661081,22.31500433518598,14.677281345530483,453.65189440069213,14.374987374580659,12.822427549590966,4.142959880680344,73.32709270009101,-0.9611998862311993,1.1205754416873026,12.267549044697947,1,6.724975470234611,21.285947186899758,2,10.891210695066807,1.417536188394027,2424.455635920974,839.3796805932647,1.3246288861438593,[30557.93194777]
12,2,0,2,2,0,77.32924565590336,14.881804076156733,25.259215063359203,371.8108247293628,4.418649364226097,2.2858220422151456,1.493884360082922,50.271766422721015,3.667671568663944,4.421115113134007,10.974614638484702,0,8.250349552530603,32.802957862225234,0,9.357343829812276,1.2339243016464445,3558.7338157340205,378.4067129197667,2.26424019110679,[32585.63439429]
6,0,1,1,2,3,39.09034358851355,57.369741081518896,1.9790948239087998,89.24200762284975,12.65246661111071,8.161855892115561,5.332235783219125,70.33104463544427,-0.7808478369271037,2.4671677876391698,16.70147414885025,1,2.2813167602589557,29.076816352099236,4,11.616594716412584,1.394220579994495,1787.228124691382,462.51198785803547,3.664086994135627,[30082.5177157]
1,1,1,5,2,1,81.77790510966997,42.3611444849568,20.317838494598885,71.77822243235467,11.688038896911612,11.191457460376824,2.1966216996165544,61.514378605559244,0.9914419149944365,2.078663580303742,9.042161762715228,2,0.10622971643716131,45.91016038128824,1,2.4772887194581257,1.4252340900538263,1792.7481303473933,835.5482074046563,8.098124195769648,[30693.45753445]
12,2,0,0,3,3,101.74032958184125,64.72814451613323,19.51296420504967,235.4918492911865,14.43105944712569,7.355288638113282,9.73717112812578,75.11046638159813,5.803903781290107,1.386204262931942,15.048579106214627,0,1.6795011324233107,43.410874539414266,2,1.1448594689646037,1.2811354597799602,3048.3160117728053,692.3731851558994,6.404770729355952,[30512.21519092]
9,0,0,5,2,2,46.49427472555881,54.08669894161139,24.426559957499652,4.380407715733842,14.394188127783272,16.371185398028665,1.274263635481938,57.81906159633329,-0.4295806465150547,3.793454960950484,2.6887058675621764,1,8.45100723066021,0.022603501386496673,2,6.797730674344111,1.3775218228621011,1253.1776441435247,150.01412250394083,8.783972413443523,[33615.20880271]
6,1,0,1,0,2,23.139021878179392,41.27552816813019,23.56028261478371,74.21622724305513,11.477642319449597,15.397508131468769,11.157359172992876,55.150663809804,4.612624064292216,0.7434687185076372,4.905826454354027,0,8.510486564216597,13.557146977838432,2,1.9622741483494057,1.3816777122924304,3532.877121110045,460.6826439474815,2.919773892931028,[33801.2395825]
3,2,1,3,2,3,51.80178378547348,26.473031432815016,11.387695102708408,19.41889912811322,10.551862529687204,26.194480041528116,9.218371665114617,72.84445718560605,4.67169418825176,2.278985405460676,20.336325662589864,0,4.172448330579099,27.36477597667803,0,4.351080808271862,1.2691512085082663,2470.918154163292,451.33855516294483,4.7194645450200055,[30289.23908257]
1,0,1,0,1,0,62.58940586309659,24.651668458911406,26.968321761845303,250.95907070740736,11.208811939138855,7.7539326029474465,3.2643345213980997,71.52164883251028,2.045190629325512,3.216820572740273,15.579619722374302,0,8.297173460200057,9.63965772138246,3,10.04394348727045,1.2320222419692697,564.0995073121171,824.8665128721993,2.3822229172393277,[34060.35954443]
0,0,1,4,2,0,105.93870263270522,0.1207692600488608,15.91135336496938,135.43633726246244,10.934710813884271,16.336935946236007,4.676779270098934,52.96286241364585,3.0248311405394155,1.653713410256715,1.6224013706737535,1,1.2777203112314137,9.13156110070836,2,2.3795941960708626,1.2855642482016743,2572.8606278473862,461.10987427932406,3.945133801424414,[30284.93094957]
6,2,0,5,2,0,70.77060806024132,18.629529063745856,17.093284678887763,252.8234547543931,11.188959382353497,6.70323780079542,2.5692886427266273,76.27175052010153,4.676601342419009,4.691789146677037,10.79075485012433,0,6.059906652483556,21.066503482576337,2,6.035204355168628,1.2615605779476697,1497.740093376849,978.0958629930036,7.115483691958605,[30635.42253318]
5,2,0,1,0,2,60.33361892300762,58.98499820764917,23.046765957940696,461.69112268273994,14.013179444719722,0.76707962482786,8.395980220835147,65.12659002085982,-0.8505948718949451,4.672281720696877,18.047679720940717,1,6.584137411736351,9.441178168078414,0,9.488969068714727,1.2924760538693594,3708.9913672674793,560.6076698851758,5.9868424568017575,[30483.02373097]
8,0,1,1,2,3,63.16980467022732,55.72039175988274,23.52920383374069,394.0906649848246,8.337339745991821,21.872457183983,8.401711949277946,70.24144944034177,-0.4569822226444986,3.877071640204397,26.76074029029132,2,8.519214528268593,27.844793516941216,4,0.04157254525664178,1.3190472745099042,2987.6659458797803,73.68672203767679,1.6323414421675797,[33024.21254317]
7,1,0,3,2,1,76.6931839402413,56.943748654347814,24.115084759953948,424.791895362971,10.647984909417687,4.626509300739457,7.932258871050653,67.63132349236164,5.64178117047822,1.9600930915203814,24.23517279057041,0,1.553059705698638,45.293387678002055,2,8.305212884269059,1.4196809992071486,1755.462200091324,932.8503973059584,5.711259861527852,[30672.689693]
12,0,1,0,2,3,16.666263247195076,58.9644814234226,7.98170385108687,138.43660192374085,10.662655869840581,11.092088539741301,7.018647295751516,68.83905627494195,4.018174681517656,4.151287230441267,6.605330058814851,0,8.544596115967527,12.320963110339717,0,6.332582671028336,1.2582622952128144,3300.9390236155436,574.4159222091472,9.340465442081141,[33846.25855]
9,1,1,2,2,2,80.74329752323075,3.0144166488614372,18.207447908086657,301.56346348705677,14.556864405282255,28.35205607795453,10.702313776712515,62.10550032069118,-0.34119828920125694,0.16230624742568922,22.73458793533775,1,0.25630650503605473,11.92665002189855,0,3.3534784131579123,1.3427517114558056,1489.6436672936547,795.8226603526612,4.151827064619878,[30391.72262799]
1,2,0,3,3,2,99.71241214018987,31.670073334387,2.53070273756991,59.61382557393577,11.238119826551179,29.23322415365064,9.110180367240298,71.68895078887874,4.529228005915714,2.7901447508767374,25.098870591541612,1,1.6899922899266802,41.47827456812925,3,3.2069537368721512,1.3425917771288742,1606.7889689406586,845.6106400629567,5.959132157675963,[30747.8003715]
5,2,1,3,0,0,90.55580635837923,70.93481449208517,12.947960972545534,376.53979699977145,13.189415689074549,14.231117559783227,6.0455316210655505,49.47066759421599,2.4030399210826072,1.355815594859872,15.853927980302178,0,6.653508961280429,53.18863542114055,4,11.875123782062277,1.3908368352155522,3844.9255282657386,937.5697399859746,7.26896743609356,[30774.34219133]
13,2,0,4,2,2,106.60702600927969,6.675523183779915,24.546270418483502,74.64527948777928,14.888613465291701,18.03937383422941,0.22939554291895606,59.19410789372286,2.5703389096266545,2.818660478742131,17.389506339058144,0,5.419456505970692,20.985427136910452,1,4.382914317233206,1.3637034870154823,2574.167655856726,511.8581155348861,1.7334211907202937,[30189.32180664]
13,0,0,3,0,0,104.07279541313054,8.941604595214033,27.51587508667295,123.8061954306032,13.336552712133964,0.09354650993201674,7.196219973955401,52.180815212356414,2.7982609759239967,2.519284586835669,13.657748152027951,0,2.2761784779279433,38.2811731049881,0,6.193816197132853,1.3654379416821207,3048.5124541315768,911.5832736407567,3.4882502717061286,[30849.73992605]
7,0,0,0,1,0,68.0270010141611,31.848622517709707,20.8098124389565,293.54540433695666,0.5821706052159736,4.418970918510846,11.155398233610226,50.799485359353014,1.4237396575178607,1.821687778637113,17.463882406796273,2,8.603400334001124,15.707773349598446,0,9.914168298277344,1.4156888559790513,2951.036655506054,670.4718169944991,0.5696780045755714,[33147.7365025]
0,1,0,2,3,2,40.184353564647,13.593714055845755,7.039424401690823,289.2975725561836,7.146503907516423,28.445065179585374,2.764279319859801,73.47197867586185,0.3249805340400773,2.2599466533817516,18.10665562526991,2,8.472003237864511,36.08074317584319,1,0.7020493992634369,1.2651245271756555,3837.821710275073,363.2621565939399,9.383242734123971,[33123.0366475]
13,0,1,2,0,2,101.88422233039711,37.39153740980556,9.166273529531562,356.11033079286057,13.064002923542414,23.850801567409736,8.64479393098217,60.313836802298724,0.7427004114976274,2.3069734048665422,3.164625089281705,1,4.173481547958582,45.50920091868741,2,7.458052018946123,1.3880505653318391,3867.308634890891,882.160544670007,8.249547677148636,[30906.3681361]
11,2,0,4,2,0,37.84613485020249,25.932923187390486,19.207962182727645,422.0066629414477,6.633385932644186,23.28845057847663,5.826756322302142,74.69347766028528,0.9608825560319263,4.826053072301579,19.90228465970534,0,8.34134215983346,23.079357566416945,4,0.9977857103410974,1.3693872352133794,1485.5316964454921,340.33970524517986,4.822873717123314,[32847.06214668]
1,0,0,3,1,1,102.65368775838446,22.308918544359912,26.067520088931253,370.14878771841,5.237630124999565,13.8272593344321,3.39937706656132,56.034386384046535,1.8872853184519838,3.3711866939649964,18.619371359139933,2,8.583930796340107,4.343990899775768,4,4.894007408541058,1.4213117077282995,1329.1740788481868,879.8346873132568,3.5266344786992594,[33587.12472898]
6,0,0,5,0,0,16.79977345897844,70.08359313108265,25.555320159967657,213.4278059781383,11.363811274427439,22.507223734564413,6.713556872516672,56.202888935183594,4.007147505998246,2.3092975736658516,16.51443300380816,2,8.535657312935859,27.71497871609423,2,11.248567339827735,1.2449020807308402,951.9631339782314,770.7872158560162,7.124173282453633,[33884.88867389]
13,2,1,4,1,2,86.09952748084635,2.574173303635407,23.220972406456443,475.1020691345875,12.892382986182808,30.04902830195267,7.290259462720046,75.35050288366196,3.4202220575546187,1.9650997666090158,25.418955707849676,2,2.333641457849375,42.09544596033965,1,9.37522892916344,1.4283660651522476,2170.181980836255,884.128118393329,6.642417209564917,[30801.21864543]
3,2,1,3,3,1,105.86120102594941,8.50225559908173,27.272575847360674,96.46327120068712,11.341794023907,7.898764781468388,7.521737445921193,57.765759120458,2.4176000842888845,4.189116721914842,4.876666320674432,1,8.632069755529876,49.788485242011795,4,2.9864406591228834,1.3064941079430243,2242.172901132332,805.0441087503326,8.420169342516223,[34217.8145175]
