Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),TN loss (%)
28.0,28.0,0.0,0.0,0.0,0.0,0.09999999999999999,61.900000000000006,0.4157751182,3.019228,32.02
28.0,28.0,0.0,0.0,0.0,0.0,0.09999999999999999,61.900000000000006,0.4157751182,3.019228,42.17
28.0,28.0,0.0,0.0,0.0,0.0,0.09999999999999999,64.5,0.3061143879,2.8120590431,44.85
100.0,100.0,0.0,0.0,1.0,50.0,0.00025,50.0,11.9047619,1.04,47.069
100.0,100.0,0.0,0.0,1.0,50.0,0.00025,50.0,11.9047619,1.02,50.0
100.0,100.0,0.0,0.0,1.0,50.0,0.00025,50.0,11.9047619,1.03,46.7241
100.0,100.0,0.0,0.0,1.0,25.0,0.00025,50.0,7.142857143,0.82,49.3103
100.0,100.0,0.0,0.0,1.0,25.0,0.00025,50.0,7.142857143,0.8,46.5517
100.0,100.0,0.0,0.0,1.0,25.0,0.00025,50.0,7.142857143,0.81,48.4483
100.0,100.0,0.0,0.0,1.0,0.0,0.00025,50.0,8.928571429,0.85,44.3103
100.0,100.0,0.0,0.0,1.0,25.0,0.00025,50.0,7.142857143,0.7,26.8966
100.0,100.0,0.0,0.0,1.0,25.0,0.00025,50.0,7.142857143,0.68,28.2759
100.0,100.0,0.0,0.0,1.0,25.0,0.00025,50.0,7.142857143,0.69,33.7931
84.0,0.0,0.0,0.0,0.0,0.0,0.12,81.0,0.0,3.86,39.9
84.0,0.0,0.0,0.0,0.0,0.0,0.12,75.8,0.0,3.18,30.9
84.0,0.0,0.0,0.0,0.0,0.0,0.12,77.3,0.0,2.16,27.1
84.0,0.0,0.0,0.0,0.0,0.0,0.12,77.0,0.0,2.25,30.3
84.0,0.0,0.0,0.0,0.0,0.0,0.12,80.0,0.0,1.8199999999999998,31.8
84.0,0.0,0.0,0.0,0.0,22.28321168,0.12,84.1,0.0,2.26,39.3
84.0,0.0,0.0,0.0,0.0,9.53373494,0.12,80.7,0.0,2.21,31.2
84.0,0.0,0.0,0.0,0.0,15.843828720000001,0.12,81.5,0.0,2.03,29.4
60.0,60.0,0.0,0.0,5.0,5.797086950000001,0.045,59.99999999999999,0.22,2.3,22.0
60.0,60.0,0.0,0.0,5.0,5.797086950000001,0.045,59.99999999999999,0.44,2.0,28.0
60.0,60.0,0.0,0.0,5.0,5.797086950000001,0.045,59.99999999999999,0.66,1.8,32.0
60.0,60.0,0.0,0.0,5.0,6.4999248528999996,0.045,65.0,0.22,2.0,23.0
60.0,60.0,0.0,0.0,5.0,5.3674573204,0.045,65.0,0.44,1.8,29.0
60.0,60.0,0.0,0.0,5.0,7.524924852899999,0.045,65.0,0.66,2.3,45.0
60.0,60.0,0.0,0.0,5.0,1.106460967,0.045,70.0,0.22,1.8,19.0
60.0,60.0,0.0,0.0,5.0,1.3117035595000002,0.045,70.0,0.44,2.3,40.0
60.0,60.0,0.0,0.0,5.0,1.3458250511999998,0.045,70.0,0.66,2.0,36.0
28.0,28.0,0.0,0.0,0.0,0.0,0.01,69.0,0.28,3.7,17.7
28.0,28.0,0.0,0.0,0.0,0.0,0.01,62.99999999999999,0.28,3.7,13.5
28.0,28.0,0.0,0.0,0.0,0.0,0.01,66.0,0.28,3.7,10.2
28.0,28.0,0.0,0.0,0.0,0.0,0.01,65.0,0.28,2.850340136,3.1
28.0,28.0,0.0,0.0,0.0,0.0,0.01,67.0,0.28,3.209302326,13.1
28.0,28.0,0.0,0.0,0.0,25.0,0.01,65.0,0.28,2.934131737,12.8
28.0,28.0,0.0,0.0,0.0,14.28571429,0.01,67.0,0.28,3.242857143,14.0
28.0,28.0,0.0,0.0,0.0,0.0,0.01,65.0,0.28,2.957142857,13.2
28.0,28.0,0.0,0.0,0.0,0.0,0.01,65.0,0.28,3.347107438,8.7
37.0,37.0,25.0,5.0,4.0,0.0,0.06,65.0,0.24,2.4,21.0
37.0,37.0,25.0,5.0,4.0,0.0,0.06,65.0,0.48,2.1,27.0
37.0,37.0,25.0,5.0,4.0,0.0,0.06,65.0,0.72,1.8999999999999997,31.0
37.0,37.0,25.0,5.0,4.0,0.0,0.06,70.0,0.24,2.1,22.0
37.0,37.0,25.0,5.0,4.0,0.0,0.06,70.0,0.48,1.8999999999999997,28.0
37.0,37.0,25.0,5.0,4.0,0.0,0.06,70.0,0.72,2.4,46.0
37.0,37.0,25.0,5.0,4.0,0.0,0.06,75.0,0.24,1.8999999999999997,18.0
37.0,37.0,25.0,5.0,4.0,0.0,0.06,75.0,0.48,2.4,40.0
37.0,37.0,25.0,5.0,4.0,0.0,0.06,75.0,0.72,2.1,35.0
37.0,37.0,0.0,0.0,4.0,0.0,0.06,64.1,0.24,2.36,21.3
37.0,37.0,0.0,0.0,4.0,0.0,0.06,65.2,0.48,2.08,26.6
37.0,37.0,0.0,0.0,4.0,0.0,0.06,63.699999999999996,0.72,1.8999999999999997,30.6
37.0,37.0,0.0,0.0,4.0,0.0,0.06,71.3,0.24,2.06,22.0
37.0,37.0,0.0,0.0,4.0,0.0,0.06,70.6,0.48,1.8999999999999997,28.4
37.0,37.0,0.0,0.0,4.0,0.0,0.06,70.8,0.72,2.35,45.9
37.0,37.0,0.0,0.0,4.0,0.0,0.06,75.7,0.24,1.93,18.4
37.0,37.0,0.0,0.0,4.0,0.0,0.06,76.8,0.48,2.37,40.3
37.0,37.0,0.0,0.0,4.0,0.0,0.06,74.0,0.72,2.09,35.3
35.0,35.0,0.0,0.0,9.0,0.0,0.1559,66.03,0.6571987049,1.817,42.26402957
35.0,35.0,0.0,0.0,9.0,0.0,0.2984,65.69,0.7258317014999999,1.8129999999999997,44.08915924
35.0,35.0,0.0,0.0,9.0,0.0,0.5697,66.14,0.6571987049,1.7959999999999998,43.13520486
70.0,0.0,0.0,0.0,10.0,0.0,1.2,64.0,0.0,2.22,32.15
70.0,0.0,0.0,0.0,10.0,0.0,1.2,64.0,0.0,2.22,31.59
70.0,0.0,0.0,0.0,5.0,0.0,1.2,64.0,0.0,2.22,29.96
70.0,0.0,0.0,0.0,5.0,0.0,1.2,64.0,0.0,2.22,26.24
70.0,0.0,0.0,0.0,0.0,0.0,1.2,64.0,0.0,2.22,18.22
70.0,0.0,0.0,0.0,0.0,0.0,1.2,64.0,0.0,2.22,14.66
35.0,35.0,0.0,0.0,5.0,0.0,0.06,72.1,0.20000000000000004,2.68,28.22
55.99999999999999,0.0,0.0,0.0,7.0,0.0,1.2,67.6,0.0,2.039744803,39.2
55.99999999999999,0.0,0.0,0.0,7.0,3.3,1.2,67.6,0.0,2.039744803,33.8
55.99999999999999,0.0,0.0,0.0,7.0,6.6,1.2,67.6,0.0,2.039744803,28.9
55.99999999999999,0.0,0.0,0.0,7.0,9.9,1.2,67.6,0.0,2.039744803,21.8
55.99999999999999,0.0,0.0,0.0,7.0,13.2,1.2,67.6,0.0,2.039744803,14.3
28.0,0.0,0.0,0.0,9.0,2.0,0.13,60.661,0.0,1.6679999999999997,52.14
28.0,0.0,0.0,0.0,9.0,4.0,0.13,59.7109,0.0,1.613,48.82
28.0,0.0,0.0,0.0,9.0,6.0,0.13,60.4548,0.0,1.562,42.31
28.0,0.0,0.0,0.0,9.0,8.0,0.13,60.06839999999999,0.0,1.563,39.54
28.0,0.0,0.0,0.0,9.0,10.0,0.13,59.4546,0.0,1.555,38.67
64.0,0.0,0.0,0.0,12.0,0.0,1.0,74.0,0.0,2.23336,27.86
64.0,0.0,0.0,0.0,12.0,0.0,1.0,74.0,0.0,2.28344,27.01
64.0,0.0,0.0,0.0,12.0,0.0,1.0,74.0,0.0,2.23179,29.97
64.0,64.0,0.0,0.0,12.0,0.0,1.0,74.0,1.157,2.11755,25.05
25.0,25.0,30.0,30.000000000000004,0.0,0.0,0.06,59.99999999999999,0.08241758199999999,2.230494505,1.742825471
25.0,25.0,30.0,30.000000000000004,0.0,0.0,0.06,59.99999999999999,0.826446281,2.231404959,14.64814815
25.0,25.0,30.0,30.000000000000004,0.0,0.0,0.06,59.99999999999999,1.643835616,2.230684932,24.93244903
28.0,28.0,30.0,30.000000000000004,2.0,0.0,0.071215,59.99999999999999,0.858895706,2.6237,42.34
28.0,28.0,30.0,30.000000000000004,2.0,0.0,0.071215,59.99999999999999,0.9256198349999999,1.99111,29.04
28.0,28.0,30.0,30.000000000000004,2.0,0.0,0.071215,59.99999999999999,0.9032258060000001,1.60222,25.46
28.0,28.0,30.0,30.000000000000004,2.0,0.0,0.071215,59.99999999999999,0.909090909,1.32741,25.75
28.0,28.0,30.0,60.00000000000001,4.0,0.0,0.06,66.9,1.207272727,1.5,37.9
28.0,28.0,30.0,60.00000000000001,4.0,0.0,0.06,58.6,0.964341085,1.6999999999999997,20.9
28.0,28.0,30.0,60.00000000000001,4.0,0.0,0.06,53.1,0.855474453,1.8999999999999997,8.8
28.0,28.0,30.0,60.00000000000001,4.0,0.0,0.06,47.5,0.7602339179999998,2.0,5.4
50.99999999999999,0.0,0.0,0.0,14.0,20.099999999999998,6.894999999999999,65.0,0.0,1.6657199999999999,24.0636
50.99999999999999,0.0,0.0,0.0,14.0,0.0,4.672000000000001,65.0,0.0,1.60453,16.7491
50.99999999999999,0.0,0.0,0.0,14.0,0.0,4.672000000000001,65.0,0.0,1.58074,12.0848
50.99999999999999,0.0,0.0,0.0,14.0,0.0,4.672000000000001,65.0,0.0,1.51445,12.0848
50.99999999999999,0.0,0.0,0.0,14.0,0.0,4.672000000000001,65.0,0.0,1.39037,10.0707
26.0,26.0,20.0,40.0,0.0,0.0,1.3,70.0,3.6331259402000002,1.13,16.9
26.0,26.0,20.0,40.0,0.0,0.0,1.3,70.0,3.6331259402000002,1.13,20.12
26.0,26.0,20.0,40.0,0.0,0.0,1.3,70.0,3.6331259402000002,1.13,25.1
22.0,22.0,0.0,0.0,0.0,0.0,0.002,63.45300000000001,0.4677810546000001,2.29,36.4
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.82180000000001,0.5208588784,2.46,35.0
22.0,22.0,0.0,0.0,0.0,0.0,0.002,63.5272,0.5109142502999999,2.39,52.4
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.745,0.5762901186,2.26,40.3
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.5248,0.5610510025000001,2.29,27.7
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.07920000000001,0.6157233143000002,2.46,53.1
22.0,22.0,0.0,0.0,0.0,0.0,0.002,60.3523,0.6824985980999999,2.14,43.3
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.10920000000001,0.6548521020999999,2.12,40.9
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.011599999999994,0.5762901186,2.25,35.8
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.5648,0.6131841981999999,2.36,24.9
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.575,0.5932901186,2.17,30.2
22.0,22.0,0.0,0.0,0.0,0.0,0.002,63.176100000000005,0.5024256827,2.31,51.1
22.0,22.0,0.0,0.0,0.0,0.0,0.002,57.57439999999999,0.9031194151999999,2.0,18.4
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.18300000000001,0.6548521020999999,2.03,16.7
22.0,22.0,0.0,0.0,0.0,0.0,0.002,60.587799999999994,0.6654985980999999,2.24,10.8
22.0,22.0,0.0,0.0,0.0,0.0,0.002,59.91819999999999,0.6824985981,2.15,29.4
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.034200000000006,0.6654985981,2.21,40.5
66.0,66.0,0.0,0.0,11.0,0.0,0.028,72.7,0.4000000000000001,1.8999999999999997,27.96833773
66.0,66.0,0.0,0.0,11.0,0.0,0.028,71.7,0.4000000000000001,1.9199999999999997,24.21052632
66.0,66.0,0.0,0.0,11.0,0.0,0.028,71.7,0.20000000000000004,1.9199999999999997,19.47368421
66.0,66.0,0.0,0.0,11.0,0.0,0.028,68.8,0.20000000000000004,1.7599999999999998,13.02083333
66.0,66.0,0.0,0.0,11.0,0.0,0.028,69.5,0.20000000000000004,1.55,9.667673716
66.0,66.0,0.0,0.0,11.0,0.0,0.028,67.3,0.20000000000000004,1.33,14.47368421
66.0,66.0,0.0,0.0,11.0,0.0,0.028,71.8,0.20000000000000004,1.9199999999999997,20.84432718
40.0,0.0,0.0,0.0,9.0,0.0,0.19999999999999998,65.0,0.0,1.33073,29.8437
40.0,0.0,0.0,0.0,9.0,1.0,0.19999999999999998,65.0,0.0,1.34581,21.05
40.0,0.0,0.0,0.0,9.0,5.0,0.19999999999999998,65.0,0.0,1.24777,25.7031
40.0,0.0,0.0,0.0,9.0,6.0,0.19999999999999998,65.0,0.0,1.23268,15.61
