Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),NH3-N loss (%)
65.0,0.0,0.0,0.0,18.0,0.0,9.292,70.1,0.0,1.8409999999999997,11.02661597
88.0,0.0,0.0,0.0,1.0,0.0,10.0,72.5,0.0,1.86,11.0
88.0,0.0,0.0,0.0,1.0,0.0,10.0,72.5,0.0,1.86,17.0
88.0,0.0,0.0,0.0,3.0,0.0,10.0,72.5,0.0,1.86,18.0
85.0,0.0,0.0,0.0,0.0,0.0,10.0,74.8,0.0,1.9599999999999997,1.0
85.0,0.0,0.0,0.0,1.0,0.0,10.0,74.8,0.0,1.9599999999999997,2.0
85.0,0.0,0.0,0.0,3.0,0.0,10.0,74.8,0.0,1.9599999999999997,2.0
37.0,37.0,20.0,40.0,5.0,0.0,1.0,65.0,0.3073118946,1.227,19.13404767
37.0,37.0,20.0,40.0,5.0,5.0,1.0,65.0,0.3365009331,1.227,14.06262127
37.0,37.0,20.0,40.0,5.0,10.0,1.0,65.0,0.2885475225,1.227,16.01475893
50.99999999999999,0.0,0.0,0.0,14.0,20.099999999999998,6.894999999999999,65.0,0.0,1.6657199999999999,9.745758
50.99999999999999,0.0,0.0,0.0,14.0,0.0,4.672000000000001,65.0,0.0,1.60453,6.6158945
50.99999999999999,0.0,0.0,0.0,14.0,0.0,4.672000000000001,65.0,0.0,1.58074,4.6647328
50.99999999999999,0.0,0.0,0.0,14.0,0.0,4.672000000000001,65.0,0.0,1.51445,4.1330016
50.99999999999999,0.0,0.0,0.0,14.0,0.0,4.672000000000001,65.0,0.0,1.39037,3.1118463
26.0,26.0,20.0,40.0,0.0,0.0,1.3,70.0,3.6331259402000002,1.13,11.57481
26.0,26.0,20.0,40.0,0.0,0.0,1.3,70.0,3.6331259402000002,1.13,14.236912
26.0,26.0,20.0,40.0,0.0,0.0,1.3,70.0,3.6331259402000002,1.13,18.31547
22.0,22.0,0.0,0.0,0.0,0.0,0.002,63.45300000000001,0.4677810546000001,2.29,18.382
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.82180000000001,0.5208588784,2.46,18.095
22.0,22.0,0.0,0.0,0.0,0.0,0.002,63.5272,0.5109142502999999,2.39,28.3484
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.745,0.5762901186,2.26,20.6739
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.5248,0.5610510025000001,2.29,13.8777
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.07920000000001,0.6157233143000002,2.46,29.4174
22.0,22.0,0.0,0.0,0.0,0.0,0.002,60.3523,0.6824985980999999,2.14,22.7325
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.10920000000001,0.6548521020999999,2.12,20.3273
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.011599999999994,0.5762901186,2.25,17.2198
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.5648,0.6131841981999999,2.36,11.7777
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.575,0.5932901186,2.17,14.7074
22.0,22.0,0.0,0.0,0.0,0.0,0.002,63.176100000000005,0.5024256827,2.31,29.8424
22.0,22.0,0.0,0.0,0.0,0.0,0.002,57.57439999999999,0.9031194151999999,2.0,9.1448
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.18300000000001,0.6548521020999999,2.03,7.9158
22.0,22.0,0.0,0.0,0.0,0.0,0.002,60.587799999999994,0.6654985980999999,2.24,5.0544
22.0,22.0,0.0,0.0,0.0,0.0,0.002,59.91819999999999,0.6824985981,2.15,14.8176
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.034200000000006,0.6654985981,2.21,23.2875
20.0,20.0,60.0,120.00000000000001,0.0,0.0,0.004,71.2,3.7665895833999996,2.46,2.663749402
20.0,20.0,60.0,120.00000000000001,0.0,4.16857551,0.004,69.1,3.8630797252000004,2.74,1.578231
20.0,20.0,60.0,120.00000000000001,0.0,2.1685755100000006,0.004,69.8,3.8590832588000006,2.52,1.864705882
20.0,20.0,60.0,120.00000000000001,0.0,2.16857551,0.004,70.0,3.8590832587999997,2.62,3.846070947
55.99999999999999,56.0,0.0,0.0,0.0,0.0,1.37,69.4,0.108,1.37254902,16.5
55.99999999999999,56.0,0.0,0.0,0.0,1.730103806,1.37,71.1,0.108,1.6608996539999998,27.5
55.99999999999999,56.0,0.0,0.0,0.0,0.324675325,1.37,69.2,0.108,2.337662338,36.2
55.99999999999999,56.0,0.0,0.0,0.0,0.0,1.37,70.3,0.108,2.222222222,24.8
55.99999999999999,56.0,0.0,0.0,0.0,2.836879433,1.18,71.8,0.108,2.304964539,24.9
31.6,31.6,0.0,0.0,2.0,0.0,0.3,68.5,0.063492063,3.9399999999999995,4.376426023
31.6,31.6,0.0,0.0,2.0,0.0,0.3,68.8,0.074786325,5.088,10.20627127
30.9,30.9,0.0,0.0,2.0,0.0,0.3,62.50000000000001,0.133333333,3.59,0.317926048
31.7,31.7,0.0,0.0,2.0,0.0,0.3,49.3,0.174227482,3.303,0.010375226
31.7,31.7,0.0,0.0,2.0,0.0,0.3,59.29999999999999,0.147420147,3.253,0.009750408
30.9,30.9,0.0,0.0,2.0,0.0,0.3,44.6,0.138387485,2.079,0.094629804
31.6,31.6,0.0,0.0,2.0,0.0,0.3,69.3,0.103148751,4.346,0.502099515
31.7,31.7,0.0,0.0,2.0,0.0,0.3,41.9,0.04876649499999999,1.588,0.001333651
30.7,30.7,0.0,0.0,2.0,0.0,0.3,50.0,0.09,2.239,0.042837617
30.8,30.799999999999997,0.0,0.0,2.0,0.0,0.3,53.7,0.143988481,1.455,0.216162089
30.9,30.9,0.0,0.0,2.0,0.0,0.3,49.4,0.164690382,8.502,2.094655827
31.6,31.6,0.0,0.0,2.0,0.0,0.3,62.60000000000001,0.173796791,6.956,0.531560958
30.7,30.7,0.0,0.0,2.0,0.0,0.3,60.099999999999994,0.17961570599999999,1.7969999999999997,0.733801414
30.8,30.799999999999997,0.0,0.0,2.0,0.0,0.3,35.1,0.164355419,1.521,0.007794562
30.8,30.799999999999997,0.0,0.0,2.0,0.0,0.3,43.4,0.07656066000000002,2.098,0.078705581
66.0,66.0,0.0,0.0,11.0,0.0,0.028,72.7,0.4000000000000001,1.8999999999999997,23.74670185
66.0,66.0,0.0,0.0,11.0,0.0,0.028,71.7,0.4000000000000001,1.9199999999999997,20.78947368
66.0,66.0,0.0,0.0,11.0,0.0,0.028,71.7,0.20000000000000004,1.9199999999999997,17.63157895
66.0,66.0,0.0,0.0,11.0,0.0,0.028,68.8,0.20000000000000004,1.7599999999999998,11.45833333
66.0,66.0,0.0,0.0,11.0,0.0,0.028,69.5,0.20000000000000004,1.55,9.365558912
66.0,66.0,0.0,0.0,11.0,0.0,0.028,67.3,0.20000000000000004,1.33,13.15789474
66.0,66.0,0.0,0.0,11.0,0.0,0.028,71.8,0.20000000000000004,1.9199999999999997,18.99736148
64.0,0.0,0.0,0.0,0.0,0.0,1.1,74.27405248,0.0,2.048921124,8.842530269
64.0,0.0,0.0,0.0,0.0,0.0,1.1,74.27405248,0.0,2.048921124,8.038663881
64.0,0.0,0.0,0.0,12.0,0.0,1.1,74.27405248,0.0,2.048921124,17.68506054
64.0,64.0,30.0,1410.0,12.0,0.0,1.1,74.27405248,2.5,2.048921124,24.11599164
49.0,0.0,0.0,0.0,0.0,0.0,0.013791,76.28,0.0,4.33,0.538812661
49.0,0.0,0.0,0.0,0.0,0.0,0.013791,76.28,0.0,4.33,0.45645972
49.0,0.0,0.0,0.0,0.0,0.0,0.013791,76.28,0.0,4.33,0.359842413
49.0,0.0,0.0,0.0,0.0,0.0,0.013791,76.28,0.0,4.33,0.225567178
49.0,0.0,0.0,0.0,0.0,0.0,0.013791,76.28,0.0,4.33,0.224616221
49.0,0.0,0.0,0.0,0.0,0.0,0.013791,76.28,0.0,4.33,0.125526423
49.0,0.0,0.0,0.0,0.0,0.0,0.013791,76.28,0.0,4.33,0.14968075
